surveyDate,GACDISA,NOCDISA,SHCDISA,UOCDISA,DTCDISA,IVCDISA,PPCDISA,PRCDISA,NECDISA,AWCDISA,ASCDISA,GAFDISA,NOFDISA,SHFDISA,UOFDISA,DTFDISA,IVFDISA,PPFDISA,PRFDISA,NEFDISA,AWFDISA,CEFDISA,ASFDISA
2019-06-30,-6.0,-9.7,9.8,-15.8,-4.5,-5.3,27.8,6.8,0.3,-0.1,ND,23.0,26.6,27.3,-4.5,-7.5,0.8,36.8,12.8,15.0,0.8,10.5,ND
2019-07-31,-1.7,-4.6,2.8,-5.1,4.4,-10.9,25.5,5.8,-7.6,3.4,ND,31.2,35.2,29.9,0.0,-4.4,2.2,39.4,18.2,12.3,0.7,19.0,ND
2019-08-31,7.1,9.3,13.2,-9.7,0.0,5.8,23.2,4.5,0.7,1.3,ND,24.7,29.7,28.9,-3.2,-1.3,11.0,38.1,12.9,21.3,0.0,23.2,ND
2019-09-30,-2.5,-2.6,2.3,-2.6,0.7,8.5,29.4,9.2,7.5,0.2,ND,13.9,20.1,18.5,-4.6,-9.8,-0.7,42.5,17.0,12.2,-2.0,4.6,ND
2019-10-31,3.0,-0.5,10.4,-12.5,-2.5,-0.6,23.1,6.3,6.1,3.4,ND,16.3,22.6,19.2,-5.6,-7.5,3.1,42.5,21.3,13.2,-0.6,8.8,ND
2019-11-30,-2.6,0.5,4.6,-8.2,-5.5,-6.2,20.5,6.2,5.8,-0.6,ND,22.0,28.9,29.8,4.8,-0.7,7.5,42.5,26.0,12.3,5.5,19.2,ND
2019-12-31,3.6,0.0,8.3,-13.8,-5.8,2.2,15.2,4.3,7.7,0.8,ND,26.8,34.0,29.4,13.8,10.1,5.8,39.1,29.0,11.9,10.1,26.1,ND
2020-01-31,11.6,12.2,14.8,-2.7,-2.7,-0.7,31.5,14.4,8.5,1.8,ND,23.3,30.5,30.9,4.8,4.8,9.6,43.8,29.5,12.1,8.9,25.3,ND
2020-02-29,11.2,21.8,20.9,4.5,8.3,12.9,25.0,16.7,6.1,0.3,ND,22.5,27.0,26.7,1.5,3.0,-8.3,37.9,22.7,18.1,8.3,22.0,ND
2020-03-31,-15.0,-1.5,2.6,1.4,2.2,5.8,24.5,10.1,0.8,-6.7,ND,1.9,16.8,19.0,2.2,0.0,5.8,34.5,17.3,10.4,3.6,18.7,ND
2020-04-30,-79.9,-69.1,-70.9,-16.8,11.0,-9.7,5.8,-8.4,-54.0,-63.2,ND,10.8,15.7,16.3,0.6,-2.6,-3.9,14.9,0.6,3.8,8.4,-11.0,ND
2020-05-31,-44.4,-38.6,-37.7,-20.3,-4.1,-3.4,4.1,-7.4,-4.3,-21.9,ND,29.4,35.2,33.7,0.0,-4.7,0.7,20.3,2.0,12.6,8.1,-8.1,ND
2020-06-30,-0.7,-1.6,3.0,-12.5,1.3,-0.6,16.9,-0.6,-1.0,-10.4,ND,53.9,51.2,51.3,1.9,0.6,-5.6,25.6,7.5,18.3,5.0,3.1,ND
2020-07-31,10.3,7.7,9.3,-0.6,2.6,-9.7,14.9,-4.5,-1.0,-4.0,ND,40.5,43.3,40.5,0.6,3.2,0.0,28.6,10.4,19.5,3.9,9.1,ND
2020-08-31,7.6,4.7,13.3,-14.0,1.3,-10.7,16.0,4.7,4.2,-0.9,ND,33.7,35.5,30.0,-5.3,-3.3,-0.7,22.7,9.3,14.5,2.0,6.0,ND
2020-09-30,10.7,0.5,10.0,-9.4,5.0,-3.6,25.2,6.5,2.3,2.9,ND,38.9,35.2,35.3,-3.6,-5.8,0.7,33.1,7.9,16.4,3.6,18.7,ND
2020-10-31,10.0,7.0,18.1,-6.6,2.0,-14.6,27.8,5.3,6.3,9.8,ND,30.6,35.9,29.3,-2.0,-4.0,2.6,39.1,16.6,22.1,6.6,11.9,ND
2020-11-30,-0.5,0.4,1.6,-11.9,0.7,-8.6,29.1,11.3,6.3,1.9,ND,35.9,36.6,34.1,4.6,2.6,11.3,46.4,23.2,21.5,9.3,17.9,ND
2020-12-31,5.9,1.7,11.3,-3.6,4.3,-4.3,37.1,10.0,12.3,5.5,ND,37.8,36.5,34.5,14.3,1.4,15.0,48.6,30.0,21.3,7.1,16.4,ND
2021-01-31,11.9,15.6,16.6,-5.5,5.5,-0.7,45.5,15.2,11.4,6.9,ND,31.8,33.7,35.8,6.2,3.4,9.0,49.0,23.4,23.4,11.7,17.9,ND
2021-02-28,10.1,10.8,6.2,2.6,9.1,6.5,57.8,23.4,11.1,9.5,ND,34.0,34.4,34.9,15.6,11.0,14.9,55.8,32.5,20.1,14.3,28.6,ND
2021-03-31,23.2,18.5,26.1,4.0,11.4,8.1,64.4,24.2,12.0,15.8,ND,36.5,36.8,45.0,6.7,6.0,19.5,64.4,38.3,33.2,20.1,26.8,ND
2021-04-30,23.5,21.9,19.6,21.2,28.1,11.6,74.7,34.9,17.4,15.4,ND,43.1,44.8,46.1,10.3,11.6,17.8,71.2,45.2,39.3,11.6,31.5,ND
2021-05-31,31.0,34.8,33.1,21.4,23.6,7.1,83.5,37.1,15.8,16.0,ND,36.7,35.8,38.6,7.1,17.1,16.4,67.1,43.6,39.9,11.4,25.7,ND
2021-06-30,16.1,14.0,12.6,7.9,29.8,-2.6,79.8,33.3,13.1,15.8,ND,44.2,42.5,44.7,-2.6,2.6,12.3,64.0,45.6,40.5,15.8,18.4,ND
2021-07-31,36.8,26.4,34.7,12.1,20.2,16.2,76.8,39.4,16.5,12.6,ND,41.6,35.9,40.8,1.0,5.1,9.1,64.6,57.6,42.8,3.0,26.3,ND
2021-08-31,21.6,20.9,11.8,15.0,28.3,6.2,76.1,46.0,13.5,15.0,ND,45.7,40.8,45.3,0.0,0.9,8.0,66.4,52.2,36.4,2.7,23.0,ND
2021-09-30,28.0,26.3,21.5,20.9,36.5,11.3,75.7,47.8,22.3,21.8,ND,47.1,44.1,50.8,0.0,1.7,13.0,61.7,51.3,39.4,8.7,33.9,ND
2021-10-31,19.3,18.8,9.5,18.5,38.0,12.0,78.7,43.5,15.9,9.6,-63.2,49.3,48.9,51.4,0.9,5.6,17.6,67.6,50.0,35.4,10.2,31.5,ND
2021-11-30,23.1,25.4,21.6,12.7,32.2,9.3,83.0,50.8,23.2,20.9,-62.9,38.6,37.8,37.8,5.9,12.7,11.9,72.0,55.9,29.9,10.2,34.7,ND
2021-12-31,34.6,26.6,27.1,19.0,23.1,9.1,80.2,44.6,20.4,13.7,-56.9,38.6,34.7,34.4,9.9,10.7,15.7,66.1,60.3,33.3,15.7,38.0,ND
2022-01-31,8.3,7.4,12.6,12.1,21.6,10.3,76.7,37.1,17.1,11.0,-45.1,35.6,32.8,27.8,11.2,4.3,12.1,76.7,62.1,30.6,13.8,39.7,ND
2022-02-28,0.5,1.7,5.0,14.4,21.6,11.7,76.6,54.1,21.4,11.1,-43.6,27.2,31.3,32.2,-1.8,9.9,7.2,70.3,51.4,29.0,15.3,37.8,ND
2022-03-31,-2.9,-0.4,-0.1,13.1,32.7,21.5,73.8,56.1,16.8,7.4,-42.2,36.6,39.9,40.5,15.9,18.7,13.1,72.9,58.9,29.2,15.0,35.5,ND
2022-04-30,21.3,18.3,27.4,17.3,21.8,13.6,86.4,49.1,10.5,12.9,-34.0,19.9,19.8,17.2,-5.5,8.2,-4.5,72.7,55.5,25.0,5.5,31.8,ND
2022-05-31,-6.3,-3.2,-12.0,2.6,20.2,7.9,73.7,45.6,15.9,9.3,-32.4,18.2,17.7,20.4,-2.6,-1.8,-5.3,63.2,45.6,25.0,2.6,25.4,ND
2022-06-30,-1.8,2.4,2.2,-4.3,14.5,17.1,78.6,43.6,18.7,7.0,-24.1,10.5,11.7,17.0,-14.5,-13.7,-0.9,69.2,43.6,24.2,-5.1,25.6,ND
2022-07-31,3.6,-1.4,15.3,-5.2,8.7,14.8,64.3,31.3,14.3,3.3,-0.9,-4.6,1.9,9.1,-22.6,-9.6,-1.7,43.5,28.7,22.0,-9.6,16.5,ND
2022-08-31,-26.8,-21.3,-15.6,-12.7,-0.9,6.4,55.5,32.7,8.3,-8.0,3.8,1.6,11.6,17.9,-4.5,-12.7,-6.4,49.1,43.6,27.4,-10.9,12.7,ND
2022-09-30,-9.7,-5.9,11.7,-7.5,1.9,9.4,39.6,23.6,10.8,-2.8,5.8,6.3,5.3,14.3,-23.6,-17.9,6.6,47.2,39.6,17.2,-7.5,17.9,ND
2022-10-31,-9.3,-1.4,0.7,-3.7,-0.9,4.6,48.6,22.9,5.8,-2.0,5.7,-4.1,0.6,5.4,-18.3,-7.3,5.5,48.6,36.7,16.2,-8.3,22.0,ND
2022-11-30,-6.1,-9.4,-1.1,-6.8,2.9,16.5,50.5,27.2,9.1,3.6,-1.0,-3.6,-0.9,-1.3,-15.5,-5.8,-2.9,48.5,32.0,11.4,-2.9,14.6,ND
2022-12-31,-10.0,-5.8,4.6,-11.2,1.9,3.7,50.5,25.2,13.4,-3.4,6.6,6.9,9.7,10.0,-3.7,1.9,-4.7,55.1,43.9,14.8,1.9,23.4,ND
2023-01-31,-24.4,-17.6,-7.5,-14.3,0.9,4.5,33.0,18.8,2.3,-9.0,12.8,7.1,7.5,13.1,-4.5,0.9,3.6,45.5,33.9,10.7,4.5,22.3,ND
2023-02-28,-8.5,-7.0,1.8,-9.2,-9.2,6.4,45.0,28.4,-8.4,-9.4,20.0,13.4,8.0,10.4,-6.4,-10.1,-12.8,49.5,38.5,7.7,10.1,18.3,ND
2023-03-31,-13.9,-11.1,-5.6,-6.7,-7.6,-1.9,41.9,22.9,-5.9,-14.7,18.3,3.5,4.5,10.4,5.7,-7.6,-11.4,31.4,27.6,3.0,6.7,13.3,ND
2023-04-30,6.4,17.0,15.1,0.0,0.0,8.2,33.0,23.7,-4.8,-5.1,15.8,11.6,12.2,11.8,-3.1,-2.1,-5.2,37.1,29.9,12.9,5.2,16.5,ND
2023-05-31,-26.6,-22.8,-12.2,-13.2,-5.7,-12.3,34.9,23.6,-2.1,-5.0,21.4,10.2,18.5,17.0,-11.3,-7.5,-13.2,33.0,26.4,10.6,1.9,0.9,ND
2023-06-30,5.2,-0.4,19.0,-8.0,-1.0,-6.0,22.0,9.0,-1.9,-4.8,32.0,15.0,11.8,15.4,-11.0,-12.0,5.0,26.0,17.0,14.4,1.0,8.0,ND
2023-07-31,-6.9,-4.1,2.8,-8.8,-6.9,-10.8,16.7,3.9,3.0,-1.0,18.6,16.4,13.7,14.3,-9.8,-10.8,-4.9,26.5,22.5,13.4,-5.9,2.9,ND
2023-08-31,-13.4,-11.2,-2.4,-6.8,1.9,-9.7,25.2,12.6,-0.4,-4.3,15.9,19.4,25.7,29.0,5.8,-2.9,1.9,37.9,18.4,21.6,-1.0,13.6,ND
2023-09-30,-6.3,-4.7,4.2,-5.2,2.1,-6.2,25.8,19.6,-3.1,-8.2,13.4,24.7,29.4,28.1,5.2,4.1,0.0,37.1,28.9,14.3,0.0,10.3,ND
2023-10-31,-4.5,-8.7,2.9,-19.1,-6.4,-2.1,25.5,11.7,1.2,-5.0,5.5,19.8,17.1,14.5,-5.3,-4.3,5.3,28.7,16.0,19.0,5.3,9.6,ND
2023-11-30,-2.5,-12.1,-0.3,-23.2,-6.1,9.1,22.2,11.1,-7.4,-8.8,2.0,1.8,10.1,18.9,0.0,-9.1,-10.1,32.3,32.3,14.8,12.1,3.0,ND
2023-12-31,-13.8,-14.2,-7.6,-24.0,-15.6,-5.2,16.7,11.5,-9.7,-1.1,7.4,13.2,16.9,18.1,5.2,-1.0,9.4,25.0,27.1,10.9,10.4,4.2,ND
2024-01-31,-34.0,-35.0,-16.4,-24.2,-8.4,-7.4,23.2,9.5,-8.4,-4.6,7.7,18.0,22.9,21.4,16.8,11.6,5.3,40.0,32.6,17.7,14.7,13.7,ND
2024-02-29,-5.5,-5.5,4.2,-9.6,-3.2,-9.6,33.0,17.0,-1.8,-2.2,3.3,20.6,26.7,25.1,12.8,7.4,3.2,35.1,23.4,15.7,11.7,11.7,ND
2024-03-31,-9.0,-5.8,1.9,-10.9,-1.0,-12.9,28.7,17.8,-4.1,-5.3,10.0,21.9,27.1,30.4,9.9,6.9,5.0,35.6,32.7,20.0,14.9,11.9,ND
2024-04-30,-19.4,-24.2,-22.7,-10.1,-7.9,3.4,33.7,16.9,-1.2,-9.9,3.5,21.1,22.9,25.3,0.0,-3.4,-11.2,40.4,29.2,4.3,-4.5,6.7,ND
2024-05-31,-9.0,-10.4,3.4,-8.1,-9.1,2.0,28.3,14.1,-6.1,-6.9,-1.1,14.9,18.6,14.0,-2.0,4.0,-11.1,41.4,24.2,8.8,0.0,2.0,9.1
2024-06-30,-7.7,-5.3,0.6,1.0,-4.1,1.0,24.5,7.1,-6.9,-9.0,-1.0,25.8,27.7,25.9,-4.1,-8.2,-14.3,37.8,22.4,8.8,-8.2,2.0,-1.0
2024-07-31,-14.8,-7.4,-6.1,-11.2,-9.2,-6.1,26.5,6.1,-7.5,-1.1,0.0,28.2,24.2,28.1,-4.1,-7.1,0.0,39.8,27.6,6.4,-10.2,3.1,0.0
2024-08-31,2.8,1.8,11.1,-7.4,-3.2,-10.6,23.4,8.5,-5.3,-11.1,-2.1,22.5,22.5,21.6,-1.1,-3.2,2.1,37.2,30.9,14.2,-3.2,8.5,4.3
2024-09-30,2.4,-0.9,8.8,2.1,-1.1,0.0,23.2,7.4,-6.7,-0.3,-2.1,28.8,33.6,30.1,3.2,-3.2,3.2,44.2,30.5,15.8,-2.1,-2.1,4.2
2024-10-31,-11.5,-14.7,-0.7,-2.2,-3.2,-7.5,29.0,10.8,2.2,-1.8,-7.5,34.5,35.3,35.7,5.4,8.6,-1.1,43.0,32.3,17.3,4.3,9.7,-1.1
2024-11-30,20.2,20.7,21.4,-10.3,3.1,1.0,27.8,12.4,-1.8,2.8,-4.1,35.8,36.1,35.4,5.2,7.2,11.3,48.5,41.2,22.2,3.1,13.4,1.0
2024-12-31,2.1,4.3,9.1,-8.4,-7.4,10.5,21.1,4.2,-6.6,-2.3,1.1,26.9,28.3,33.0,8.4,5.3,14.7,42.1,28.4,14.1,9.5,11.6,-4.2
2025-01-31,-12.6,-8.6,-1.7,-4.7,3.5,5.8,29.1,9.3,1.2,-15.1,0.0,36.7,34.2,28.8,18.6,11.6,1.2,54.7,43.0,13.8,19.8,15.1,1.2
2025-02-28,5.7,11.4,14.2,1.1,5.4,8.7,40.2,19.6,-3.6,-1.2,-2.2,22.2,17.8,22.7,9.8,8.7,-2.2,56.5,42.4,11.2,18.5,10.9,-8.7
2025-03-31,-20.0,-14.9,-8.5,-2.0,1.0,13.3,44.9,22.4,-4.1,-2.5,-1.0,12.7,15.5,23.0,7.1,3.1,-6.1,58.2,38.8,8.2,8.2,9.2,-6.1
2025-04-30,-8.1,-8.8,-2.9,4.1,0.0,7.4,50.8,28.7,-2.6,-9.1,-5.7,-7.4,-6.6,-4.8,-7.4,1.6,-15.6,65.6,45.9,3.4,-4.1,1.6,-18.0
