iter	RMSE
189	0.02024659194
190	0.02013679021
191	0.02002840459
192	0.01991171294
193	0.01979938347
194	0.01968540229
195	0.01957316666
196	0.0194639066
197	0.01935360243
198	0.01925084462
199	0.01913548437
200	0.01902842274
201	0.01891818757
202	0.01882556198
203	0.0187228484
204	0.01861543884
205	0.01852294758
206	0.01841195677
207	0.01831365398
208	0.01821221048
209	0.01811800443
210	0.01802090743
211	0.0179213604
212	0.01783765271
213	0.01774004174
214	0.01764805287
215	0.01754685953
216	0.01746268756
217	0.01737830509
218	0.01729876809
219	0.01721244858
220	0.0171240623
221	0.01703760736
222	0.01696451718
223	0.01688828899
224	0.01680559406
225	0.01672767926
226	0.01664706099
227	0.01656876316
228	0.01648705652
229	0.01640790284
230	0.01632667234
231	0.01624532422
232	0.01617059218
233	0.01609173435
234	0.01601747767
235	0.01594122967
236	0.01586983395
237	0.01579637507
238	0.01571875872
239	0.01564393205
240	0.01556787744
241	0.01549011788
242	0.01542067605
243	0.01534538653
244	0.01528261429
245	0.01521027537
246	0.01514399904
247	0.01507589099
248	0.01500906143
249	0.0149413945
250	0.01488139355
251	0.01481666067
252	0.01475799765
253	0.01469999903
254	0.01463800339
255	0.01457792298
256	0.0145145131
257	0.01444445972
258	0.01438448592
259	0.01432408979
260	0.01426039917
261	0.0142024345
262	0.01413726979
263	0.01407551112
264	0.01402207193
265	0.01396395644
266	0.01390736154
267	0.01384896219
268	0.01378807838
269	0.01372741088
270	0.01367381851
271	0.01361957392
272	0.01357286251
273	0.01352192984
274	0.01347475851
275	0.0134193737
276	0.01337167603
277	0.01332886565
278	0.01327717792
279	0.01323161644
280	0.01317788539
281	0.01312333247
282	0.01307662403
283	0.01302492134
284	0.01297366038
285	0.0129260025
286	0.01287942638
287	0.01283135607
288	0.01277904244
289	0.01273796117
290	0.01269062571
291	0.01264445865
292	0.01260045824
293	0.01255763583
294	0.0125133698
295	0.01246467015
296	0.01242364428
297	0.01237410114
298	0.01232683714
299	0.01228077362
300	0.01223497751
301	0.01219388086
302	0.0121562789
303	0.01211175651
304	0.01206675144
305	0.01202695936
306	0.011990931
307	0.01194800245
308	0.01190422826
309	0.01186247137
310	0.01182306875
311	0.01178804162
312	0.01174605886
313	0.01170979172
314	0.01166918071
315	0.01163093806
316	0.01158706326
317	0.01154840889
318	0.01150685705
319	0.01147586292
320	0.0114380614
321	0.01140021546
322	0.01136756921
323	0.0113297191
324	0.01129821824
325	0.01126550896
326	0.01123434389
327	0.01119475743
328	0.01115539376
329	0.0111266317
330	0.01109230784
331	0.01105871303
332	0.01101740766
333	0.01097985449
334	0.01094968693
335	0.01092501859
336	0.01089535785
337	0.01086744646
338	0.01083852303
339	0.01080944525
340	0.01077954151
341	0.01074271288
342	0.0107158451
343	0.01068478451
344	0.0106535364
345	0.01062517961
346	0.01060023767
347	0.01057341323
348	0.0105429831
349	0.01051291625
350	0.01048294644
351	0.01045049519
352	0.01042386672
353	0.01039408338
354	0.01037046266
355	0.01034265104
356	0.01031959946
357	0.01029251529
358	0.01026327866
359	0.01023103558
360	0.01019935632
361	0.01017442162
362	0.01015340431
363	0.01012499863
364	0.01010006432
365	0.0100796448
366	0.01005178948
367	0.01002362006
368	0.009996259995
369	0.009974785935
370	0.009947318928
371	0.009924616982
372	0.009892612075
373	0.009868121182
374	0.009844863728
375	0.009820172386
376	0.009797079756
377	0.009775423202
378	0.009748238533
379	0.009725658443
380	0.009704888554
381	0.009680084472
382	0.00966231725
383	0.009638008754
384	0.009610240074
385	0.009587758256
386	0.009568305526
387	0.009544045418
388	0.009523167381
389	0.009503104342
390	0.009479926049
391	0.009461166906
392	0.00943876449
393	0.009417203765
394	0.009399785854
395	0.009373112464
396	0.009350685682
397	0.009328225197
398	0.009308916381
399	0.009286832603
400	0.009264754984
401	0.009243591226
402	0.009219933815
403	0.009200388027
404	0.009176355379
405	0.009157002582
406	0.00913845034
407	0.009118126183
408	0.009094298181
409	0.00907508319
410	0.009056416053
411	0.009037015394
412	0.009014770951
413	0.008996434058
414	0.008976203939
415	0.008954620683
416	0.0089354241
417	0.008920545927
418	0.008901339046
419	0.00888324898
420	0.008866480791
421	0.008852252173
422	0.00883359438
423	0.008812628974
424	0.008797184674
425	0.008782038136
426	0.008762710842
427	0.008743725732
428	0.008724304004
429	0.008709060787
430	0.00868827322
431	0.00867518519
432	0.008658956735
433	0.008642661428
434	0.008628358501
435	0.008612912102
436	0.008597030216
437	0.008580741471
438	0.008564623041
439	0.008544835797
440	0.008527885656
441	0.008511288219
442	0.008498591629
443	0.00847987556
444	0.008467304767
445	0.008452462372
446	0.008433151753
447	0.008419126053
448	0.008405700707
449	0.008388732419
450	0.008376004243
451	0.008367755862
452	0.008350618253
453	0.008332286271
454	0.008319409429
455	0.008300014447
456	0.008283947699
457	0.008269097378
458	0.00825401423
459	0.008239429129
460	0.008226572065
461	0.008216567849
462	0.008206753219
463	0.008193461842
464	0.008176955451
465	0.008163422454
466	0.008148034436
467	0.008136140306
468	0.008124453055
469	0.008109894859
470	0.008097000998
471	0.008082655634
472	0.008072438065
473	0.008060378104
474	0.008045653785
475	0.008030909222
476	0.00801756942
477	0.008006174909
478	0.007990446593
479	0.007976829378
480	0.007963480632
481	0.007949343249
482	0.007936849156
483	0.007921000128
484	0.007908365159
485	0.007896140187
486	0.0078858335
487	0.007872100926
488	0.007859576792
489	0.007843896323
490	0.007828256254
491	0.007814756908
492	0.007802186394
493	0.007791135301
494	0.007780848133
495	0.007773358397
496	0.007761596572
497	0.007749539122
498	0.007738097931
499	0.007725248621
