"Periodo(MMM DD, AAAA)","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), pesos - 1 año","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), pesos - 5 años","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), pesos - 10 años","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), UVR - 1 año","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), UVR - 5 años","Tasa de interés Cero Cupón, Títulos de Tesorería (TES), UVR - 10 años"
"2004/10/06",8.85,12.98,14.77,2.67,6.03,7.34
"2004/10/07",8.81,13.03,14.81,2.57,5.98,7.34
"2004/10/08",8.65,12.95,14.79,2.49,5.9,7.35
"2004/10/11",8.83,12.86,14.67,2.49,5.91,7.36
"2004/10/12",8.83,12.88,14.72,2.51,5.92,7.37
"2004/10/13",8.78,12.83,14.51,2.48,5.94,7.34
"2004/10/14",8.81,12.78,14.56,2.46,5.9,7.31
"2004/10/15",8.83,12.8,14.56,2.41,5.87,7.23
"2004/10/19",8.83,12.83,14.43,2.47,5.86,7.23
"2004/10/20",8.77,12.83,14.56,2.72,5.82,7.2
"2004/10/21",8.82,12.79,14.46,2.54,5.79,7.1
"2004/10/22",8.84,12.73,14.43,2.39,5.77,7.15
"2004/10/25",8.81,12.74,14.4,2.62,5.8,7.16
"2004/10/26",8.84,12.77,14.55,2.6,5.84,7.16
"2004/10/27",8.95,12.73,14.42,2.53,5.8,7.15
"2004/10/28",9.05,12.83,14.61,2.7,5.83,7.15
"2004/10/29",9.08,12.84,14.63,2.74,5.84,7.29
"2004/11/02",9.02,12.76,14.42,2.81,6.14,7.15
"2004/11/03",9,12.73,14.35,2.49,5.99,7.18
"2004/11/04",9.03,12.68,14.35,2.7,5.92,7.15
"2004/11/05",9.05,12.75,14.06,2.68,5.91,7.11
"2004/11/08",8.99,12.74,14.18,2.63,5.92,7.19
"2004/11/09",8.92,12.63,14.25,2.6,5.92,7.12
"2004/11/10",8.93,12.6,14.2,2.64,6.04,7.2
"2004/11/11",8.93,12.6,14.18,2.55,5.92,7.1
"2004/11/12",8.92,12.51,14.1,2.66,5.94,6.98
"2004/11/16",8.92,12.54,13.98,3.06,5.87,6.98
"2004/11/17",8.84,12.43,13.96,2.73,5.78,6.86
"2004/11/18",8.82,12.35,13.88,2.72,5.74,6.8
"2004/11/19",8.8,12.43,13.91,2.46,5.79,6.83
"2004/11/22",8.85,12.51,14.22,2.48,5.8,6.84
"2004/11/23",8.8,12.36,13.86,2.88,5.67,6.83
"2004/11/24",8.72,12.32,13.68,2.5,5.6,6.65
"2004/11/25",8.67,12.24,13.72,2.38,5.63,6.62
"2004/11/26",8.57,12.12,13.64,2.1,5.51,6.55
"2004/11/29",8.67,12.26,13.82,2.24,5.6,6.49
"2004/11/30",8.68,12.36,13.94,2.69,5.52,6.67
"2004/12/01",8.68,12.37,13.94,2.64,5.59,6.59
"2004/12/02",8.76,12.58,14.12,2.55,5.68,6.7
"2004/12/03",8.75,12.49,14.03,2.72,5.53,6.72
"2004/12/06",8.77,12.5,14.08,2.61,5.52,6.72
"2004/12/07",8.96,12.62,15.27,2.19,5.68,6.88
"2004/12/09",8.81,12.7,14.44,2.49,5.67,6.8
"2004/12/10",8.75,12.53,14.18,2.29,5.68,6.63
"2004/12/13",8.75,12.44,14.03,2.45,5.58,6.67
"2004/12/14",8.71,12.43,14.14,2.14,5.58,6.61
"2004/12/15",8.67,12.45,14.2,2.32,5.52,6.64
"2004/12/16",8.64,12.36,14.08,2.39,5.4,6.63
"2004/12/17",8.65,12.28,14.06,2.04,5.44,6.53
"2004/12/20",8.6,12.09,13.83,1.93,5.34,6.51
"2004/12/21",8.54,12.09,13.91,2.11,5.32,6.53
"2004/12/22",8.49,12.03,13.68,1.88,5.32,6.5
"2004/12/23",8.5,12.08,13.72,1.76,5.26,6.65
"2004/12/24",8.4,9.02,8.61,,,
"2004/12/27",8.51,11.98,13.75,2.92,5.07,6.85
"2004/12/28",8.53,11.92,13.75,2.37,5.18,6.78
"2004/12/29",8.5,11.79,13.66,3.7,5.05,6.64
"2004/12/30",8.45,11.84,13.58,,,
"2005/01/03",8.35,11.57,13.39,1.68,5.1,6.54
"2005/01/04",8.22,11.37,13.33,1.77,5.03,6.16
"2005/01/05",8.21,11.51,13.37,2.14,5.09,6.11
"2005/01/06",8.21,11.57,13.76,1.77,5.02,6.22
"2005/01/07",8.13,11.58,13.62,2.07,4.97,6.31
"2005/01/11",8.08,11.82,13.41,2.94,5.14,6.38
"2005/01/12",8.05,11.6,13.24,2.13,4.98,6.27
"2005/01/13",8.01,11.55,13.11,1.98,5.03,6.3
"2005/01/14",7.99,11.64,13.28,1.93,5.2,6.47
"2005/01/17",8,11.89,13.63,2.36,5.11,6.47
"2005/01/18",7.97,11.76,13.4,2.15,5.44,6.1
"2005/01/19",7.96,11.7,13.4,2.27,5.09,6.35
"2005/01/20",7.96,11.91,13.79,2.29,5.22,6.2
"2005/01/21",7.85,11.76,13.44,2.12,5.32,6.2
"2005/01/24",7.69,11.96,13.97,1.86,5.21,6.31
"2005/01/25",7.56,11.72,13.29,2.14,5.17,6.42
"2005/01/26",7.53,11.71,13.26,2.2,5.14,6.4
"2005/01/27",7.62,11.72,13.43,1.85,5.21,6.34
"2005/01/28",7.55,11.67,13.4,1.8,5.15,6.34
"2005/01/31",7.65,11.62,13.36,1.69,5.02,6.34
"2005/02/01",7.67,11.61,13.35,1.7,5.02,6.3
"2005/02/02",8,11.44,13.76,1.71,5.04,6.32
"2005/02/03",7.8,11.63,13.39,1.73,5.08,6.37
"2005/02/04",7.81,11.58,13.36,1.98,4.98,6.38
"2005/02/07",7.79,11.59,13.34,1.95,4.96,6.43
"2005/02/08",7.79,11.58,13.35,1.71,5.03,6.31
"2005/02/09",7.75,11.52,13.38,1.68,4.99,6.29
"2005/02/10",7.74,11.42,13.27,1.76,4.88,6.25
"2005/02/11",7.8,11.42,13.3,1.66,4.79,6.25
"2005/02/14",7.76,11.36,13.21,1.51,4.75,6.22
"2005/02/15",7.86,11.33,13.21,1.67,4.72,6.2
"2005/02/16",7.86,11.33,13.23,1.53,4.78,6.22
"2005/02/17",7.79,11.28,13.17,1.46,4.68,6.18
"2005/02/18",7.78,11.27,13.16,1.79,4.57,6.22
"2005/02/21",7.68,11.33,13.12,1.66,4.67,6.25
"2005/02/22",7.68,11.32,13.06,1.47,4.72,6.25
"2005/02/23",7.74,11.35,13.17,1.55,4.83,6.29
"2005/02/24",7.74,11.38,13.15,1.58,4.98,6.53
"2005/02/25",7.74,11.46,13.25,1.61,4.96,6.4
"2005/02/28",7.74,11.43,13.09,1.67,4.92,6.42
"2005/03/01",7.77,11.44,12.98,1.61,5.02,6.54
"2005/03/02",7.77,11.55,13.16,1.75,5.2,6.57
"2005/03/03",7.76,11.56,13.1,2.16,5.2,6.61
"2005/03/04",7.71,11.55,13.03,1.92,5.21,6.6
"2005/03/07",7.73,11.5,12.92,1.81,5.27,6.58
"2005/03/08",7.77,11.58,12.85,1.91,5.54,6.87
"2005/03/09",7.72,11.56,12.95,2.25,5.62,6.97
"2005/03/10",7.72,11.56,13.23,2.04,5.66,7.01
"2005/03/11",7.79,11.59,12.87,2.05,5.66,6.81
"2005/03/14",7.75,11.79,13.28,2.28,5.77,7.09
"2005/03/15",7.83,11.87,13.43,2.9,5.76,7.39
"2005/03/16",7.88,12.07,13.46,2.71,6.11,7.11
"2005/03/17",7.82,11.98,13.36,2.53,6.03,7.15
"2005/03/18",7.74,12.04,13.36,2.34,6.12,7.06
"2005/03/22",7.7,11.97,13.32,,,
"2005/03/23",7.64,12.28,13.53,2.27,5.97,7.48
"2005/03/28",7.9,12.59,13.92,2.06,6.19,7.88
"2005/03/29",7.73,12.58,13.64,2.37,6.37,7.51
"2005/03/30",7.74,12.37,13.57,2.35,6.16,7.32
"2005/03/31",7.72,12.26,13.41,2.74,6.16,7.42
"2005/04/01",7.73,12.19,13.55,2.74,6.13,7.27
"2005/04/04",7.76,12.17,13.56,2.95,6.35,7.28
"2005/04/05",7.82,12.14,13.59,2.47,6.28,7.38
"2005/04/06",7.72,12.15,13.34,2.37,6.31,7.38
"2005/04/07",7.72,12.08,13.43,2.4,6.34,7.35
"2005/04/08",7.72,12.13,13.72,2.29,6.23,7.39
"2005/04/11",7.65,12.06,13.64,2.44,6.38,7.34
"2005/04/12",7.64,12.09,13.68,2.47,6.35,7.36
"2005/04/13",7.59,11.98,13.45,2.66,6.3,7.31
"2005/04/14",7.59,11.97,13.64,2.61,6.36,7.31
"2005/04/15",7.63,11.87,13.78,2.79,6.18,8.01
"2005/04/18",7.63,11.91,13.85,2.7,6.36,7.37
"2005/04/19",7.61,11.83,13.82,2.65,6.34,7.33
"2005/04/20",7.56,11.78,13.85,2.61,6.27,7.24
"2005/04/21",7.55,11.81,13.65,2.69,6.14,7.19
"2005/04/22",7.52,11.76,13.82,2.73,6.13,7.25
"2005/04/25",7.46,11.74,13.94,2.55,6.2,7.2
"2005/04/26",7.46,11.61,13.61,2.59,6.09,7.19
"2005/04/27",7.35,11.49,13.65,2.4,5.98,7.14
"2005/04/28",7.37,11.44,13.61,2.28,5.94,7.09
"2005/04/29",7.42,11.43,13.64,2.25,5.93,7.15
"2005/05/02",7.46,11.43,13.53,2.4,5.94,7.1
"2005/05/03",7.43,11.34,13.47,2.26,5.85,7.03
"2005/05/04",7.4,11.3,13.37,2.18,5.8,6.95
"2005/05/05",7.45,11.31,13.4,2.25,5.8,6.97
"2005/05/06",7.46,11.32,13.46,2.15,5.81,6.96
"2005/05/10",7.49,11.31,13.46,2.27,5.84,7.08
"2005/05/11",7.51,11.35,13.5,2.43,5.98,7.17
"2005/05/12",7.52,11.32,13.45,2.14,5.89,7.07
"2005/05/13",7.51,11.32,13.44,2.13,5.9,7.08
"2005/05/16",7.49,11.27,13.41,2.32,5.84,7.02
"2005/05/17",7.48,11.21,13.34,2.27,5.81,7.01
"2005/05/18",7.48,11.15,13.25,2.32,5.85,7.06
"2005/05/19",7.47,11.09,13.18,2.39,5.81,7.05
"2005/05/20",7.46,11.05,13.18,2.34,5.82,7.01
"2005/05/23",7.46,11.01,13.21,2.4,5.85,7.09
"2005/05/24",7.42,11.02,13.27,2.37,5.97,7.18
"2005/05/25",7.37,10.98,13.31,2.25,5.91,7.13
"2005/05/26",7.39,10.98,13.31,2.3,5.88,7.2
"2005/05/27",7.32,10.97,13.44,2.53,5.86,7.22
"2005/05/31",7.32,10.91,13.32,2.28,5.93,7.18
"2005/06/01",7.19,10.85,13.28,2.34,5.8,7.11
"2005/06/02",7.06,10.78,13.4,2.24,5.75,7.04
"2005/06/03",7.04,10.56,13.33,2.31,5.66,6.98
"2005/06/07",7.07,10.56,13.4,2.41,5.72,6.96
"2005/06/08",7.15,10.66,13.6,2.54,5.76,7.01
"2005/06/09",7.21,10.67,13.48,2.55,5.83,7.07
"2005/06/10",7.14,10.51,13.34,2.22,5.79,6.95
"2005/06/13",7.07,10.53,13.47,2.49,5.68,6.89
"2005/06/14",7.04,10.31,13.12,2.46,5.6,6.83
"2005/06/15",7.06,10.33,13.08,2.26,5.61,6.86
"2005/06/16",7.05,10.38,13.15,2.5,5.57,6.81
"2005/06/17",7.06,10.29,12.94,2.47,5.53,6.76
"2005/06/20",7.06,10.26,12.88,2.39,5.45,6.7
"2005/06/21",7.07,10.15,12.64,2.36,5.37,6.6
"2005/06/22",7.06,10.11,12.54,2.51,5.35,6.54
"2005/06/23",7.04,10.07,12.58,2.49,5.35,6.51
"2005/06/24",7.04,10.02,12.53,2.52,5.29,6.51
"2005/06/27",7.05,9.99,12.46,2.59,5.27,6.4
"2005/06/28",7.08,10.01,12.48,2.56,5.32,6.42
"2005/06/29",7.07,10.03,12.5,2.69,5.38,6.48
"2005/06/30",7.07,9.89,12.37,2.57,5.27,6.37
"2005/07/01",7.07,9.88,12.3,2.61,5.28,6.2
"2005/07/05",7.1,9.92,12.37,2.58,5.24,6.28
"2005/07/06",7.12,9.89,12.17,2.43,5.2,6.21
"2005/07/07",7.12,9.69,11.81,2.32,5.12,6.02
"2005/07/08",7.07,9.59,11.55,2.24,5,5.88
"2005/07/11",7.01,9.38,11.27,2.27,4.7,5.53
"2005/07/12",6.98,9.18,11.05,2.35,4.35,5.07
"2005/07/13",7.05,9.32,11.13,2.24,4.59,5.31
"2005/07/14",7.04,9.37,11.12,2.4,4.66,5.31
"2005/07/15",7.14,9.65,11.26,2.13,5.04,5.45
"2005/07/18",7.18,9.6,11.19,2.59,4.78,5.99
"2005/07/19",7.2,9.7,11.27,2.65,4.74,6.32
"2005/07/21",7.29,9.73,11.53,3.19,4.82,6.66
"2005/07/22",7.18,9.77,11.74,2.26,5.09,5.82
"2005/07/25",7.12,9.73,11.49,2.82,4.89,5.59
"2005/07/26",7.17,9.71,11.53,2.5,4.76,5.69
"2005/07/27",7.11,9.62,11.48,2.46,4.67,5.53
"2005/07/28",7.12,9.56,11.37,2.6,4.52,5.4
"2005/07/29",7.11,9.51,11.33,2.58,4.43,5.32
"2005/08/01",7.17,9.6,11.31,2.42,4.55,5.43
"2005/08/02",7.17,9.46,11.18,2.6,4.64,5.38
"2005/08/03",7.17,9.32,11.04,2.8,4.61,5.41
"2005/08/04",7.05,9.34,11.28,2.82,4.64,5.56
"2005/08/05",7.06,9.4,11.35,1.74,4.76,5.67
"2005/08/08",7.08,9.49,11.59,2.66,4.94,5.83
"2005/08/09",7.09,9.49,11.59,2.88,4.86,5.8
"2005/08/10",7.08,9.4,10.92,2.75,4.77,5.56
"2005/08/11",7.11,9.4,10.9,2.82,4.87,5.74
"2005/08/12",7.1,9.45,10.93,2.78,4.82,5.64
"2005/08/16",7.1,9.59,10.86,2.86,4.84,5.68
"2005/08/17",7.11,9.6,11.71,2.8,4.87,5.82
"2005/08/18",7.14,9.52,11.57,2.91,4.96,5.81
"2005/08/19",7.1,9.61,11.14,2.93,4.94,5.79
"2005/08/22",7.1,9.58,11.18,2.92,4.91,5.77
"2005/08/23",7.09,9.54,11.12,2.94,4.73,5.71
"2005/08/24",7.12,9.56,11.06,2.91,4.72,5.67
"2005/08/25",7.12,9.53,11.03,2.92,4.65,5.58
"2005/08/26",7.11,9.5,10.99,2.95,4.62,5.59
"2005/08/29",7.09,9.42,10.91,2.94,4.56,5.49
"2005/08/30",7.1,9.39,10.87,2.95,4.56,5.46
"2005/08/31",7.13,9.34,10.82,2.95,4.51,5.38
"2005/09/01",7.18,9.36,10.69,2.77,4.68,5.27
"2005/09/02",7.11,9.24,10.67,3,4.45,5.38
"2005/09/05",7.08,9.17,10.53,2.94,4.41,5.26
"2005/09/06",7.03,9.06,10.5,2.96,4.41,5.28
"2005/09/07",7.01,8.95,10.38,3.01,4.38,5.16
"2005/09/08",7,8.95,10.34,2.83,4.39,5.12
"2005/09/09",7.07,9.01,10.42,2.93,4.43,5.22
"2005/09/12",7.05,9.03,10.43,3,4.42,5.26
"2005/09/13",6.96,8.87,10.23,2.9,4.37,5.1
"2005/09/14",6.69,8.77,10.17,3.29,4.27,5.1
"2005/09/15",6.5,8.83,10.29,3.58,4.21,5.2
"2005/09/16",6.37,8.92,10.31,3.86,4.11,5.17
"2005/09/19",6.26,8.51,9.88,3.82,3.9,4.9
"2005/09/20",6.32,8.56,9.99,3.24,4,4.79
"2005/09/21",6.21,8.39,9.83,2.24,3.89,4.57
"2005/09/22",6.14,8.33,9.78,1.93,3.87,4.53
"2005/09/23",6.06,8.23,9.74,1.73,3.78,4.51
"2005/09/26",5.87,8.1,9.69,1.71,3.61,4.47
"2005/09/27",5.85,8.03,9.58,1.52,3.58,4.32
"2005/09/28",5.87,7.99,9.45,1.6,3.44,4.26
"2005/09/29",5.89,7.8,9.14,1.6,3.27,3.98
"2005/09/30",5.85,7.64,8.92,1.68,3.14,3.9
"2005/10/03",6.06,7.63,8.9,1.54,2.85,3.5
"2005/10/04",5.95,7.53,8.61,1.35,2.55,3.24
"2005/10/05",6.04,7.7,8.81,1.43,2.83,3.51
"2005/10/06",6.2,8.02,9.21,1.54,3.53,3.9
"2005/10/07",6.22,8.26,9.49,1.54,3.38,3.96
"2005/10/10",6.29,8.36,9.44,2.77,3.39,3.97
"2005/10/11",6.41,8.66,9.71,1.52,3.73,4.2
"2005/10/12",6.51,8.71,9.69,1.4,3.63,4.15
"2005/10/13",6.49,8.68,9.65,1.37,3.43,4.16
"2005/10/14",6.38,8.61,9.63,1.42,3.32,4.09
"2005/10/18",6.35,8.48,9.39,1.21,3.28,3.89
"2005/10/19",6.33,8.22,9.11,1.1,3.04,3.65
"2005/10/20",6.26,8.05,8.94,1.03,2.91,3.57
"2005/10/21",6.25,8.32,9.19,1.09,3.11,3.86
"2005/10/24",6.25,8.22,9.16,1.01,2.96,3.71
"2005/10/25",6.24,8.26,9.24,1.04,3.05,3.82
"2005/10/26",6.37,8.4,9.48,1.04,3.06,3.84
"2005/10/27",6.33,8.52,9.55,1.06,3.1,3.95
"2005/10/28",6.32,8.64,9.7,1.07,3.11,3.89
"2005/10/31",6.27,8.67,9.67,1.27,3.03,5.21
"2005/11/01",6.27,8.63,9.61,0.98,3.03,3.92
"2005/11/02",6.16,8.66,9.72,0.87,2.93,3.99
"2005/11/03",6.21,8.65,10.02,0.78,2.87,4.06
"2005/11/04",6.29,8.7,10.08,0.81,2.9,4.08
"2005/11/08",6.41,8.77,9.68,0.81,2.8,3.95
"2005/11/09",6.33,8.68,9.75,0.85,2.94,4.04
"2005/11/10",6.33,8.67,9.78,0.87,3.01,4.14
"2005/11/11",6.3,8.67,9.74,0.91,3.03,4.08
"2005/11/15",6.25,8.71,9.84,0.98,2.75,4
"2005/11/16",6.26,8.63,9.7,0.82,2.94,4.11
"2005/11/17",6.21,8.59,9.63,0.82,2.88,4.01
"2005/11/18",6.19,8.57,9.61,0.87,2.91,3.95
"2005/11/21",6.07,8.49,9.52,0.79,2.83,3.95
"2005/11/22",5.85,8.42,9.43,0.74,2.75,3.91
"2005/11/23",5.69,8.25,9.25,0.69,2.64,3.81
"2005/11/24",5.66,8.16,9.24,0.63,2.58,3.84
"2005/11/25",5.58,8.2,9.19,0.59,2.53,3.84
"2005/11/28",5.53,8.09,9.14,0.53,2.44,3.77
"2005/11/29",5.58,8.31,9.41,0.67,2.63,3.83
"2005/11/30",5.6,8.4,9.5,0.74,2.78,3.99
"2005/12/01",5.59,8.27,9.39,0.85,2.79,3.75
"2005/12/02",5.62,8.33,9.43,0.69,2.7,3.95
"2005/12/05",5.74,8.44,9.63,0.66,2.71,4.03
"2005/12/06",5.86,8.36,9.62,0.68,2.71,4
"2005/12/07",5.93,8.28,9.47,0.58,2.51,3.81
"2005/12/09",5.93,8.33,9.56,,,
"2005/12/12",5.98,8.26,9.44,0.7,2.69,3.9
"2005/12/13",6.05,8.23,9.38,0.72,2.69,3.83
"2005/12/14",6.08,8.18,9.3,0.77,2.69,3.72
"2005/12/15",6.06,8.17,9.34,0.89,2.8,3.65
"2005/12/16",6.03,8.17,9.34,0.65,2.53,3.67
"2005/12/19",6.08,8.28,9.47,,,
"2005/12/20",6.11,8.28,9.45,,,
"2005/12/21",6.1,8.23,9.39,1.37,3.18,3.28
"2005/12/22",6.11,8.19,9.34,,,
"2005/12/23",6.12,8.17,9.3,,,
"2005/12/26",6.04,8.13,9.18,0.91,2.78,3.56
"2005/12/27",6.22,8.11,9.19,,,
"2005/12/28",6.14,8.14,9.46,0.69,2.57,3.66
"2005/12/29",6.11,8.01,9.23,,,
"2006/01/02",6.12,8.04,9.17,0.79,2.54,3.53
"2006/01/03",6.15,8.03,9.14,1,2.6,3.64
"2006/01/04",6.14,8.04,9.14,,,
"2006/01/05",6.14,8,9.09,,,
"2006/01/06",6.13,7.95,9.05,,,
"2006/01/10",6.15,7.9,8.95,,,
"2006/01/11",6.18,7.83,8.79,,,
"2006/01/12",6.18,7.76,8.7,0.85,2.75,3.66
"2006/01/13",6.16,7.67,8.58,0.95,2.79,3.5
"2006/01/16",6.16,7.66,8.51,0.82,2.69,3.59
"2006/01/17",6.17,7.65,8.54,0.92,2.73,3.45
"2006/01/18",6.17,7.64,8.49,1.07,2.75,3.33
"2006/01/19",6.17,7.66,8.52,0.68,2.53,3.61
"2006/01/20",6.15,7.56,8.45,0.83,2.64,3.47
"2006/01/23",6.15,7.54,8.41,0.85,2.62,3.37
"2006/01/24",6.12,7.48,8.33,0.76,2.52,3.4
"2006/01/25",6.1,7.51,8.38,0.72,2.51,3.48
"2006/01/26",6.09,7.57,8.45,0.76,2.52,3.39
"2006/01/27",6.09,7.44,8.32,0.87,2.48,3.27
"2006/01/30",6.08,7.49,8.37,0.79,2.38,3.28
"2006/01/31",6.09,7.5,8.39,,,
"2006/02/01",6.09,7.5,8.4,,,
"2006/02/02",6.07,7.4,8.31,,,
"2006/02/06",6.11,7.38,8.22,0.83,2.56,3.3
"2006/02/07",6.11,7.31,8.11,,,
"2006/02/08",6.1,7.32,8.03,0.59,2.27,3.28
"2006/02/09",6.08,7.24,7.93,0.56,2.22,3.25
"2006/02/10",6.1,7.21,7.84,0.57,2.18,3.14
"2006/02/13",6.09,7.15,7.83,0.88,2.21,3.18
"2006/02/14",6.1,7.11,7.77,0.59,2.21,3.18
"2006/02/15",6.09,7.12,7.77,0.56,2.19,3.21
"2006/02/16",6.06,7.09,7.72,0.55,2.15,3.14
"2006/02/17",6.04,7,7.67,,,
"2006/02/20",6.04,6.97,7.63,,,
"2006/02/21",6.03,6.95,7.64,0.57,2.23,3.27
"2006/02/22",6.02,6.93,7.62,0.62,2.31,3.3
"2006/02/23",6.02,6.8,7.38,,,
"2006/02/24",6.01,6.78,7.32,0.88,2.53,3.55
"2006/02/27",6.03,6.8,7.3,,,
"2006/02/28",6.04,6.8,7.26,0.66,2.36,3.31
"2006/03/01",6.06,6.82,7.2,0.79,2.45,3.19
"2006/03/02",6.06,6.89,7.32,,,
"2006/03/03",6.09,7.02,7.44,,,
"2006/03/06",6.17,7.14,7.62,,,
"2006/03/07",6.23,7.23,7.7,1.37,3.08,4.01
"2006/03/08",6.24,7.18,7.59,1.43,3.17,3.82
"2006/03/09",6.22,7.16,7.63,,,
"2006/03/10",6.23,7.29,7.86,0.89,3.02,4.11
"2006/03/13",6.24,7.37,7.85,,,
"2006/03/14",6.18,7.24,7.7,1.14,3.19,3.87
"2006/03/15",6.21,7.16,7.59,1.32,3.31,3.7
"2006/03/16",6.19,7.06,7.45,,,
"2006/03/17",6.22,7.07,7.42,1.28,3.26,3.67
"2006/03/21",6.22,7.13,7.5,1.15,3.21,3.89
"2006/03/22",6.17,7.24,7.62,,,
"2006/03/23",6.2,7.26,7.69,2.9,3.39,3.94
"2006/03/24",6.24,7.27,7.67,1.42,3.33,3.91
"2006/03/27",6.21,7.29,7.64,1.25,3.35,3.92
"2006/03/28",6.25,7.29,7.7,,,
"2006/03/29",6.25,7.33,7.71,1.38,3.45,3.82
"2006/03/30",6.24,7.36,7.81,1.65,3.35,3.94
"2006/03/31",6.24,7.33,7.82,,,
"2006/04/03",6.23,7.36,7.93,,,
"2006/04/04",6.26,7.38,7.91,1.23,3.41,4.11
"2006/04/05",6.23,7.44,7.96,1.52,3.51,4.03
"2006/04/06",6.29,7.5,8.14,,,
"2006/04/07",6.23,7.76,8.39,1.43,3.71,4.24
"2006/04/10",6.31,7.95,8.54,,,
"2006/04/11",6.29,7.94,8.51,,,
"2006/04/12",6.29,7.98,8.48,,,
"2006/04/17",6.38,8.38,9.01,3.45,3.17,4.96
"2006/04/18",6.37,8.36,8.93,,,
"2006/04/19",6.33,8.24,8.81,1.71,4.33,4.85
"2006/04/21",6.32,8.11,8.49,,,
"2006/04/24",6.3,8.03,8.44,1.72,4.12,4.39
"2006/04/25",6.38,8.34,8.85,1.65,4.27,4.86
"2006/04/26",6.44,8.52,9.14,,,
"2006/04/27",6.48,8.47,9.02,2.18,4.29,4.75
"2006/04/28",6.45,8.53,9.01,1.68,4.21,4.67
"2006/05/02",6.59,8.88,9.23,,,
"2006/05/03",6.79,8.93,9.15,1.83,4.44,4.8
"2006/05/04",6.95,9.01,9.16,,,
"2006/05/05",7.1,8.91,9.06,,,
"2006/05/08",7.07,8.69,8.84,1.51,4.15,4.96
"2006/05/09",7.07,8.83,8.91,2.31,4.33,4.68
"2006/05/10",7.09,8.61,8.73,1.36,3.87,4.74
"2006/05/11",7.1,8.81,8.9,,,
"2006/05/12",7.32,8.93,9.25,2.48,4.42,4.82
"2006/05/15",7.63,9.12,9.36,1.97,3.97,4.35
"2006/05/16",7.67,9,9.24,,,
"2006/05/17",7.79,9.22,9.35,2.48,4.62,5.07
"2006/05/18",8.03,9.34,9.51,2.04,4.76,5.02
"2006/05/19",8.17,9.32,9.46,4.07,4.6,5.21
"2006/05/22",8.34,9.56,9.73,3.46,5.07,5.16
"2006/05/23",8.29,9.51,9.7,4.19,4.88,5.34
"2006/05/24",8.44,9.87,10.11,,,
"2006/05/25",8.43,9.82,10.03,,,
"2006/05/26",8.07,9.4,9.69,2.51,5.04,5.33
"2006/05/30",8.26,9.57,9.81,3.72,5.1,5.56
"2006/05/31",8.17,9.81,9.97,3.57,5,5.81
"2006/06/01",8.07,9.72,9.75,,,
"2006/06/02",8,9.6,9.57,,,
"2006/06/05",7.77,9.56,9.52,2.18,5.14,5.4
"2006/06/06",8.03,9.79,9.83,,,
"2006/06/09",8.07,9.96,9.93,,,
"2006/06/12",8.21,10.02,10.11,,,
"2006/06/13",8.55,10.27,10.42,3.74,5.76,6.37
"2006/06/14",8.41,10.27,10.39,3.38,5.68,6.29
"2006/06/15",8.41,10.3,10.41,,,
"2006/06/16",8.37,10.36,10.39,,,
"2006/06/20",8.42,10.35,10.66,,,
"2006/06/21",8.32,10.4,10.43,,,
"2006/06/22",8.36,10.62,10.58,,,
"2006/06/23",8.36,10.84,10.94,2.52,6.21,6.8
"2006/06/27",8.53,11.39,11.41,,,
"2006/06/28",8.79,12.1,12.14,,,
"2006/06/29",8.81,11.85,11.82,5.33,6.66,7.33
"2006/06/30",8.34,10.93,10.91,4.37,6.46,6.46
"2006/07/04",8.44,10.73,10.59,,,
"2006/07/05",8.42,11.11,11.11,5.17,6.34,6.65
"2006/07/06",8.48,10.78,10.7,3.67,6.08,6.87
"2006/07/07",8.38,10.61,10.61,4.85,6.05,6.36
"2006/07/10",8.36,10.15,10.18,5.28,5.87,6.09
"2006/07/11",8.37,10.16,10.18,4.9,5.89,6.23
"2006/07/12",8.58,10.45,10.51,2.8,6.31,6.31
"2006/07/13",8.48,10.81,10.95,5.35,6.26,6.72
"2006/07/14",8.56,10.94,11.05,,,
"2006/07/17",8.43,10.95,11.15,2.61,6.36,6.88
"2006/07/18",8.47,10.84,10.99,,,
"2006/07/19",8.48,10.71,10.91,2.92,6.44,6.3
"2006/07/21",8.35,10.28,10.45,,,
"2006/07/24",8.4,10,10.08,3.96,6.16,6.18
"2006/07/25",8.22,10.08,10.17,4.03,6.22,6.26
"2006/07/26",8.07,10.08,10.26,3.04,6.12,6.18
"2006/07/27",8,9.95,10.05,3.93,5.55,5.96
"2006/07/31",7.91,9.71,9.73,5.24,5.39,5.59
"2006/08/01",7.9,9.69,9.92,2.51,5.55,5.45
"2006/08/02",7.97,9.84,9.93,,,
"2006/08/03",8.02,9.8,9.94,,,
"2006/08/04",7.84,9.59,9.64,,,
"2006/08/08",7.89,9.57,9.66,3.32,4.76,4.91
"2006/08/09",7.9,9.44,9.5,,,
"2006/08/10",7.87,9.41,9.53,,,
"2006/08/11",7.91,9.53,9.63,,,
"2006/08/14",8.01,9.67,9.84,3.41,4.91,5.12
"2006/08/15",8.09,9.55,9.59,,,
"2006/08/16",8.08,9.4,9.48,,,
