date,eurusd_close_log_d1,dxy_index_raw_log_d1,interest_rate_diff_log,eu_consumer_confidence_raw_d1,norm_range,pct_gap
2014-01-02,-0.005980617344689909,0.04076273277041906,-2.5426584902328933,0.0,0.959588561422928,0.4277581233919347
2014-01-03,-0.0060901974936716785,0.20147259008297022,-2.5426584902328933,0.0,0.02298971875059879,-0.32793586693358656
2014-01-04,0.0,0.0,-2.5426584902328933,0.0,0.02298971875059879,20.877446585956445
2014-01-05,0.0,0.0,-2.5426584902328933,0.0,0.02298971875059879,20.877446585956445
2014-01-06,0.002939665525497237,0.3449575780024885,-2.5426584902328933,0.0,-0.14001161698239412,0.18455094932908628
2014-01-07,-0.0008809926419608982,0.7671993879031687,-2.5426584902328933,0.0,-0.5258734150778622,-0.3271346326772656
2014-01-08,-0.0030159278441562742,1.0594914904487764,-2.5426584902328933,0.0,-0.15196446738910108,-0.3269101291501932
2014-01-09,0.002354673641302485,0.6633139549258473,-2.5426584902328933,0.0,-0.08493142063302983,-0.3261400804535426
2014-01-10,0.004473296059794352,-1.9328027626429234,-2.5426584902328933,0.0,0.38163776491736623,0.18348071066233293
2014-01-11,0.0,0.0,-2.5426584902328933,0.0,0.38163776491736623,-15.312255405763421
2014-01-12,0.0,0.0,-2.5426584902328933,0.0,0.38163776491736623,-15.312255405763421
2014-01-13,0.0002926329671917305,-0.6280827204320222,-2.5426584902328933,0.0,-0.7405772005495068,0.1800647941108396
2014-01-14,0.0005850091574520211,0.7815729324330889,-2.5426584902328933,0.0,-0.7060488258616294,-0.5818525927681392
2014-01-15,-0.005571453456014175,1.84512639622727,-2.5426584902328933,0.0,0.21482629837631181,-0.07435326647788572
2014-01-16,0.0011755199355273915,1.2418951854490015,-2.5426584902328933,0.0,-0.40304141821815664,-0.07151786628746075
2014-01-17,-0.005891467073846468,0.2005055137844085,-2.5426584902328933,0.0,0.29418764441931816,-0.3269850076181036
2014-01-18,0.0,0.0,-2.5426584902328933,0.0,0.29418764441931816,20.184405846913954
2014-01-19,0.0,0.0,-2.5426584902328933,0.0,0.29418764441931816,20.184405846913954
2014-01-20,0.0008121378127359802,0.0,-2.5426584902328933,0.0,-0.5207239958549543,0.4436416511666667
2014-01-21,0.0006639861544622816,0.5579613848082635,-2.5426584902328933,0.0,-0.6451321554610774,-0.06952172307687213
2014-01-22,-0.0009592326874602319,0.9969149645423874,-2.5426584902328933,0.0,-0.7326527941941328,-0.06986179076823741
2014-01-23,0.010866479906159188,-0.03774297427608143,-2.5426584902328933,0.0,1.375010630859878,-0.06937043683157726
