date,usdjpy_close_log_d1,usdjpy_close_log_d1_inv
2014-01-02,-0.004476411113209622,104.75999999999998
2014-01-03,0.0005725737345088078,104.81999999999995
2014-01-06,-0.005836499369683779,104.20999999999998
2014-01-07,0.003735457626486749,104.60000000000002
2014-01-08,0.0021964388336588314,104.83000000000003
2014-01-09,-9.539709046180178e-05,104.81999999999995
2014-01-10,-0.006700513247655415,104.11999999999996
2014-01-13,-0.01100928550836855,102.98000000000005
2014-01-14,0.011777334701270625,104.19999999999999
2014-01-15,0.003353296555376417,104.55000000000003
2014-01-16,-0.0020106282803959985,104.34000000000002
2014-01-17,-0.00047931746112528373,104.29
2014-01-20,-0.0012473016728620223,104.16000000000004
2014-01-21,0.0013431835464672304,104.3
2014-01-22,0.0020113985996852435,104.50999999999996
2014-01-23,-0.012129528765269626,103.25000000000003
2014-01-24,-0.009439081418156192,102.28000000000003
2014-01-27,0.002538815932568106,102.53999999999998
2014-01-28,0.003990467118244467,102.95000000000003
2014-01-29,-0.006529283050812573,102.28000000000003
2014-01-30,0.004097966511526607,102.70000000000002
2014-01-31,-0.006545229247299389,102.02999999999996
2014-02-03,-0.010443444670984015,100.96999999999997
2014-02-04,0.006613715435733525,101.63999999999996
2014-02-05,-0.002068253064058112,101.43000000000005
2014-02-06,0.006387914208574763,102.07999999999998
2014-02-07,0.0024460655021840694,102.32999999999996
2014-02-10,-0.0008798944694392574,102.23999999999997
2014-02-11,0.0038072970283984375,102.62999999999998
2014-02-12,-0.0010723861617520924,102.52000000000004
2014-02-13,-0.0036155802322399566,102.14999999999996
2014-02-14,-0.003726956059790787,101.76999999999998
2014-02-17,0.0014728266200130236,101.91999999999997
2014-02-18,0.004210120283445917,102.35000000000004
2014-02-19,-0.0003908922164503892,102.30999999999999
2014-02-20,-0.0004888302389955967,102.25999999999998
2014-02-21,0.0025393118440177886,102.52000000000004
2014-02-24,-0.00048782868424446235,102.46999999999997
2014-02-25,-0.0024427194714924383,102.22000000000003
2014-02-26,0.001270958767165098,102.35000000000004
2014-02-27,-0.002347648539852365,102.11
2014-02-28,-0.0030405594510245493,101.79999999999995
2014-03-03,-0.003641198728517203,101.43000000000005
2014-03-04,0.007562772381699112,102.19999999999999
2014-03-05,0.0009779951879771431,102.30000000000003
2014-03-06,0.0074016699424968024,103.05999999999996
2014-03-07,0.0018418889410645178,103.25000000000003
2014-03-10,0.0,103.25000000000003
2014-03-11,-0.0024242436115065047,103.00000000000001
2014-03-12,-0.0024301348532915767,102.75000000000003
2014-03-13,-0.008994097192770667,101.82999999999996
2014-03-14,-0.004823556135810314,101.33999999999996
2014-03-17,0.0041358995440488044,101.76
2014-03-18,-0.0033467892249392506,101.41999999999999
2014-03-19,0.008932574731790766,102.32999999999996
2014-03-20,0.0004884959307736025,102.38000000000001
2014-03-21,-0.001466204260514914,102.22999999999996
2014-03-24,0.0,102.22999999999996
2014-03-25,0.0002934128829306104,102.25999999999998
2014-03-26,-0.0022517019646395298,102.02999999999996
2014-03-27,0.001273324037070367,102.16
2014-03-28,0.006147860300546704,102.78999999999998
2014-03-31,0.0038838771027922547,103.18999999999997
2014-04-01,0.004351406566286187,103.63999999999997
2014-04-02,0.0020241946282126833,103.85000000000002
2014-04-03,0.0005775895424333655,103.90999999999995
2014-04-04,-0.006081393326168083,103.27999999999999
2014-04-07,-0.0018413534300938394,103.08999999999996
2014-04-08,-0.012690525644044826,101.78999999999998
2014-04-09,0.001766784911886532,101.97000000000004
2014-04-10,-0.00461985389429298,101.49999999999997
2014-04-11,0.000886306621612043,101.59000000000002
2014-04-14,0.0022614433707364157,101.82000000000002
2014-04-15,0.0008835223664123149,101.91000000000003
2014-04-16,0.0030372824995312797,102.22000000000003
