date,usdjpy_close_log_d1,japan_leading_lag1m_log_d1,norm_range,pct_gap
2014-01-02,-0.004476411113209622,-1.184185268112577e-05,0.3303749497671401,0.44638387615644826
2014-01-03,0.0005725737345088078,-1.184185268112577e-05,0.10824609998449022,2.819041232977068
2014-01-06,-0.005836499369683779,-1.184185268112577e-05,0.6522713725322349,3.6048708637894262
2014-01-07,0.003735457626486749,-1.184185268112577e-05,-0.4193732972418637,-0.3309483454472772
2014-01-08,0.0021964388336588314,-1.184185268112577e-05,-0.466379759345324,-1.1236479256340923
2014-01-09,-9.539709046180178e-05,-1.184185268112577e-05,-0.5988404482754774,0.452374649033642
2014-01-10,-0.006700513247655415,-1.184185268112577e-05,1.2326780556908046,1.240611469077667
2014-01-13,-0.01100928550836855,-1.184185268112577e-05,1.220201150071485,-2.7104174848209537
2014-01-14,0.011777334701270625,-1.184185268112577e-05,1.208195736367436,0.4806873482289742
2014-01-15,0.003353296555376417,-1.184185268112577e-05,-0.30799150511031076,0.461903384369925
2014-01-16,-0.0020106282803959985,-1.184185268112577e-05,0.072185295931101,0.4565954651111837
2014-01-17,-0.00047931746112528373,-1.184185268112577e-05,-1.0596094752171288,-0.33193599108214095
2014-01-20,-0.0012473016728620223,-1.184185268112577e-05,-0.6585492436003544,-2.707830939370174
2014-01-21,0.0013431835464672304,-1.184185268112577e-05,-0.060373364747966556,2.0486724757191586
2014-01-22,0.0020113985996852435,-1.184185268112577e-05,-0.32961932548777756,-1.1236479256340923
2014-01-23,-0.012129528765269626,-1.184185268112577e-05,2.5136372600980965,-0.33322382027431235
2014-01-24,-0.009439081418156192,-1.184185268112577e-05,1.9195677542005267,0.4764919920648772
2014-01-27,0.002538815932568106,-1.184185268112577e-05,0.9165186365175736,6.952928457942465
2014-01-28,0.003990467118244467,-1.184185268112577e-05,0.0511666328146575,-0.31803818064530165
2014-01-29,-0.006529283050812573,-1.184185268112577e-05,1.9422129475388639,0.4811548572937231
2014-01-30,0.004097966511526607,-1.184185268112577e-05,0.19075387430493104,1.2993249894391046
2014-01-31,-0.006545229247299389,-1.184185268112577e-05,0.5664048144268735,1.2894160447036542
2014-02-01,0.0,-1.184185268112577e-05,0.5664048144268735,55.55091472834832
2014-02-03,-0.010443444670984015,-1.184185268112577e-05,2.104210071439122,-1.1236479256340923
2014-02-04,0.006613715435733525,-1.184185268112577e-05,0.4156007401971418,1.3307610052729755
2014-02-05,-0.002068253064058112,-1.184185268112577e-05,0.5569982327643468,0.5018385610091446
2014-02-06,0.006387914208574763,-1.184185268112577e-05,0.474534664561127,1.3196298990092004
2014-02-07,0.0024460655021840694,-1.184185268112577e-05,0.9218957320072086,0.49483215373913064
2014-02-10,-0.0008798944694392574,-1.184185268112577e-05,-0.18584163160273298,-1.9309109301417438
2014-02-11,0.0038072970283984375,-1.184185268112577e-05,-0.23674537469086868,0.49229932106520335
2014-02-12,-0.0010723861617520924,-1.184185268112577e-05,-0.6192385019867326,-0.31874464928928087
2014-02-13,-0.0036155802322399566,-1.184185268112577e-05,0.33699794310272524,-0.31788101916444744
2014-02-14,-0.003726956059790787,-1.184185268112577e-05,0.23082421168417075,3.7284650406630764
2014-02-17,0.0014728266200130236,-1.184185268112577e-05,-0.31742718254856617,2.1231722866578857
2014-02-18,0.004210120283445917,-1.184185268112577e-05,0.46878856375005673,1.3078833710072597
2014-02-19,-0.0003908922164503892,-1.184185268112577e-05,-0.2774343303316667,-0.31654266670621733
2014-02-20,-0.0004888302389955967,-1.184185268112577e-05,0.04035773584761034,-0.3162271138742389
2014-02-21,0.0025393118440177886,0.0,-0.3933166940815559,1.2997988742259365
2014-02-24,-0.00048782868424446235,0.0,-0.48309013191000977,0.48788588730519744
2014-02-25,-0.0024427194714924383,0.0,-0.25352011617488807,3.713312545795332
2014-02-26,0.001270958767165098,0.0,-0.504288779774031,0.49261549152907136
2014-02-27,-0.002347648539852365,0.0,-0.025128974431161275,1.297667851148386
2014-02-28,-0.0030405594510245493,0.0,0.002734443823753565,0.49435664299208154
2014-03-01,0.0,0.0,0.002734443823753565,25.654725033996904
2014-03-03,-0.003641198728517203,0.0,-0.6075849192305466,-21.41029410717283
2014-03-04,0.007562772381699112,0.0,0.35866249612122025,0.505203957461822
2014-03-05,0.0009779951879771431,0.0,-0.6395471720306944,0.49293178573986657
2014-03-06,0.0074016699424968024,0.0,0.3639269080486382,-1.1236479256340923
2014-03-07,0.0018418889410645178,0.0,0.4049870400832228,-0.32210296880165884
2014-03-10,0.0,0.0,-0.33528378183689045,-22.725536814574163
2014-03-11,-0.0024242436115065047,0.0,-0.37693626630061283,0.4764919920648772
2014-03-12,-0.0024301348532915767,0.0,-0.4187914392532096,1.2823877030424766
2014-03-13,-0.008994097192770667,0.0,1.3442023823024043,-0.31968468231274927
2014-03-14,-0.004823556135810314,0.0,-0.126651379552377,0.49880563915446313
2014-03-17,0.0041358995440488044,0.0,-0.22420391939842102,-1.9387971584273427
2014-03-18,-0.0033467892249392506,0.0,-0.10505810967843839,-0.31186310594904326
2014-03-19,0.008932574731790766,0.0,1.487748945787137,0.5053645620647698
2014-03-20,0.0004884959307736025,0.01166455576493064,-0.8666094207811416,-1.9309109301417438
2014-03-21,-0.001466204260514914,0.0,-0.6614748082831854,1.2969583427160407
2014-03-24,0.0,0.0,-0.43491211879436575,-0.31559526740118016
2014-03-25,0.0002934128829306104,0.0,-0.7976782886177314,0.49245739083288015
2014-03-26,-0.0022517019646395298,0.0,-0.31892170337295234,-1.931463525587818
2014-03-27,0.001273324037070367,0.0,-0.07129408268842559,2.92453512107869
2014-03-28,0.006147860300546704,0.0,0.459489227557626,0.49356474569065295
2014-03-31,0.0038838771027922547,0.0,-0.1773696875797395,1.2873032345329394
2014-04-01,0.004351406566286187,0.0,-0.25104088784499085,1.2779575570065376
2014-04-02,0.0020241946282126833,0.0,-0.8784579429376294,0.47047062417697094
2014-04-03,0.0005775895424333655,0.0,-0.9680942995231082,1.2626945852343392
2014-04-04,-0.006081393326168083,0.0,0.42680046831758295,0.4663284626108888
2014-04-07,-0.0018413534300938394,0.0,-0.7375707741726668,0.4760271954195348
2014-04-08,-0.012690525644044826,0.0,1.9370093806640762,0.4789754762712194
2014-04-09,0.001766784911886532,0.0,-0.6815315053314669,-0.3121023587694632
2014-04-10,-0.00461985389429298,0.0,0.19033170770826863,0.49657808694233807
2014-04-11,0.000886306621612043,0.0,-0.44971819907310734,1.3179448798209479
2014-04-14,0.0022614433707364157,0.0,-0.31606572507716263,4.568354857696193
2014-04-15,0.0008835223664123149,0.0,-0.521837848938711,1.3102714394580959
2014-04-16,0.0030372824995312797,0.0,-0.36681254303091115,1.3081219669543351
2014-04-17,0.0015640276893034155,0.0,-0.3010325564902639,0.49261549152907136
2014-04-18,9.767055728815421e-05,0.0008916630104822687,-1.1833832832931808,0.4900895866000941
2014-04-21,0.002146342287391967,0.0,-0.9362027692709272,6.944251600806091
2014-04-22,-9.746113744846241e-05,0.0,-0.9361279680613432,-0.3185877633568484
2014-04-23,-0.0006824940546685809,0.0,-0.4612144273185672,0.4866293307259077
2014-04-24,-0.0022457657244192575,0.0,-0.413139510775184,0.48772871049600214
2014-04-25,-0.0014673516939502917,0.0,-0.4339184811547087,0.49135155141789794
2014-04-28,0.003225336324848449,0.0,-0.37020424058745083,1.3024085575150663
2014-04-29,0.0012677362856381436,0.0,-0.9587751342903396,1.2945963147414596
2014-04-30,-0.003612403244892981,0.0,-0.23114973752299023,1.2915325611964952
2014-05-01,0.0007821666413629913,0.0,-1.1151183232003965,-1.1236479256340923
2014-05-02,-0.0013691933679353951,0.0,0.3590661613543807,-0.3163060252112228
2014-05-05,-0.0004894523126441896,0.0,-0.7511681663700286,-1.932095990336265
