"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"27.03.2025","37.799,97","37.750,66","37.859,06","37.556,75","","-0,60%"
"26.03.2025","38.027,29","38.106,66","38.220,69","37.873,28","","0,65%"
"25.03.2025","37.780,54","37.953,15","38.115,65","37.686,26","","0,46%"
"24.03.2025","37.608,49","37.841,68","37.841,68","37.608,49","","-0,18%"
"21.03.2025","37.677,06","37.619,37","37.968,02","37.619,37","","-0,20%"
"19.03.2025","37.751,88","37.839,39","38.128,58","37.751,88","","-0,25%"
"18.03.2025","37.845,42","37.868,57","38.004,20","37.822,87","","1,20%"
"17.03.2025","37.396,52","37.453,83","37.563,27","37.377,55","","0,93%"
"14.03.2025","37.053,10","36.606,78","37.154,39","36.594,04","","0,72%"
"13.03.2025","36.790,03","37.081,64","37.326,27","36.776,94","","-0,08%"
"12.03.2025","36.819,09","36.763,10","36.956,33","36.658,86","","0,07%"
"11.03.2025","36.793,11","36.584,37","36.793,11","35.987,13","","-0,64%"
"10.03.2025","37.028,27","36.972,59","37.113,48","36.705,02","","0,38%"
"07.03.2025","36.887,17","37.198,30","37.221,65","36.813,62","","-2,17%"
"06.03.2025","37.704,93","37.654,95","37.874,38","37.580,88","","0,77%"
"05.03.2025","37.418,24","37.345,74","37.606,34","37.178,72","","0,23%"
"04.03.2025","37.331,18","37.532,01","37.587,49","36.816,16","","-1,20%"
"03.03.2025","37.785,47","37.617,50","37.827,62","37.372,26","","1,70%"
"28.02.2025","37.155,50","37.853,48","37.925,28","36.840,12","","-2,88%"
"27.02.2025","38.256,17","38.251,11","38.369,96","38.061,94","","0,30%"
"26.02.2025","38.142,37","38.143,68","38.175,24","37.742,76","","-0,25%"
"25.02.2025","38.237,79","38.359,67","38.485,95","38.131,79","","-1,39%"
"21.02.2025","38.776,94","38.523,07","38.808,81","38.456,53","","0,26%"
"20.02.2025","38.678,04","38.942,91","38.967,01","38.468,72","","-1,24%"
"19.02.2025","39.164,61","39.230,62","39.298,05","38.994,70","","-0,27%"
"18.02.2025","39.270,40","39.187,99","39.508,55","39.151,71","","0,25%"
"17.02.2025","39.174,25","39.094,09","39.238,75","39.021,23","","0,06%"
"14.02.2025","39.149,43","39.419,25","39.543,93","39.133,94","","-0,79%"
"13.02.2025","39.461,47","39.225,50","39.581,47","39.112,17","","1,28%"
"12.02.2025","38.963,70","39.049,12","39.102,65","38.794,24","","0,42%"
"10.02.2025","38.801,17","38.736,37","38.895,74","38.606,32","","0,04%"
"07.02.2025","38.787,02","38.907,76","39.007,94","38.753,20","","-0,72%"
"06.02.2025","39.066,53","38.977,58","39.190,13","38.851,51","","0,61%"
"05.02.2025","38.831,48","38.979,21","39.118,95","38.682,18","","0,09%"
"04.02.2025","38.798,37","39.078,66","39.192,51","38.590,96","","0,72%"
"03.02.2025","38.520,09","38.932,66","38.948,61","38.401,82","","-2,66%"
"31.01.2025","39.572,49","39.574,38","39.681,82","39.458,95","","0,15%"
"30.01.2025","39.513,97","39.302,85","39.600,93","39.221,36","","0,25%"
"29.01.2025","39.414,78","39.273,80","39.448,24","39.129,14","","1,02%"
"28.01.2025","39.016,87","39.400,02","39.448,55","38.886,05","","-1,39%"
"27.01.2025","39.565,80","40.127,74","40.255,68","39.520,79","","-0,92%"
"24.01.2025","39.931,98","40.060,49","40.279,79","39.806,69","","-0,07%"
"23.01.2025","39.958,87","39.810,06","40.036,07","39.677,22","","0,79%"
"22.01.2025","39.646,25","39.355,22","39.694,57","39.332,63","","1,58%"
"21.01.2025","39.027,98","39.163,53","39.238,21","38.643,84","","0,32%"
"20.01.2025","38.902,50","38.671,77","39.032,93","38.671,77","","1,17%"
"17.01.2025","38.451,46","38.454,10","38.503,94","38.055,68","","-0,31%"
"16.01.2025","38.572,60","38.732,65","38.932,54","38.426,20","","0,33%"
"15.01.2025","38.444,58","38.721,61","38.774,99","38.316,01","","-0,08%"
"14.01.2025","38.474,30","39.010,96","39.054,35","38.305,91","","-1,83%"
"10.01.2025","39.190,40","39.550,25","39.591,46","39.166,05","","-1,05%"
"09.01.2025","39.605,09","39.888,91","39.930,07","39.385,05","","-0,94%"
"08.01.2025","39.981,06","39.879,36","40.105,72","39.705,81","","-0,26%"
"07.01.2025","40.083,30","39.584,36","40.288,80","39.584,36","","1,97%"
"06.01.2025","39.307,05","39.945,42","39.993,50","39.232,78","","-1,47%"
"30.12.2024","39.894,54","40.325,78","40.325,78","39.864,46","","-0,96%"
"27.12.2024","40.281,16","39.672,15","40.398,23","39.669,39","","1,80%"
"26.12.2024","39.568,06","39.129,31","39.592,28","39.110,92","","1,12%"
"25.12.2024","39.130,43","39.168,52","39.180,59","38.927,16","","0,24%"
"24.12.2024","39.036,85","39.210,23","39.245,75","38.995,76","","-0,32%"
"23.12.2024","39.161,34","39.040,72","39.210,17","38.847,13","","1,19%"
"20.12.2024","38.701,90","38.950,28","39.039,68","38.701,90","","-0,29%"
"19.12.2024","38.813,58","38.522,27","38.913,07","38.355,52","","-0,69%"
"18.12.2024","39.081,71","39.176,88","39.382,69","39.081,71","","-0,72%"
"17.12.2024","39.364,68","39.589,65","39.796,22","39.364,68","","-0,24%"
"16.12.2024","39.457,49","39.551,22","39.632,17","39.371,42","","-0,03%"
"13.12.2024","39.470,44","39.624,05","39.734,99","39.247,41","","-0,95%"
"12.12.2024","39.849,14","39.849,97","40.091,55","39.827,59","","1,21%"
"11.12.2024","39.372,23","39.357,77","39.401,93","39.112,80","","0,01%"
"10.12.2024","39.367,58","39.375,49","39.465,14","39.171,69","","0,53%"
"09.12.2024","39.160,50","39.332,55","39.332,55","38.972,78","","0,18%"
"06.12.2024","39.091,17","39.371,56","39.468,47","38.940,44","","-0,77%"
"05.12.2024","39.395,60","39.610,43","39.632,30","39.323,04","","0,30%"
"04.12.2024","39.276,39","39.276,39","39.276,39","39.276,39","","0,07%"
"03.12.2024","39.248,86","38.748,65","39.427,37","38.746,05","","1,91%"
"02.12.2024","38.513,02","38.216,95","38.552,41","37.958,55","","0,80%"
"29.11.2024","38.208,03","38.205,08","38.270,06","37.986,97","","-0,37%"
"28.11.2024","38.349,06","37.935,94","38.478,32","37.801,62","","0,56%"
"27.11.2024","38.134,97","38.327,86","38.332,45","37.988,99","","-0,80%"
"26.11.2024","38.442,00","38.596,76","38.596,76","38.020,08","","-0,87%"
"25.11.2024","38.780,14","38.679,93","39.053,64","38.672,17","","1,30%"
"22.11.2024","38.283,85","38.146,98","38.420,63","38.085,13","","0,68%"
"21.11.2024","38.026,17","38.352,87","38.374,69","37.945,21","","-0,85%"
"20.11.2024","38.352,34","38.475,70","38.520,45","38.180,15","","-0,16%"
"19.11.2024","38.414,43","38.396,72","38.560,10","38.246,36","","0,51%"
"18.11.2024","38.220,85","38.259,59","38.548,30","38.150,39","","-1,09%"
"15.11.2024","38.642,91","38.749,56","39.101,64","38.642,91","","0,28%"
"14.11.2024","38.535,70","38.911,04","39.084,44","38.535,70","","-0,48%"
"13.11.2024","38.721,66","39.317,15","39.377,24","38.600,26","","-1,66%"
"12.11.2024","39.376,09","39.642,78","39.866,72","39.137,89","","-0,40%"
"11.11.2024","39.533,32","39.417,21","39.598,74","39.315,61","","0,08%"
"08.11.2024","39.500,37","39.783,45","39.818,41","39.377,87","","0,30%"
"07.11.2024","39.381,41","39.745,23","39.884,01","39.020,22","","-0,25%"
"06.11.2024","39.480,67","38.677,95","39.664,53","38.662,17","","2,61%"
"05.11.2024","38.474,90","38.274,22","38.620,19","38.159,73","","1,11%"
"01.11.2024","38.053,67","38.504,35","38.512,83","37.946,66","","-2,63%"
"31.10.2024","39.081,25","39.179,72","39.249,21","38.832,21","","-0,50%"
"30.10.2024","39.277,39","39.102,89","39.417,88","39.094,30","","0,96%"
"29.10.2024","38.903,68","38.524,30","38.903,68","38.416,85","","0,77%"
"28.10.2024","38.605,53","37.757,95","38.740,17","37.757,95","","1,82%"
"25.10.2024","37.913,92","37.954,78","38.028,14","37.713,00","","-0,60%"
"24.10.2024","38.143,29","37.804,52","38.320,39","37.712,19","","0,10%"
"23.10.2024","38.104,86","38.397,28","38.514,33","37.987,62","","-0,80%"
"22.10.2024","38.411,96","38.933,60","38.995,03","38.200,82","","-1,39%"
"21.10.2024","38.954,60","38.960,20","39.119,67","38.775,59","","-0,07%"
"18.10.2024","38.981,75","39.092,47","39.186,64","38.893,52","","0,18%"
"17.10.2024","38.911,19","39.263,82","39.299,74","38.911,19","","-0,69%"
"16.10.2024","39.180,30","39.362,63","39.362,63","39.062,85","","-1,83%"
"15.10.2024","39.910,55","40.047,15","40.257,34","39.910,55","","0,77%"
"11.10.2024","39.605,80","39.636,87","39.668,93","39.415,26","","0,57%"
"10.10.2024","39.380,89","39.575,80","39.616,59","39.282,19","","0,26%"
"09.10.2024","39.277,96","39.385,49","39.456,28","39.115,63","","0,87%"
"08.10.2024","38.937,54","39.021,13","39.117,09","38.817,54","","-1,00%"
"07.10.2024","39.332,74","39.239,92","39.560,78","39.195,93","","1,80%"
"04.10.2024","38.635,62","38.594,73","38.735,29","38.501,82","","0,22%"
"03.10.2024","38.552,06","38.459,13","38.856,75","38.457,62","","1,97%"
"02.10.2024","37.808,76","38.136,20","38.213,54","37.651,07","","-2,18%"
"01.10.2024","38.651,97","38.232,47","38.718,13","38.232,47","","1,93%"
"30.09.2024","37.919,55","39.117,83","39.126,36","37.797,91","","-4,80%"
"27.09.2024","39.829,56","39.108,27","39.829,56","38.917,98","","2,32%"
"26.09.2024","38.925,63","38.266,79","38.925,63","38.240,65","","2,79%"
"25.09.2024","37.870,26","37.947,35","38.109,24","37.868,84","","-0,19%"
"24.09.2024","37.940,59","38.171,36","38.427,15","37.902,99","","0,57%"
"20.09.2024","37.723,91","37.714,07","37.974,72","37.654,11","","1,53%"
"19.09.2024","37.155,33","36.958,93","37.394,52","36.958,93","","2,13%"
"18.09.2024","36.380,17","36.546,04","36.675,07","36.127,45","","0,49%"
"17.09.2024","36.203,22","36.601,93","36.663,18","35.828,54","","-1,03%"
"13.09.2024","36.581,76","36.882,41","36.887,40","36.441,34","","-0,68%"
"12.09.2024","36.833,27","36.185,62","36.902,21","36.172,26","","3,41%"
"11.09.2024","35.619,77","36.029,90","36.056,87","35.253,43","","-1,49%"
"10.09.2024","36.159,16","36.386,12","36.537,03","36.001,58","","-0,16%"
"09.09.2024","36.215,75","35.805,82","36.248,12","35.247,87","","-0,48%"
"06.09.2024","36.391,47","36.815,00","36.898,28","36.235,61","","-0,72%"
"05.09.2024","36.657,09","36.536,25","37.099,96","36.359,23","","-1,05%"
"04.09.2024","37.047,61","38.039,91","38.080,02","36.879,33","","-4,24%"
"03.09.2024","38.686,31","38.745,76","38.967,56","38.581,55","","-0,04%"
"02.09.2024","38.700,87","39.025,31","39.080,64","38.476,51","","0,14%"
"30.08.2024","38.647,75","38.388,04","38.669,79","38.316,87","","0,74%"
"29.08.2024","38.362,53","38.119,95","38.401,15","37.970,20","","-0,02%"
"28.08.2024","38.371,76","38.221,38","38.399,91","38.141,49","","0,22%"
"27.08.2024","38.288,62","38.066,31","38.365,64","37.911,32","","0,47%"
"26.08.2024","38.110,22","38.156,41","38.204,81","37.825,31","","-0,66%"
"23.08.2024","38.364,27","38.278,18","38.424,27","38.053,47","","0,40%"
"22.08.2024","38.211,01","38.033,78","38.408,19","37.883,86","","0,68%"
"21.08.2024","37.951,80","37.653,34","38.026,02","37.605,83","","-0,29%"
"20.08.2024","38.062,92","37.847,85","38.236,39","37.738,30","","1,80%"
"19.08.2024","37.388,62","37.863,76","38.125,27","37.318,04","","-1,77%"
"16.08.2024","38.062,67","37.304,93","38.143,55","37.304,93","","3,64%"
"15.08.2024","36.726,64","36.381,40","36.885,16","36.381,40","","0,78%"
"14.08.2024","36.442,43","36.535,60","36.683,89","36.074,71","","0,58%"
"13.08.2024","36.232,51","35.490,58","36.232,51","35.476,79","","3,45%"
"09.08.2024","35.025,00","35.272,34","35.671,31","34.445,57","","0,56%"
"08.08.2024","34.831,15","34.645,79","35.379,65","34.207,16","","-0,74%"
"07.08.2024","35.089,62","34.122,35","35.849,77","33.739,46","","1,19%"
"06.08.2024","34.675,46","32.077,33","34.911,80","32.077,33","","10,23%"
"05.08.2024","31.458,42","35.249,36","35.301,18","31.156,12","","-12,40%"
"02.08.2024","35.909,70","37.444,17","37.471,52","35.880,15","","-5,81%"
"01.08.2024","38.126,33","38.781,56","38.781,56","37.737,88","","-2,49%"
"31.07.2024","39.101,82","38.140,77","39.188,37","37.954,38","","1,49%"
"30.07.2024","38.525,95","38.241,35","38.531,16","38.076,70","","0,15%"
"29.07.2024","38.468,63","38.139,12","38.719,70","38.010,01","","2,13%"
"26.07.2024","37.667,41","37.792,87","38.105,96","37.611,19","","-0,53%"
"25.07.2024","37.869,51","38.524,20","38.557,79","37.825,58","","-3,28%"
"24.07.2024","39.154,85","39.336,74","39.643,27","39.096,50","","-1,11%"
"23.07.2024","39.594,39","39.864,09","39.927,89","39.519,91","","-0,01%"
"22.07.2024","39.599,00","39.947,95","39.973,20","39.519,39","","-1,16%"
"19.07.2024","40.063,79","39.965,91","40.212,90","39.824,58","","-0,16%"
"18.07.2024","40.126,35","40.521,71","40.587,63","40.104,22","","-2,36%"
"17.07.2024","41.097,69","41.416,18","41.466,45","41.054,72","","-0,43%"
"16.07.2024","41.275,08","41.366,79","41.520,07","41.220,65","","0,20%"
"12.07.2024","41.190,68","41.668,86","41.754,76","41.188,29","","-2,45%"
"11.07.2024","42.224,02","42.343,72","42.426,77","42.102,46","","0,94%"
"10.07.2024","41.831,99","41.444,33","41.889,16","41.430,38","","0,61%"
"09.07.2024","41.580,17","40.953,41","41.769,35","40.942,44","","1,96%"
"08.07.2024","40.780,70","40.863,14","41.112,24","40.780,70","","-0,32%"
"05.07.2024","40.912,37","41.009,36","41.100,13","40.746,89","","0,00%"
"04.07.2024","40.913,65","40.747,59","40.971,23","40.604,15","","0,82%"
"03.07.2024","40.580,76","40.225,83","40.694,21","40.172,85","","1,26%"
"02.07.2024","40.074,69","39.543,61","40.113,48","39.457,62","","1,12%"
"01.07.2024","39.631,06","39.839,82","39.942,69","39.537,10","","0,12%"
"28.06.2024","39.583,08","39.593,01","39.783,70","39.485,73","","0,61%"
"27.06.2024","39.341,54","39.434,47","39.439,24","39.193,51","","-0,82%"
"26.06.2024","39.667,07","39.364,73","39.788,63","39.233,56","","1,26%"
"25.06.2024","39.173,15","38.833,90","39.215,07","38.758,07","","0,95%"
"24.06.2024","38.804,65","38.497,42","38.905,47","38.416,07","","0,54%"
"21.06.2024","38.596,47","38.608,66","38.795,68","38.532,13","","-0,09%"
"20.06.2024","38.633,02","38.410,32","38.637,62","38.263,08","","0,16%"
"19.06.2024","38.570,76","38.653,91","38.797,97","38.453,41","","0,23%"
"18.06.2024","38.482,11","38.433,48","38.519,02","38.332,89","","1,00%"
"17.06.2024","38.102,44","38.440,98","38.442,70","37.950,20","","-1,83%"
"14.06.2024","38.814,56","38.587,57","39.025,70","38.554,75","","0,24%"
"13.06.2024","38.720,47","39.182,06","39.252,44","38.689,79","","-0,40%"
"12.06.2024","38.876,71","38.865,15","38.945,99","38.809,36","","-0,66%"
"11.06.2024","39.134,79","39.175,59","39.336,66","39.074,88","","0,25%"
"10.06.2024","39.038,16","38.689,78","39.081,54","38.689,78","","0,92%"
"07.06.2024","38.683,93","38.597,55","38.747,27","38.560,85","","-0,05%"
"06.06.2024","38.703,51","38.841,66","39.011,93","38.693,50","","0,55%"
"05.06.2024","38.490,17","38.654,09","38.656,41","38.343,98","","-0,89%"
"04.06.2024","38.837,46","38.702,54","38.895,06","38.591,79","","-0,22%"
"03.06.2024","38.923,03","38.734,95","39.032,50","38.734,95","","1,13%"
"31.05.2024","38.487,90","38.173,22","38.526,93","38.087,61","","1,14%"
"30.05.2024","38.054,13","38.112,77","38.138,03","37.617,00","","-1,30%"
"29.05.2024","38.556,87","38.880,50","39.141,99","38.524,24","","-0,77%"
"28.05.2024","38.855,37","38.879,15","38.981,97","38.756,13","","-0,11%"
"27.05.2024","38.900,02","38.766,21","38.900,02","38.667,93","","0,66%"
"24.05.2024","38.646,11","38.506,03","38.740,82","38.367,70","","-1,17%"
"23.05.2024","39.103,22","38.803,13","39.129,47","38.617,43","","1,26%"
"22.05.2024","38.617,10","38.823,91","38.854,99","38.592,94","","-0,85%"
"21.05.2024","38.946,93","39.232,16","39.346,15","38.942,28","","-0,31%"
"20.05.2024","39.069,68","38.761,71","39.437,16","38.703,70","","0,73%"
"17.05.2024","38.787,38","38.561,04","38.842,49","38.539,56","","-0,34%"
"16.05.2024","38.920,26","38.645,96","38.949,38","38.513,33","","1,39%"
"15.05.2024","38.385,73","38.533,09","38.816,60","38.335,61","","0,08%"
"14.05.2024","38.356,06","38.287,99","38.477,68","38.084,71","","0,46%"
"13.05.2024","38.179,46","38.211,61","38.273,40","37.969,58","","-0,13%"
"10.05.2024","38.229,11","38.361,79","38.741,88","38.126,91","","0,41%"
"09.05.2024","38.073,98","38.242,92","38.429,81","38.072,24","","-0,34%"
"08.05.2024","38.202,37","38.677,57","38.749,35","38.159,85","","-1,63%"
"07.05.2024","38.835,10","38.636,23","38.863,14","38.541,97","","1,57%"
"02.05.2024","38.236,07","38.004,01","38.355,60","37.958,19","","-0,10%"
"01.05.2024","38.274,05","38.107,38","38.433,34","38.036,24","","-0,34%"
"30.04.2024","38.405,66","38.312,66","38.608,17","38.182,11","","1,24%"
"26.04.2024","37.934,76","37.725,61","38.097,54","37.550,70","","0,81%"
"25.04.2024","37.628,48","38.065,91","38.129,53","37.604,23","","-2,16%"
"24.04.2024","38.460,08","37.871,92","38.460,08","37.857,47","","2,42%"
"23.04.2024","37.552,16","37.797,06","37.817,78","37.397,27","","0,30%"
"22.04.2024","37.438,61","37.240,93","37.511,80","37.052,63","","1,00%"
"19.04.2024","37.068,35","37.724,47","37.749,48","36.733,06","","-2,66%"
"18.04.2024","38.079,70","37.745,04","38.216,75","37.644,91","","0,31%"
"17.04.2024","37.961,80","38.587,47","38.587,61","37.961,80","","-1,32%"
"16.04.2024","38.471,20","38.750,67","38.764,82","38.322,32","","-1,94%"
"15.04.2024","39.232,80","39.056,93","39.232,80","38.820,95","","-0,74%"
"12.04.2024","39.523,55","39.722,02","39.774,82","39.457,73","","0,21%"
"11.04.2024","39.442,63","39.090,68","39.473,48","39.065,31","","-0,35%"
"10.04.2024","39.581,81","39.582,33","39.708,70","39.510,48","","-0,48%"
"09.04.2024","39.773,13","39.496,95","39.773,13","39.476,13","","1,08%"
"08.04.2024","39.347,04","39.391,98","39.617,36","39.197,00","","0,91%"
"05.04.2024","38.992,08","39.237,39","39.274,76","38.774,24","","-1,96%"
"04.04.2024","39.773,14","39.928,33","40.243,02","39.773,14","","0,81%"
"03.04.2024","39.451,85","39.503,72","39.625,90","39.217,04","","-0,97%"
"02.04.2024","39.838,91","39.892,59","40.151,05","39.707,87","","0,09%"
"01.04.2024","39.803,09","40.277,45","40.697,22","39.706,45","","-1,40%"
"29.03.2024","40.369,44","40.277,45","40.521,71","40.268,11","","0,50%"
"28.03.2024","40.168,07","40.324,42","40.482,02","40.054,06","","-1,46%"
"27.03.2024","40.762,73","40.517,17","40.979,36","40.452,21","","0,90%"
"26.03.2024","40.398,03","40.345,04","40.529,53","40.280,85","","-0,04%"
"25.03.2024","40.414,12","40.798,96","40.837,18","40.414,12","","-1,16%"
"22.03.2024","40.888,43","40.942,88","41.087,75","40.714,14","","0,18%"
"21.03.2024","40.815,66","40.511,55","40.823,32","40.452,19","","2,03%"
"19.03.2024","40.003,60","39.622,58","40.003,60","39.407,50","","0,66%"
"18.03.2024","39.740,44","38.960,99","39.769,11","38.935,47","","2,67%"
"15.03.2024","38.707,64","38.548,16","38.808,68","38.519,94","","-0,26%"
"14.03.2024","38.807,38","38.591,73","38.840,33","38.400,17","","0,29%"
"13.03.2024","38.695,97","39.059,95","39.147,80","38.452,57","","-0,26%"
"12.03.2024","38.797,51","38.470,39","38.841,80","38.271,38","","-0,06%"
"11.03.2024","38.820,49","39.232,14","39.241,28","38.496,66","","-2,19%"
"08.03.2024","39.688,94","39.809,56","39.989,33","39.551,60","","0,23%"
"07.03.2024","39.598,71","40.331,06","40.472,11","39.518,40","","-1,23%"
"06.03.2024","40.090,78","39.792,37","40.147,77","39.769,04","","-0,02%"
"05.03.2024","40.097,63","39.881,73","40.226,99","39.840,34","","-0,03%"
"04.03.2024","40.109,23","40.201,76","40.314,64","40.001,55","","0,50%"
"01.03.2024","39.910,82","39.254,69","39.990,23","39.224,64","","1,90%"
"29.02.2024","39.166,19","38.935,53","39.250,12","38.876,81","","-0,11%"
"28.02.2024","39.208,03","39.189,22","39.283,95","39.075,47","","-0,08%"
"27.02.2024","39.239,52","39.260,78","39.426,29","39.113,03","","0,01%"
"26.02.2024","39.233,71","39.320,64","39.388,08","39.181,03","","0,35%"
"22.02.2024","39.098,68","38.508,07","39.156,97","38.508,07","","2,19%"
"21.02.2024","38.262,16","38.191,97","38.339,70","38.095,15","","-0,26%"
"20.02.2024","38.363,61","38.510,37","38.742,33","38.288,04","","-0,28%"
"19.02.2024","38.470,38","38.473,41","38.555,84","38.281,70","","-0,04%"
"16.02.2024","38.487,24","38.517,37","38.865,06","38.361,55","","0,86%"
"15.02.2024","38.157,94","38.017,83","38.188,74","37.935,36","","1,21%"
"14.02.2024","37.703,32","37.712,87","37.825,85","37.594,47","","-0,69%"
"13.02.2024","37.963,97","37.248,36","38.010,69","37.184,10","","2,89%"
"09.02.2024","36.897,42","36.915,44","37.287,26","36.807,03","","0,09%"
"08.02.2024","36.863,28","36.258,84","36.956,97","36.206,20","","2,06%"
"07.02.2024","36.119,92","36.002,99","36.195,50","35.854,63","","-0,11%"
"06.02.2024","36.160,66","36.249,08","36.294,48","36.065,98","","-0,53%"
"05.02.2024","36.354,16","36.419,34","36.452,62","36.213,00","","0,54%"
"02.02.2024","36.158,02","36.249,99","36.441,09","36.083,61","","0,41%"
"01.02.2024","36.011,46","36.008,56","36.146,36","35.924,60","","-0,76%"
"31.01.2024","36.286,71","35.747,89","36.292,53","35.704,58","","0,61%"
"30.01.2024","36.065,86","36.196,64","36.249,03","36.039,31","","0,11%"
"29.01.2024","36.026,94","35.814,29","36.186,87","35.813,77","","0,77%"
"26.01.2024","35.751,07","36.003,00","36.060,40","35.687,58","","-1,34%"
"25.01.2024","36.236,47","36.236,47","36.236,47","36.236,47","","0,03%"
"24.01.2024","36.226,48","36.415,66","36.471,39","36.104,89","","-0,80%"
"23.01.2024","36.517,57","36.605,30","36.984,51","36.436,07","","-0,08%"
"22.01.2024","36.546,95","36.294,10","36.571,80","36.225,91","","1,62%"
"19.01.2024","35.963,27","35.913,72","36.076,23","35.790,07","","1,40%"
"18.01.2024","35.466,17","35.371,25","35.728,09","35.371,25","","-0,03%"
"17.01.2024","35.477,75","35.850,18","36.239,22","35.476,52","","-0,40%"
"16.01.2024","35.619,18","35.909,20","35.955,68","35.587,53","","-0,79%"
"15.01.2024","35.901,79","35.634,12","36.008,23","35.544,32","","0,91%"
"12.01.2024","35.577,11","35.601,65","35.839,65","35.362,24","","1,50%"
"11.01.2024","35.049,86","34.871,33","35.157,56","34.849,57","","1,77%"
"10.01.2024","34.441,72","33.896,33","34.539,02","33.885,74","","2,01%"
"09.01.2024","33.763,18","33.704,83","33.990,28","33.600,32","","1,16%"
"05.01.2024","33.377,42","33.397,52","33.568,04","33.257,43","","0,27%"
"04.01.2024","33.288,29","33.193,05","33.299,39","32.693,18","","-0,53%"
"29.12.2023","33.464,17","33.458,64","33.652,71","33.305,17","","-0,22%"
"28.12.2023","33.539,62","33.477,47","33.571,73","33.411,24","","-0,42%"
"27.12.2023","33.681,24","33.532,97","33.755,75","33.521,52","","1,13%"
"26.12.2023","33.305,85","33.295,68","33.312,26","33.181,36","","0,16%"
"25.12.2023","33.254,03","33.414,51","33.414,51","33.221,57","","0,26%"
"22.12.2023","33.169,05","33.257,95","33.375,19","33.151,70","","0,09%"
"21.12.2023","33.140,47","33.276,81","33.337,84","33.097,79","","-1,59%"
"20.12.2023","33.675,94","33.467,32","33.824,06","33.467,32","","1,37%"
"19.12.2023","33.219,39","32.774,21","33.219,39","32.654,43","","1,41%"
"18.12.2023","32.758,98","32.769,23","32.790,58","32.541,23","","-0,64%"
"15.12.2023","32.970,55","32.760,56","33.122,33","32.732,66","","0,87%"
"14.12.2023","32.686,25","33.032,30","33.120,55","32.515,04","","-0,73%"
"13.12.2023","32.926,35","32.973,47","33.104,47","32.864,38","","0,25%"
"12.12.2023","32.843,70","33.107,65","33.172,13","32.800,24","","0,16%"
"11.12.2023","32.791,80","32.665,09","32.933,08","32.650,10","","1,50%"
"08.12.2023","32.307,86","32.600,47","32.604,35","32.205,38","","-1,68%"
"07.12.2023","32.858,31","33.165,72","33.195,87","32.814,69","","-1,76%"
"06.12.2023","33.445,90","32.928,92","33.452,13","32.914,09","","2,04%"
"05.12.2023","32.775,82","33.022,38","33.089,82","32.726,68","","-1,37%"
"04.12.2023","33.231,27","33.318,07","33.324,38","33.023,04","","-0,60%"
"01.12.2023","33.431,51","33.537,44","33.551,57","33.397,42","","-0,17%"
"30.11.2023","33.486,89","33.260,14","33.486,89","33.161,07","","0,50%"
"29.11.2023","33.321,22","33.244,43","33.516,23","33.179,07","","-0,26%"
"28.11.2023","33.408,39","33.520,39","33.545,85","33.298,04","","-0,12%"
"27.11.2023","33.447,67","33.710,03","33.811,41","33.397,04","","-0,53%"
"24.11.2023","33.625,53","33.752,05","33.817,86","33.622,57","","0,52%"
"22.11.2023","33.451,83","33.182,99","33.593,50","33.182,99","","0,29%"
"21.11.2023","33.354,14","33.453,15","33.460,32","33.254,73","","-0,10%"
"20.11.2023","33.388,03","33.559,62","33.853,46","33.352,69","","-0,59%"
"17.11.2023","33.585,20","33.344,85","33.599,63","33.263,67","","0,48%"
"16.11.2023","33.424,41","33.399,59","33.614,13","33.233,84","","-0,28%"
"15.11.2023","33.519,70","33.112,31","33.556,52","33.096,93","","2,52%"
"14.11.2023","32.695,93","32.760,51","32.836,27","32.667,40","","0,34%"
"13.11.2023","32.585,11","32.818,15","32.913,31","32.499,28","","0,05%"
"10.11.2023","32.568,11","32.491,24","32.598,93","32.248,24","","-0,24%"
"09.11.2023","32.646,46","32.316,39","32.723,71","32.193,20","","1,49%"
"08.11.2023","32.166,48","32.457,23","32.512,17","32.049,34","","-0,33%"
"07.11.2023","32.271,82","32.551,77","32.591,11","32.250,93","","-1,34%"
"06.11.2023","32.708,48","32.450,82","32.766,54","32.395,50","","2,37%"
"02.11.2023","31.949,89","31.987,02","32.087,13","31.878,36","","1,10%"
"01.11.2023","31.601,65","31.311,22","31.601,65","31.301,51","","2,41%"
"31.10.2023","30.858,85","30.694,96","30.973,66","30.552,65","","0,53%"
"30.10.2023","30.696,96","30.663,48","30.762,50","30.538,29","","-0,95%"
"27.10.2023","30.991,69","30.713,79","31.081,48","30.687,33","","1,27%"
"26.10.2023","30.601,78","30.902,92","30.943,33","30.567,61","","-2,14%"
"25.10.2023","31.269,92","31.302,51","31.466,92","31.195,58","","0,67%"
"24.10.2023","31.062,35","31.157,01","31.210,26","30.551,67","","0,20%"
"23.10.2023","30.999,55","31.151,98","31.177,41","30.974,26","","-0,83%"
"20.10.2023","31.259,36","31.164,89","31.428,97","31.093,90","","-0,54%"
"19.10.2023","31.430,62","31.579,54","31.669,42","31.399,17","","-1,91%"
"18.10.2023","32.042,25","32.033,81","32.101,47","31.866,95","","0,01%"
"17.10.2023","32.040,29","32.063,79","32.260,77","31.901,39","","1,20%"
"16.10.2023","31.659,03","31.983,04","31.999,79","31.564,31","","-2,03%"
