date,forecast,lower_95,upper_95
2025-03-28,-1.6966678136071806e-06,-0.010667055171091067,0.010663661835463852
2025-03-31,1.596498564547424e-05,-0.010649393517631986,0.010681323488922933
2025-04-01,0.0007151277748072851,-0.009950230728470174,0.011380486278084745
2025-04-02,-0.00014737626854222866,-0.010812716886598003,0.010517964349513548
2025-04-03,-0.00014897721215928342,-0.010814317830210505,0.010516363405891939
2025-04-04,0.00013833418609520199,-0.01052796616504489,0.010804634537235295
2025-04-07,2.5672896027885807e-05,-0.010640627455112206,0.01069197324716798
2025-04-08,0.0007052186864900899,-0.009961081664650004,0.011371519037630182
2025-04-09,-4.69661705407387e-05,-0.010713249179240587,0.01061931683815911
2025-04-10,-0.00010327973383449291,-0.010769562742529923,0.010563003274860937
2025-04-11,0.00013619907465811778,-0.010530106044888923,0.01080250419420516
2025-04-14,2.5524875288819446e-05,-0.010640780244258222,0.010691829994835861
2025-04-15,0.0007053697746767755,-0.009960935344870267,0.011371674894223817
2025-04-16,-4.849716705084596e-05,-0.01071478493597588,0.01061779060187419
2025-04-17,-0.00010397650319562747,-0.010770264272116244,0.010562311265724988
2025-04-18,0.0001362316296324075,-0.010530073429683947,0.010802536688948762
2025-04-21,2.5527132225516497e-05,-0.010640777927090839,0.010691832191541871
2025-04-22,0.0007053674709693681,-0.009960937588346987,0.011371672530285723
2025-04-23,-4.8473823280043884e-05,-0.010714761532099177,0.01061781388553909
2025-04-24,-0.00010396587924961528,-0.010770253588064329,0.010562321829565098
2025-04-25,0.00013623113325253122,-0.010530073935013278,0.01080253620151834
