date,forecast,lower_95,upper_95
2025-03-28,0.0005000319374942341,-0.006247893716973982,0.00724795759196245
2025-03-31,0.0001425484871680915,-0.006663386146746331,0.006948483121082514
2025-04-01,0.0006842482111616815,-0.006121686422752741,0.0074901828450761035
2025-04-02,0.0013531391832784729,-0.005452795450635949,0.008159073817192896
2025-04-03,-0.0006557464313909322,-0.007461681065305354,0.00615018820252349
2025-04-04,0.00040946345171749196,-0.006614897604461071,0.007433824507896055
2025-04-07,0.0001425484871680915,-0.0068855245242683315,0.007170621498604515
2025-04-08,0.0006842482111616815,-0.006343824800274742,0.007712321222598104
2025-04-09,0.0013531391832784729,-0.00567493382815795,0.008381212194714896
2025-04-10,-0.0006557464313909322,-0.007683819442827355,0.006372326580045491
2025-04-11,0.00040946345171749196,-0.006830337116013861,0.0076492640194488455
2025-04-14,0.0001425484871680915,-0.007100853632488543,0.007385950606824726
2025-04-15,0.0006842482111616815,-0.006559153908494954,0.007927650330818317
2025-04-16,0.0013531391832784729,-0.005890262936378162,0.008596541302935107
2025-04-17,-0.0006557464313909322,-0.007899148551047567,0.006587655688265703
2025-04-18,0.00040946345171749196,-0.007039548313173769,0.007858475216608752
2025-04-21,0.0001425484871680915,-0.007309963725502977,0.00759506069983916
2025-04-22,0.0006842482111616815,-0.006768264001509388,0.00813676042383275
2025-04-23,0.0013531391832784729,-0.006099373029392596,0.008805651395949542
2025-04-24,-0.0006557464313909322,-0.008108258644062002,0.006796765781280137
2025-04-25,0.00040946345171749196,-0.007243042039064831,0.008061968942499815
