date,model,method,random_rmse,optuna_rmse,random_depth,random_iterations,random_learning_rate,optuna_learning_rate,optuna_depth,optuna_iterations,random_max_depth,random_n_estimators,random_subsample,optuna_max_depth,optuna_n_estimators,optuna_subsample,random_hidden_neurons,random_learning_rate_init,random_max_iter,optuna_hidden_neurons,optuna_learning_rate_init,optuna_max_iter,random_C,random_epsilon,optuna_C,optuna_epsilon,random_units,random_dropout_rate,random_sequence_length,optuna_units,optuna_dropout_rate,optuna_sequence_length,random_border_count,random_l2_leaf_reg,random_colsample_bytree,random_num_leaves,random_reg_alpha,random_reg_lambda,random_gamma,random_recurrent_dropout,random_alpha,random_beta_1,random_beta_2,random_hidden_layer_sizes,optuna_hidden_layer_size,optuna_d_model,optuna_nhead,optuna_num_encoder_layers,optuna_dim_feedforward,optuna_dropout,optuna_batch_size,optuna_epochs
2025-06-18 09:47:59,CatBoost,ThreeZones,0.0456316731995055,0.0427834943874828,9.0,2669.0,0.0125586388214716,0.0095771910350391,9.0,2475.0,,,,,,,,,,,,,,,,,,,,,,,52.0,2.403950683025824,,,,,,,,,,,,,,,,,,
2025-06-18 09:48:04,LightGBM,ThreeZones,0.0687348760419133,0.0530774357374182,,,0.141906442981413,0.0710901199606043,,,9.0,1269.0,0.8446612641953124,8.0,1243.0,0.7859577348585567,,,,,,,,,,,,,,,,,,,0.8404460046972835,222.0,0.9922115592912176,0.6174815096277165,,,,,,,,,,,,,,
2025-06-18 09:48:14,XGBoost,ThreeZones,0.0772525820526206,0.0474349417584241,,,0.1466667944204696,0.0861557666385834,,,8.0,2138.0,0.7836995567863468,9.0,2346.0,0.772551781867747,,,,,,,,,,,,,,,,,,,0.749816047538945,,0.4458327528535911,0.0999749158180028,0.4753571532049581,,,,,,,,,,,,,
2025-06-18 09:48:19,MLP,ThreeZones,0.2815176052438233,0.4377582309573675,,,,,,,,,,,,,,0.0060088165636702,421.0,,0.0042155932925748,297.0,,,,,,,,,,,,,,,,,,,0.0038454011884736,0.9831000028973882,0.9724674002393292,"(238,)",217.0,,,,,,,
2025-06-18 09:48:21,SVM,ThreeZones,0.058398156642631,0.0575973433731337,,,,,,,,,,,,,,,,,,,37.46026648354777,0.4754064388985481,19.356668907727684,0.2518321936574189,,,,,,,,,,,,,0.0741993941811405,,,,,,,,,,,,,
2025-06-18 09:49:36,LSTM,ThreeZones,0.0741604860888784,0.088231669164905,,,0.0060088165636702,0.0060762269989068,,,,,,,,,,,,,,,,,,,220.0,0.2229163764267955,27.0,249.0,0.3912008101346739,20.0,,,,,,,,0.0174250836504598,,,,,,,,,,,,
2025-06-18 10:06:36,CatBoost,ThreeZones,0.0458074815110786,0.0429420094409246,9.0,2669.0,0.0125586388214716,0.0078802864949645,9.0,2854.0,,,,,,,,,,,,,,,,,,,,,,,52.0,2.403950683025824,,,,,,,,,,,,,,,,,,
2025-06-18 10:07:11,LightGBM,ThreeZones,0.0688556531948681,0.0541161576089074,,,0.141906442981413,0.0791000888468815,,,9.0,1269.0,0.8446612641953124,8.0,1036.0,0.8747615967509379,,,,,,,,,,,,,,,,,,,0.8404460046972835,222.0,0.9922115592912176,0.6174815096277165,,,,,,,,,,,,,,
2025-06-18 10:08:34,XGBoost,ThreeZones,0.0750260135306124,0.0470250982201644,,,0.1466667944204696,0.0992298259744039,,,8.0,2138.0,0.7836995567863468,9.0,2343.0,0.6579910098132642,,,,,,,,,,,,,,,,,,,0.749816047538945,,0.4458327528535911,0.0999749158180028,0.4753571532049581,,,,,,,,,,,,,
2025-06-18 10:09:04,CatBoost,ThreeZones,0.0454206872684325,0.0430491529166511,9.0,2669.0,0.0125586388214716,0.0184037499631384,11.0,2884.0,,,,,,,,,,,,,,,,,,,,,,,52.0,2.403950683025824,,,,,,,,,,,,,,,,,,
2025-06-18 10:09:05,MLP,ThreeZones,0.244615784490274,0.3789208399719205,,,,,,,,,,,,,,0.0060088165636702,421.0,,0.006047353269427,384.0,,,,,,,,,,,,,,,,,,,0.0038454011884736,0.9831000028973882,0.9724674002393292,"(238,)",244.0,,,,,,,
2025-06-18 10:09:06,SVM,ThreeZones,0.0560528965980985,0.0549354844009931,,,,,,,,,,,,,,,,,,,37.46026648354777,0.4754064388985481,19.94856666187562,0.9036033533744088,,,,,,,,,,,,,0.0741993941811405,,,,,,,,,,,,,
2025-06-18 10:09:10,LightGBM,ThreeZones,0.0696930597280855,0.0511497745734707,,,0.141906442981413,0.0783279700369838,,,9.0,1269.0,0.8446612641953124,9.0,1198.0,0.993294230227084,,,,,,,,,,,,,,,,,,,0.8404460046972835,222.0,0.9922115592912176,0.6174815096277165,,,,,,,,,,,,,,
2025-06-18 10:09:20,XGBoost,ThreeZones,0.0673228605591467,0.0465130130638955,,,0.1466667944204696,0.0973603262810193,,,8.0,2138.0,0.7836995567863468,6.0,2376.0,0.6266841034158144,,,,,,,,,,,,,,,,,,,0.749816047538945,,0.4458327528535911,0.0999749158180028,0.4753571532049581,,,,,,,,,,,,,
2025-06-18 10:09:26,MLP,ThreeZones,0.2272061118970743,0.2842118334359399,,,,,,,,,,,,,,0.0060088165636702,421.0,,0.0084736130836687,370.0,,,,,,,,,,,,,,,,,,,0.0038454011884736,0.9831000028973882,0.9724674002393292,"(238,)",226.0,,,,,,,
2025-06-18 10:09:28,SVM,ThreeZones,0.0560528965980985,0.0549354844009931,,,,,,,,,,,,,,,,,,,37.46026648354777,0.4754064388985481,18.843741468226906,0.8139638063198308,,,,,,,,,,,,,0.0741993941811405,,,,,,,,,,,,,
2025-06-18 10:10:03,LSTM,ThreeZones,0.0655398802983891,0.0593727084500149,,,0.0060088165636702,0.0034143608153471,,,,,,,,,,,,,,,,,,,220.0,0.2229163764267955,27.0,206.0,0.271720598191292,21.0,,,,,,,,0.0174250836504598,,,,,,,,,,,,
2025-06-18 10:10:44,LSTM,ThreeZones,0.0550052020672512,0.0968802631510847,,,0.0060088165636702,0.006080058419823,,,,,,,,,,,,,,,,,,,220.0,0.2229163764267955,27.0,223.0,0.4107784942585601,22.0,,,,,,,,0.0174250836504598,,,,,,,,,,,,
2025-06-18 10:11:57,TTS,ThreeZones,0.0468543832045984,0.0433595001235614,,,,0.0048591280958201,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,128.0,8.0,2.0,128.0,0.1613220229120326,16.0,32.0
2025-06-18 10:14:15,TTS,ThreeZones,0.0594117576902734,0.0653978891424501,,,,0.0017126448510349,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,64.0,8.0,3.0,256.0,0.0046905571547692,16.0,45.0
2025-06-18 10:25:07,CatBoost,ThreeZones,0.0453719341184279,0.0435208874087364,9.0,2669.0,0.0125586388214716,0.0250890039899018,10.0,2966.0,,,,,,,,,,,,,,,,,,,,,,,52.0,2.403950683025824,,,,,,,,,,,,,,,,,,
2025-06-18 10:25:13,LightGBM,ThreeZones,0.0682015045792927,0.0544698298091052,,,0.141906442981413,0.0816333680026721,,,9.0,1269.0,0.8446612641953124,10.0,1092.0,0.6709230164624892,,,,,,,,,,,,,,,,,,,0.8404460046972835,222.0,0.9922115592912176,0.6174815096277165,,,,,,,,,,,,,,
2025-06-18 10:25:22,XGBoost,ThreeZones,0.0720225201893473,0.0476449823679597,,,0.1466667944204696,0.0776103212897623,,,8.0,2138.0,0.7836995567863468,9.0,1948.0,0.6056325131453612,,,,,,,,,,,,,,,,,,,0.749816047538945,,0.4458327528535911,0.0999749158180028,0.4753571532049581,,,,,,,,,,,,,
2025-06-18 10:25:26,MLP,ThreeZones,0.2297585522348715,0.3126766383841445,,,,,,,,,,,,,,0.0060088165636702,421.0,,0.0080388627294067,611.0,,,,,,,,,,,,,,,,,,,0.0038454011884736,0.9831000028973882,0.9724674002393292,"(238,)",222.0,,,,,,,
2025-06-18 10:25:27,SVM,ThreeZones,0.0560528965980985,0.0549354844009931,,,,,,,,,,,,,,,,,,,37.46026648354777,0.4754064388985481,19.00356065669966,0.5718687253199541,,,,,,,,,,,,,0.0741993941811405,,,,,,,,,,,,,
2025-06-18 10:26:21,LSTM,ThreeZones,0.1008161914398043,0.0823127734501159,,,0.0060088165636702,0.0039355387156367,,,,,,,,,,,,,,,,,,,220.0,0.2229163764267955,27.0,202.0,0.3727315954648712,22.0,,,,,,,,0.0174250836504598,,,,,,,,,,,,
2025-06-18 10:28:44,TTS,ThreeZones,0.0559947209630528,0.0665611193320504,,,,0.0008657574336538,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,64.0,8.0,3.0,128.0,0.0358612299779032,32.0,45.0
2025-06-18 12:33:55,CatBoost,ThreeZones,0.0457878568036199,0.0432042183544423,12.0,2778.0,0.1830769754332123,0.0976991672780769,10.0,2774.0,,,,,,,,,,,,,,,,,,,,,,,36.0,6.8596932295175,,,,,,,,,,,,,,,,,,
2025-06-18 12:34:21,LightGBM,ThreeZones,0.0674030068788182,0.0510407717993992,,,0.0523303839153159,0.0844031633086269,,,12.0,1380.0,0.8233173814428391,12.0,1298.0,0.7440993525176433,,,,,,,,,,,,,,,,,,,0.9509357413523924,32.0,0.9962536997579244,0.9654193512887936,,,,,,,,,,,,,,
2025-06-18 12:34:57,XGBoost,ThreeZones,0.0621441789785387,0.0425225487755454,,,0.1572500163172097,0.081265034205931,,,6.0,2399.0,0.6185801650879991,4.0,2633.0,0.5950684640687465,,,,,,,,,,,,,,,,,,,0.7465447373174767,,0.5142344384136116,0.5924145688620425,0.2280349921085179,,,,,,,,,,,,,
2025-06-18 12:36:00,MLP,ThreeZones,0.2115929152692131,0.2645994505885984,,,,,,,,,,,,,,0.0075799562715761,1359.0,,0.0095172102474785,1174.0,,,,,,,,,,,,,,,,,,,0.0057327557197638,0.9473722520996578,0.9137938139861818,"(192,)",169.0,,,,,,,
2025-06-18 12:36:03,SVM,ThreeZones,0.0463020734860978,0.0415987594156304,,,,,,,,,,,,,,,,,,,70.81017705382659,0.0112716626536054,22.993980609714622,0.0215798299690959,,,,,,,,,,,,,0.0979909852161994,,,,,,,,,,,,,
2025-06-18 12:50:04,LSTM,ThreeZones,0.0797255643778135,0.079125091890765,,,0.0002313231154826,0.0004338669901134,,,,,,,,,,,,,,,,,,,198.0,0.4711008778424264,18.0,193.0,0.4448179737772149,15.0,,,,,,,,0.2425192044349383,,,,,,,,,,,,
2025-06-18 13:10:35,TTS,ThreeZones,0.04695658798846412,0.043442322926225,,,,0.008014315695979048,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,128.0,4.0,3.0,128.0,0.22248809333611128,16.0,60.0
