date,Model,Valor_Real,Valor_Predicho,Zone
1970-01-01,LightGBM,0.04807547548552216,0.0,A
1970-01-01,LightGBM,0.03842725562048122,0.0,A
1970-01-01,LightGBM,0.03842725562048122,0.0,A
1970-01-01,LightGBM,0.0384672435105069,0.0,A
1970-01-01,LightGBM,0.03326607942522508,0.0,A
1970-01-01,LightGBM,0.01657619232260577,0.0,A
1970-01-01,LightGBM,0.02851155083341461,0.0,A
1970-01-01,LightGBM,0.02556997715230169,0.0,A
1970-01-01,LightGBM,0.04237496920423744,0.0,A
1970-01-01,LightGBM,0.05578863250424537,0.0,A
1970-01-01,LightGBM,0.04428062537106658,0.0,A
1970-01-01,LightGBM,0.05488721804511276,0.0,A
1970-01-01,LightGBM,0.04780285035629461,0.0,A
1970-01-01,LightGBM,0.02819512195121954,0.0,A
1970-01-01,LightGBM,0.02792064658339455,0.0,A
1970-01-01,LightGBM,0.01866666666666661,0.0,A
1970-01-01,LightGBM,0.007686694234979363,0.0,A
1970-01-01,LightGBM,0.01597693848634396,0.0,A
1970-01-01,LightGBM,-0.01179541719037025,0.0,A
1970-01-01,LightGBM,-0.01368141165095482,0.0,A
1970-01-01,LightGBM,-0.01082116351448403,0.0,A
1970-01-01,LightGBM,-0.02079160705770144,0.0,A
1970-01-01,LightGBM,-0.007534573199809325,0.0,A
1970-01-01,LightGBM,-0.01237918392610582,0.0,A
1970-01-01,LightGBM,-9.525170262414395e-05,0.0,A
1970-01-01,LightGBM,-0.003861924287212659,0.0,A
1970-01-01,LightGBM,-0.001042505804861982,0.0,A
1970-01-01,LightGBM,-0.002512205526852052,0.0,A
1970-01-01,LightGBM,-0.01134483573623257,0.0,A
1970-01-01,LightGBM,-0.02497752968446953,0.0,A
1970-01-01,LightGBM,-0.02582081773819112,0.0,A
1970-01-01,LightGBM,-0.02066999287241622,0.0,A
1970-01-01,LightGBM,-0.01473505242278284,0.0,A
1970-01-01,LightGBM,-0.01892968972388276,0.0,A
1970-01-01,LightGBM,-0.01848939718846809,0.0,A
1970-01-01,LightGBM,-0.01618277010947167,0.0,A
1970-01-01,LightGBM,-0.002075990923574689,0.0,A
1970-01-01,LightGBM,0.0005770895450609714,0.0,A
1970-01-01,LightGBM,0.01570296448488406,0.0,A
1970-01-01,LightGBM,0.02043917263013428,0.0,A
1970-01-01,LightGBM,0.01224647853235861,0.0,A
1970-01-01,LightGBM,0.02371676244277765,0.0,A
1970-01-01,LightGBM,0.005381510666923051,0.0,A
1970-01-01,LightGBM,0.01036494239020391,0.0,A
1970-01-01,LightGBM,0.003381757561323973,0.0,A
1970-01-01,LightGBM,0.007514478533479974,0.0,A
1970-01-01,LightGBM,-0.0127603054883545,0.0,A
1970-01-01,LightGBM,-0.00190077931952104,0.0,A
1970-01-01,LightGBM,0.002773129333014657,0.0,A
1970-01-01,LightGBM,0.02275483964873137,0.0,A
1970-01-01,LightGBM,0.02757513860519412,0.0,A
1970-01-01,LightGBM,0.02751091703056763,0.0,A
1970-01-01,LightGBM,0.01088102770587684,0.0,A
1970-01-01,LightGBM,0.02268001354030669,0.0,A
