"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"13.05.2022","1.792,67","1.748,24","1.804,38","1.748,24","","3,06%"
"12.05.2022","1.739,38","1.714,06","1.752,55","1.701,15","","1,24%"
"11.05.2022","1.718,14","1.763,02","1.791,85","1.715,77","","-2,48%"
"10.05.2022","1.761,79","1.771,46","1.794,64","1.727,38","","-0,02%"
"09.05.2022","1.762,08","1.833,48","1.833,48","1.754,21","","-4,21%"
"06.05.2022","1.839,56","1.867,73","1.867,73","1.821,10","","-1,69%"
"05.05.2022","1.871,15","1.935,64","1.935,64","1.849,45","","-4,04%"
"04.05.2022","1.949,92","1.904,09","1.952,75","1.875,36","","2,69%"
"03.05.2022","1.898,86","1.882,58","1.907,30","1.875,98","","0,85%"
"02.05.2022","1.882,91","1.863,66","1.888,84","1.839,25","","1,01%"
"29.04.2022","1.864,10","1.914,36","1.928,32","1.860,58","","-2,81%"
"28.04.2022","1.917,94","1.891,92","1.927,48","1.864,42","","1,80%"
"27.04.2022","1.884,04","1.891,11","1.909,11","1.879,65","","-0,34%"
"26.04.2022","1.890,47","1.940,08","1.940,08","1.890,47","","-3,26%"
"25.04.2022","1.954,20","1.933,24","1.954,40","1.908,82","","0,70%"
"22.04.2022","1.940,66","1.986,66","1.986,66","1.939,34","","-2,55%"
"21.04.2022","1.991,46","2.046,71","2.060,08","1.986,91","","-2,29%"
"20.04.2022","2.038,19","2.032,39","2.052,08","2.032,39","","0,37%"
"19.04.2022","2.030,77","1.990,21","2.035,79","1.990,21","","2,04%"
"18.04.2022","1.990,13","2.003,27","2.003,27","1.981,69","","-0,74%"
"14.04.2022","2.004,98","2.025,17","2.034,22","2.004,97","","-0,99%"
"13.04.2022","2.025,10","1.987,33","2.028,79","1.987,33","","1,92%"
"12.04.2022","1.986,94","1.983,13","2.027,55","1.980,96","","0,33%"
"11.04.2022","1.980,32","1.993,53","2.004,68","1.976,59","","-0,71%"
"08.04.2022","1.994,56","2.009,06","2.017,08","1.993,04","","-0,76%"
"07.04.2022","2.009,80","2.016,88","2.024,00","1.984,15","","-0,35%"
"06.04.2022","2.016,94","2.044,81","2.044,81","2.005,05","","-1,42%"
"05.04.2022","2.046,04","2.095,00","2.103,36","2.043,08","","-2,36%"
"04.04.2022","2.095,44","2.091,53","2.096,93","2.076,50","","0,21%"
"01.04.2022","2.091,11","2.071,22","2.091,73","2.068,05","","1,01%"
"31.03.2022","2.070,13","2.090,91","2.100,74","2.069,22","","-1,00%"
"30.03.2022","2.091,07","2.132,83","2.132,83","2.084,37","","-1,97%"
"29.03.2022","2.133,10","2.079,31","2.138,45","2.079,31","","2,65%"
"28.03.2022","2.078,06","2.078,30","2.078,30","2.049,54","","0,00%"
"25.03.2022","2.077,98","2.075,89","2.081,32","2.064,20","","0,12%"
"24.03.2022","2.075,44","2.054,10","2.075,49","2.047,27","","1,13%"
"23.03.2022","2.052,21","2.086,70","2.086,70","2.051,45","","-1,73%"
"22.03.2022","2.088,34","2.066,92","2.097,61","2.066,92","","1,08%"
"21.03.2022","2.065,94","2.085,82","2.093,38","2.054,78","","-0,97%"
"18.03.2022","2.086,14","2.064,69","2.087,55","2.059,69","","1,02%"
"17.03.2022","2.065,02","2.029,88","2.065,02","2.019,21","","1,69%"
"16.03.2022","2.030,72","1.970,11","2.031,80","1.970,11","","3,14%"
"15.03.2022","1.968,97","1.942,08","1.969,85","1.942,08","","1,40%"
"14.03.2022","1.941,72","1.979,79","1.983,43","1.932,71","","-1,92%"
"11.03.2022","1.979,67","2.012,44","2.027,39","1.979,07","","-1,59%"
"10.03.2022","2.011,67","2.013,62","2.013,62","1.982,11","","-0,23%"
"09.03.2022","2.016,29","1.964,45","2.022,55","1.964,45","","2,71%"
"08.03.2022","1.963,01","1.951,59","2.004,48","1.951,59","","0,60%"
"07.03.2022","1.951,33","2.001,03","2.007,46","1.951,21","","-2,48%"
"04.03.2022","2.000,90","2.031,16","2.031,16","1.985,51","","-1,55%"
"03.03.2022","2.032,41","2.059,15","2.067,28","2.019,97","","-1,29%"
"02.03.2022","2.058,87","2.009,01","2.065,71","2.009,01","","2,51%"
"01.03.2022","2.008,51","2.047,24","2.050,65","1.995,42","","-1,93%"
"28.02.2022","2.048,09","2.040,31","2.059,44","2.020,51","","0,35%"
"25.02.2022","2.040,93","1.995,84","2.040,93","1.988,01","","2,25%"
"24.02.2022","1.996,01","1.942,30","1.996,84","1.894,45","","2,67%"
"23.02.2022","1.944,09","1.980,99","2.001,55","1.942,27","","-1,82%"
"22.02.2022","1.980,17","2.008,68","2.016,43","1.970,63","","0,01%"
"21.02.2022","1.979,95","2.002,80","2.004,90","1.977,75","","-1,46%"
"18.02.2022","2.009,33","2.028,00","2.038,13","2.004,73","","-0,92%"
"17.02.2022","2.028,09","2.078,50","2.078,50","2.025,12","","-2,46%"
"16.02.2022","2.079,31","2.075,63","2.084,98","2.060,31","","0,14%"
"15.02.2022","2.076,46","2.022,22","2.078,33","2.022,22","","2,76%"
"14.02.2022","2.020,79","2.030,18","2.048,26","2.011,37","","-0,46%"
"11.02.2022","2.030,15","2.051,26","2.074,06","2.016,41","","-1,02%"
"10.02.2022","2.051,16","2.082,51","2.105,21","2.039,62","","-1,55%"
"09.02.2022","2.083,50","2.046,76","2.083,50","2.046,76","","1,86%"
"08.02.2022","2.045,37","2.012,46","2.047,82","2.011,37","","1,63%"
"07.02.2022","2.012,60","2.002,38","2.027,91","2.000,40","","0,51%"
"04.02.2022","2.002,36","1.990,92","2.016,38","1.968,61","","0,57%"
"03.02.2022","1.991,03","2.027,73","2.027,73","1.988,41","","-1,90%"
"02.02.2022","2.029,52","2.051,64","2.054,72","2.013,59","","-1,03%"
"01.02.2022","2.050,74","2.028,78","2.052,85","2.003,38","","1,10%"
"31.01.2022","2.028,45","1.968,09","2.028,45","1.960,11","","3,05%"
"28.01.2022","1.968,51","1.931,14","1.968,51","1.901,36","","1,93%"
"27.01.2022","1.931,29","1.978,08","2.007,23","1.925,45","","-2,29%"
"26.01.2022","1.976,46","2.006,04","2.048,35","1.958,34","","-1,38%"
"25.01.2022","2.004,03","2.030,82","2.030,84","1.966,10","","-1,45%"
"24.01.2022","2.033,51","1.986,45","2.038,66","1.931,44","","2,29%"
"21.01.2022","1.987,92","2.022,55","2.043,51","1.987,91","","-1,78%"
"20.01.2022","2.024,04","2.063,86","2.104,59","2.022,20","","-1,88%"
"19.01.2022","2.062,78","2.097,56","2.109,23","2.062,18","","-1,60%"
"18.01.2022","2.096,23","2.160,35","2.160,35","2.094,93","","-3,02%"
"17.01.2022","2.161,55","2.159,30","2.164,50","2.157,80","","-0,04%"
"14.01.2022","2.162,46","2.157,99","2.162,46","2.126,12","","0,14%"
"13.01.2022","2.159,44","2.177,06","2.196,74","2.154,46","","-0,76%"
"12.01.2022","2.176,06","2.194,94","2.210,28","2.169,42","","-0,82%"
"11.01.2022","2.194,00","2.171,17","2.196,65","2.154,81","","1,05%"
"10.01.2022","2.171,15","2.179,07","2.179,07","2.133,13","","-0,40%"
"07.01.2022","2.179,81","2.206,14","2.220,13","2.179,81","","-1,20%"
"06.01.2022","2.206,37","2.194,48","2.220,59","2.179,29","","0,56%"
"05.01.2022","2.194,00","2.268,92","2.275,32","2.193,72","","-3,30%"
"04.01.2022","2.268,87","2.273,18","2.288,30","2.255,71","","-0,16%"
"03.01.2022","2.272,56","2.246,71","2.284,14","2.246,71","","1,21%"
"31.12.2021","2.245,31","2.245,93","2.258,11","2.244,85","","-0,15%"
"30.12.2021","2.248,79","2.249,35","2.271,82","2.247,47","","-0,02%"
"29.12.2021","2.249,24","2.246,35","2.252,79","2.236,65","","0,12%"
"28.12.2021","2.246,51","2.261,04","2.274,54","2.245,57","","-0,66%"
"27.12.2021","2.261,46","2.242,48","2.261,89","2.230,33","","0,89%"
"23.12.2021","2.241,58","2.222,25","2.247,63","2.222,25","","0,89%"
"22.12.2021","2.221,90","2.202,43","2.222,51","2.195,42","","0,86%"
"21.12.2021","2.202,95","2.141,41","2.203,02","2.141,41","","2,95%"
"20.12.2021","2.139,87","2.170,97","2.170,97","2.107,68","","-1,57%"
"17.12.2021","2.173,93","2.152,51","2.186,36","2.124,74","","1,00%"
"16.12.2021","2.152,46","2.196,82","2.216,09","2.144,70","","-1,95%"
"15.12.2021","2.195,21","2.159,88","2.199,86","2.130,91","","1,65%"
"14.12.2021","2.159,65","2.178,92","2.189,71","2.153,21","","-0,96%"
"13.12.2021","2.180,50","2.211,59","2.211,59","2.169,01","","-1,42%"
"10.12.2021","2.211,81","2.221,43","2.240,38","2.200,10","","-0,38%"
"09.12.2021","2.220,21","2.270,27","2.270,27","2.220,18","","-2,27%"
"08.12.2021","2.271,71","2.254,31","2.276,75","2.248,24","","0,80%"
"07.12.2021","2.253,79","2.206,77","2.271,71","2.206,77","","2,28%"
"06.12.2021","2.203,48","2.160,16","2.218,27","2.154,62","","2,05%"
"03.12.2021","2.159,31","2.207,06","2.216,18","2.143,12","","-2,13%"
"02.12.2021","2.206,33","2.147,62","2.211,66","2.147,62","","2,74%"
"01.12.2021","2.147,42","2.203,12","2.253,37","2.147,40","","-2,34%"
"30.11.2021","2.198,91","2.241,05","2.241,05","2.175,68","","-1,92%"
"29.11.2021","2.241,98","2.248,90","2.281,28","2.232,09","","-0,18%"
"26.11.2021","2.245,94","2.328,98","2.328,98","2.215,24","","-3,80%"
"25.11.2021","2.334,65","2.334,70","2.337,90","2.332,85","","0,14%"
"24.11.2021","2.331,46","2.326,70","2.334,37","2.303,94","","0,15%"
"23.11.2021","2.327,86","2.331,25","2.342,63","2.303,38","","-0,15%"
"22.11.2021","2.331,35","2.343,67","2.369,63","2.331,35","","-0,50%"
"19.11.2021","2.343,16","2.362,44","2.362,44","2.341,57","","-0,86%"
"18.11.2021","2.363,59","2.377,60","2.385,99","2.348,52","","-0,56%"
"17.11.2021","2.377,01","2.404,21","2.404,21","2.369,11","","-1,16%"
"16.11.2021","2.405,02","2.400,10","2.408,34","2.386,51","","0,17%"
"15.11.2021","2.400,93","2.412,04","2.421,07","2.392,89","","-0,45%"
"12.11.2021","2.411,78","2.409,46","2.417,20","2.405,83","","0,11%"
"11.11.2021","2.409,14","2.390,50","2.418,83","2.390,50","","0,82%"
"10.11.2021","2.389,58","2.426,44","2.428,97","2.380,76","","-1,55%"
"09.11.2021","2.427,29","2.442,22","2.442,22","2.414,43","","-0,63%"
"08.11.2021","2.442,74","2.438,36","2.458,85","2.438,06","","0,23%"
"05.11.2021","2.437,08","2.403,13","2.449,14","2.403,13","","1,44%"
"04.11.2021","2.402,43","2.404,68","2.423,83","2.395,50","","-0,08%"
"03.11.2021","2.404,28","2.361,82","2.413,39","2.355,18","","1,80%"
"02.11.2021","2.361,86","2.358,25","2.363,55","2.345,40","","0,16%"
"01.11.2021","2.358,12","2.298,08","2.358,64","2.298,08","","2,65%"
"29.10.2021","2.297,19","2.296,74","2.302,35","2.287,86","","-0,03%"
"28.10.2021","2.297,98","2.253,90","2.298,76","2.253,90","","2,02%"
"27.10.2021","2.252,49","2.295,45","2.295,45","2.252,49","","-1,90%"
"26.10.2021","2.296,08","2.313,35","2.321,47","2.296,07","","-0,72%"
"25.10.2021","2.312,64","2.291,80","2.314,84","2.291,80","","0,93%"
"22.10.2021","2.291,27","2.295,67","2.299,73","2.277,04","","-0,21%"
"21.10.2021","2.296,18","2.290,41","2.304,00","2.284,97","","0,28%"
"20.10.2021","2.289,77","2.276,02","2.294,92","2.271,84","","0,61%"
"19.10.2021","2.275,91","2.269,25","2.284,67","2.265,70","","0,36%"
"18.10.2021","2.267,84","2.265,06","2.272,35","2.255,41","","0,10%"
"15.10.2021","2.265,65","2.276,74","2.306,27","2.265,65","","-0,37%"
"14.10.2021","2.274,18","2.243,95","2.275,51","2.243,95","","1,44%"
"13.10.2021","2.241,97","2.235,02","2.241,97","2.220,24","","0,34%"
"12.10.2021","2.234,27","2.221,55","2.241,40","2.221,55","","0,61%"
"11.10.2021","2.220,64","2.233,00","2.251,65","2.220,64","","-0,56%"
"08.10.2021","2.233,09","2.250,32","2.256,56","2.233,09","","-0,76%"
"07.10.2021","2.250,09","2.217,58","2.265,22","2.217,58","","1,59%"
"06.10.2021","2.214,96","2.226,05","2.226,05","2.188,69","","-0,60%"
"05.10.2021","2.228,36","2.218,47","2.245,03","2.218,47","","0,49%"
"04.10.2021","2.217,47","2.240,85","2.240,85","2.210,61","","-1,08%"
"01.10.2021","2.241,63","2.205,91","2.252,04","2.197,15","","1,69%"
"30.09.2021","2.204,37","2.226,74","2.239,54","2.204,37","","-0,94%"
"29.09.2021","2.225,31","2.230,61","2.239,75","2.221,72","","-0,20%"
"28.09.2021","2.229,78","2.279,51","2.279,51","2.227,58","","-2,25%"
"27.09.2021","2.281,00","2.247,96","2.293,35","2.247,96","","1,46%"
"24.09.2021","2.248,07","2.257,95","2.259,93","2.239,17","","-0,49%"
"23.09.2021","2.259,04","2.220,06","2.265,81","2.220,06","","1,82%"
"22.09.2021","2.218,56","2.188,10","2.234,17","2.188,10","","1,48%"
"21.09.2021","2.186,18","2.183,72","2.201,71","2.172,83","","0,18%"
"20.09.2021","2.182,20","2.233,10","2.233,10","2.155,34","","-2,44%"
"17.09.2021","2.236,87","2.233,55","2.240,73","2.220,39","","0,18%"
"16.09.2021","2.232,91","2.234,31","2.242,84","2.217,35","","-0,07%"
"15.09.2021","2.234,45","2.210,46","2.236,96","2.207,42","","1,11%"
"14.09.2021","2.209,98","2.241,78","2.249,94","2.204,14","","-1,37%"
"13.09.2021","2.240,78","2.228,49","2.244,72","2.217,12","","0,59%"
"10.09.2021","2.227,55","2.250,63","2.264,11","2.227,54","","-0,96%"
"09.09.2021","2.249,13","2.249,53","2.273,18","2.244,13","","-0,03%"
"08.09.2021","2.249,73","2.275,00","2.275,00","2.241,43","","-1,14%"
"07.09.2021","2.275,61","2.292,17","2.300,59","2.275,57","","-0,86%"
"06.09.2021","2.295,40","2.296,90","2.300,55","2.293,00","","0,15%"
"03.09.2021","2.292,05","2.303,75","2.303,75","2.286,70","","-0,52%"
"02.09.2021","2.304,02","2.288,03","2.309,97","2.288,03","","0,74%"
"01.09.2021","2.287,06","2.274,21","2.293,05","2.264,59","","0,58%"
"31.08.2021","2.273,77","2.266,28","2.277,19","2.260,43","","0,34%"
"30.08.2021","2.265,99","2.278,45","2.286,36","2.264,30","","-0,49%"
"27.08.2021","2.277,15","2.213,79","2.281,84","2.213,79","","2,85%"
"26.08.2021","2.213,98","2.239,20","2.244,44","2.212,21","","-1,13%"
"25.08.2021","2.239,27","2.230,73","2.252,14","2.226,64","","0,37%"
"24.08.2021","2.230,91","2.208,80","2.232,00","2.208,80","","1,02%"
"23.08.2021","2.208,30","2.169,11","2.211,12","2.169,11","","1,88%"
"20.08.2021","2.167,60","2.131,80","2.169,65","2.127,32","","1,65%"
"19.08.2021","2.132,42","2.157,04","2.157,04","2.122,24","","-1,22%"
"18.08.2021","2.158,78","2.177,13","2.192,16","2.157,97","","-0,84%"
"17.08.2021","2.177,17","2.201,65","2.201,65","2.152,49","","-1,19%"
"16.08.2021","2.203,41","2.222,03","2.222,03","2.192,28","","-0,89%"
"13.08.2021","2.223,11","2.244,20","2.244,20","2.221,31","","-0,93%"
"12.08.2021","2.244,07","2.250,19","2.250,63","2.232,71","","-0,28%"
"11.08.2021","2.250,34","2.240,11","2.250,37","2.221,68","","0,49%"
"10.08.2021","2.239,36","2.236,09","2.245,03","2.230,03","","0,20%"
"09.08.2021","2.234,81","2.247,43","2.247,43","2.231,48","","-0,58%"
"06.08.2021","2.247,76","2.237,09","2.258,32","2.235,58","","0,53%"
"05.08.2021","2.236,01","2.198,16","2.236,19","2.198,16","","1,81%"
"04.08.2021","2.196,32","2.220,67","2.223,10","2.195,37","","-1,23%"
"03.08.2021","2.223,58","2.216,25","2.223,60","2.189,76","","0,36%"
"02.08.2021","2.215,50","2.228,03","2.256,44","2.212,45","","-0,48%"
"30.07.2021","2.226,25","2.238,90","2.251,37","2.219,95","","-0,62%"
"29.07.2021","2.240,03","2.193,16","2.256,97","2.190,66","","0,68%"
"28.07.2021","2.224,96","2.193,16","2.237,04","2.190,66","","1,51%"
"27.07.2021","2.191,83","2.215,64","2.215,64","2.171,37","","-1,13%"
"26.07.2021","2.216,92","2.210,11","2.232,22","2.207,54","","0,33%"
"23.07.2021","2.209,65","2.201,03","2.212,31","2.186,51","","0,46%"
"22.07.2021","2.199,48","2.233,78","2.233,78","2.192,98","","-1,55%"
"21.07.2021","2.234,04","2.195,75","2.236,94","2.195,75","","1,81%"
"20.07.2021","2.194,30","2.131,79","2.206,63","2.131,79","","2,99%"
"19.07.2021","2.130,68","2.159,71","2.159,71","2.107,07","","-1,51%"
"16.07.2021","2.163,24","2.191,87","2.210,50","2.160,53","","-1,24%"
"15.07.2021","2.190,29","2.201,27","2.202,75","2.166,33","","-0,55%"
"14.07.2021","2.202,36","2.240,25","2.254,81","2.201,23","","-1,63%"
"13.07.2021","2.238,86","2.280,49","2.280,49","2.238,37","","-1,88%"
"12.07.2021","2.281,82","2.279,63","2.283,46","2.262,26","","0,08%"
"09.07.2021","2.280,00","2.234,83","2.280,01","2.234,83","","2,17%"
"08.07.2021","2.231,68","2.249,94","2.252,72","2.192,98","","-0,94%"
"07.07.2021","2.252,85","2.274,53","2.278,10","2.235,50","","-0,95%"
"06.07.2021","2.274,50","2.305,96","2.306,91","2.256,97","","-1,42%"
"05.07.2021","2.307,20","2.307,60","2.309,95","2.305,70","","0,06%"
"02.07.2021","2.305,76","2.328,53","2.332,95","2.302,94","","-1,01%"
"01.07.2021","2.329,36","2.312,57","2.332,28","2.312,57","","0,81%"
"30.06.2021","2.310,55","2.307,95","2.317,30","2.295,43","","0,07%"
"29.06.2021","2.308,84","2.323,07","2.332,28","2.305,92","","-0,58%"
"28.06.2021","2.322,34","2.335,34","2.342,19","2.307,22","","-0,52%"
"25.06.2021","2.334,40","2.336,86","2.350,22","2.334,40","","0,03%"
"24.06.2021","2.333,62","2.305,41","2.333,66","2.305,41","","1,31%"
"23.06.2021","2.303,47","2.296,40","2.314,30","2.296,40","","0,33%"
"22.06.2021","2.295,95","2.285,46","2.298,36","2.266,16","","0,43%"
"21.06.2021","2.286,09","2.238,62","2.289,76","2.238,62","","2,16%"
"18.06.2021","2.237,75","2.284,96","2.284,96","2.229,58","","-2,17%"
"17.06.2021","2.287,46","2.314,20","2.316,60","2.264,12","","-1,18%"
"16.06.2021","2.314,69","2.319,09","2.321,91","2.296,21","","-0,23%"
"15.06.2021","2.320,07","2.326,76","2.327,87","2.301,78","","-0,26%"
"14.06.2021","2.326,15","2.337,45","2.348,64","2.320,17","","-0,41%"
"11.06.2021","2.335,81","2.312,60","2.335,81","2.312,60","","1,06%"
"10.06.2021","2.311,41","2.327,98","2.337,76","2.305,71","","-0,68%"
"09.06.2021","2.327,13","2.344,82","2.350,70","2.325,56","","-0,71%"
"08.06.2021","2.343,76","2.319,57","2.348,35","2.316,17","","1,06%"
"07.06.2021","2.319,18","2.286,93","2.321,64","2.286,93","","1,43%"
"04.06.2021","2.286,41","2.281,07","2.293,68","2.277,44","","0,31%"
"03.06.2021","2.279,25","2.296,57","2.296,57","2.257,00","","-0,81%"
"02.06.2021","2.297,83","2.295,66","2.302,22","2.285,05","","0,13%"
"01.06.2021","2.294,74","2.270,38","2.298,72","2.270,38","","1,62%"
"31.05.2021","2.258,25","2.267,50","2.267,70","2.256,55","","-0,47%"
"28.05.2021","2.268,97","2.273,82","2.285,07","2.264,92","","-0,18%"
"27.05.2021","2.273,07","2.250,73","2.277,62","2.250,73","","1,06%"
"26.05.2021","2.249,27","2.207,35","2.250,61","2.207,35","","1,97%"
"25.05.2021","2.205,75","2.229,24","2.247,81","2.205,73","","-0,97%"
"24.05.2021","2.227,34","2.223,05","2.237,13","2.218,15","","0,54%"
"21.05.2021","2.215,27","2.210,21","2.236,83","2.210,21","","0,34%"
"20.05.2021","2.207,76","2.194,69","2.210,92","2.184,41","","0,64%"
"19.05.2021","2.193,64","2.205,77","2.205,77","2.159,14","","-0,78%"
"18.05.2021","2.210,88","2.227,92","2.244,43","2.210,43","","-0,73%"
"17.05.2021","2.227,12","2.222,86","2.227,46","2.197,10","","0,11%"
"14.05.2021","2.224,63","2.171,14","2.226,39","2.171,14","","2,47%"
"13.05.2021","2.170,95","2.135,23","2.185,24","2.133,97","","1,68%"
"12.05.2021","2.135,14","2.205,02","2.205,02","2.132,25","","-3,26%"
"11.05.2021","2.206,99","2.206,48","2.215,69","2.157,14","","-0,26%"
"10.05.2021","2.212,70","2.271,09","2.271,24","2.212,59","","-2,59%"
"07.05.2021","2.271,63","2.242,10","2.271,81","2.240,56","","1,35%"
"06.05.2021","2.241,42","2.240,21","2.242,03","2.205,59","","0,00%"
"05.05.2021","2.241,37","2.250,13","2.260,00","2.232,86","","-0,31%"
"04.05.2021","2.248,29","2.275,10","2.275,10","2.225,70","","-1,28%"
"03.05.2021","2.277,45","2.268,62","2.288,57","2.267,78","","0,49%"
"30.04.2021","2.266,45","2.292,49","2.292,49","2.259,30","","-1,26%"
"29.04.2021","2.295,46","2.307,07","2.322,91","2.278,42","","-0,38%"
"28.04.2021","2.304,16","2.301,10","2.309,82","2.291,28","","0,13%"
"27.04.2021","2.301,27","2.298,83","2.309,80","2.294,41","","0,14%"
"26.04.2021","2.298,01","2.275,34","2.302,38","2.275,34","","1,15%"
"23.04.2021","2.271,86","2.233,72","2.281,22","2.233,72","","1,76%"
"22.04.2021","2.232,61","2.240,87","2.268,53","2.227,49","","-0,31%"
"21.04.2021","2.239,63","2.187,48","2.240,46","2.175,43","","2,35%"
"20.04.2021","2.188,21","2.231,13","2.231,13","2.171,68","","-1,96%"
"19.04.2021","2.232,00","2.261,11","2.261,11","2.219,05","","-1,36%"
"16.04.2021","2.262,67","2.258,29","2.273,15","2.251,73","","0,25%"
"15.04.2021","2.257,07","2.249,42","2.264,16","2.240,75","","0,42%"
"14.04.2021","2.247,72","2.230,16","2.272,85","2.230,16","","0,84%"
"13.04.2021","2.228,92","2.233,99","2.237,38","2.208,20","","-0,22%"
"12.04.2021","2.233,78","2.244,33","2.244,33","2.222,21","","-0,43%"
"09.04.2021","2.243,47","2.241,97","2.245,99","2.231,03","","0,04%"
"08.04.2021","2.242,60","2.225,19","2.243,00","2.213,84","","0,88%"
"07.04.2021","2.223,05","2.259,15","2.259,15","2.217,78","","-1,60%"
"06.04.2021","2.259,15","2.264,74","2.280,37","2.257,55","","-0,25%"
"05.04.2021","2.264,89","2.280,80","2.280,83","2.253,94","","0,49%"
"01.04.2021","2.253,90","2.225,29","2.253,90","2.225,29","","1,50%"
"31.03.2021","2.220,52","2.200,03","2.237,68","2.200,03","","1,13%"
"30.03.2021","2.195,80","2.158,59","2.202,62","2.151,55","","1,72%"
"29.03.2021","2.158,68","2.219,31","2.223,19","2.158,44","","-2,83%"
"26.03.2021","2.221,48","2.190,88","2.222,19","2.177,90","","1,76%"
"25.03.2021","2.183,12","2.133,15","2.190,89","2.100,27","","2,29%"
"24.03.2021","2.134,27","2.192,95","2.221,98","2.134,12","","-2,35%"
"23.03.2021","2.185,69","2.264,14","2.264,14","2.175,78","","-3,58%"
"22.03.2021","2.266,84","2.287,93","2.294,04","2.258,70","","-0,91%"
"19.03.2021","2.287,55","2.267,65","2.298,04","2.247,57","","0,88%"
"18.03.2021","2.267,59","2.335,83","2.340,55","2.262,07","","-2,94%"
"17.03.2021","2.336,39","2.315,14","2.339,28","2.289,84","","0,73%"
"16.03.2021","2.319,52","2.360,13","2.360,13","2.304,97","","-1,72%"
"15.03.2021","2.360,17","2.352,79","2.360,17","2.337,13","","0,31%"
"12.03.2021","2.352,79","2.337,23","2.354,20","2.325,65","","0,61%"
"11.03.2021","2.338,54","2.287,94","2.338,55","2.287,94","","2,31%"
"10.03.2021","2.285,68","2.246,96","2.299,46","2.246,96","","1,81%"
"09.03.2021","2.245,06","2.204,80","2.261,64","2.204,80","","1,91%"
"08.03.2021","2.202,98","2.192,65","2.233,34","2.192,48","","0,49%"
"05.03.2021","2.192,21","2.149,43","2.193,27","2.085,12","","2,11%"
"04.03.2021","2.146,92","2.207,74","2.217,05","2.110,14","","-2,76%"
"03.03.2021","2.207,79","2.232,50","2.252,56","2.207,62","","-1,06%"
"02.03.2021","2.231,51","2.275,12","2.275,12","2.231,11","","-1,93%"
"01.03.2021","2.275,32","2.203,03","2.279,54","2.203,03","","3,37%"
"26.02.2021","2.201,05","2.201,30","2.232,29","2.165,86","","0,04%"
"25.02.2021","2.200,17","2.283,85","2.289,07","2.196,52","","-3,69%"
"24.02.2021","2.284,38","2.232,41","2.286,49","2.232,41","","2,38%"
"23.02.2021","2.231,31","2.248,42","2.248,42","2.169,08","","-0,88%"
"22.02.2021","2.251,07","2.265,87","2.276,33","2.247,70","","-0,69%"
"19.02.2021","2.266,69","2.218,82","2.275,87","2.218,82","","2,18%"
"18.02.2021","2.218,39","2.253,02","2.253,02","2.208,49","","-1,67%"
"17.02.2021","2.256,11","2.271,96","2.271,96","2.226,98","","-0,74%"
"16.02.2021","2.272,89","2.290,57","2.310,09","2.266,27","","-1,46%"
"15.02.2021","2.306,60","2.307,85","2.311,75","2.306,00","","0,75%"
"12.02.2021","2.289,36","2.284,66","2.293,73","2.264,38","","0,18%"
"11.02.2021","2.285,32","2.283,27","2.303,63","2.255,57","","0,13%"
"10.02.2021","2.282,44","2.300,68","2.318,09","2.266,66","","-0,72%"
"09.02.2021","2.299,00","2.289,65","2.309,43","2.281,93","","0,40%"
"08.02.2021","2.289,76","2.234,35","2.289,76","2.234,35","","2,53%"
"05.02.2021","2.233,33","2.202,94","2.233,33","2.202,94","","1,40%"
"04.02.2021","2.202,42","2.160,77","2.202,42","2.160,77","","1,98%"
"03.02.2021","2.159,70","2.151,46","2.163,36","2.135,78","","0,38%"
"02.02.2021","2.151,44","2.127,31","2.154,54","2.126,45","","1,19%"
"01.02.2021","2.126,16","2.075,01","2.130,69","2.075,01","","2,53%"
"29.01.2021","2.073,64","2.106,78","2.124,62","2.066,59","","-1,56%"
"28.01.2021","2.106,61","2.111,29","2.138,20","2.094,78","","-0,10%"
"27.01.2021","2.108,70","2.146,66","2.146,66","2.088,01","","-1,91%"
"26.01.2021","2.149,86","2.165,46","2.183,01","2.146,34","","-0,62%"
"25.01.2021","2.163,27","2.168,72","2.194,86","2.135,22","","-0,25%"
"22.01.2021","2.168,76","2.140,48","2.168,80","2.118,77","","1,28%"
"21.01.2021","2.141,42","2.161,30","2.167,03","2.138,03","","-0,89%"
"20.01.2021","2.160,62","2.152,30","2.173,73","2.149,99","","0,44%"
"19.01.2021","2.151,14","2.125,51","2.152,35","2.125,51","","0,92%"
"18.01.2021","2.131,45","2.123,50","2.134,25","2.121,00","","0,39%"
"15.01.2021","2.123,20","2.154,69","2.154,69","2.102,53","","-1,49%"
"14.01.2021","2.155,35","2.113,62","2.164,32","2.113,62","","2,05%"
"13.01.2021","2.111,97","2.128,17","2.131,42","2.109,72","","-0,75%"
"12.01.2021","2.127,96","2.091,79","2.128,39","2.091,79","","1,77%"
"11.01.2021","2.091,01","2.088,80","2.095,40","2.061,64","","-0,03%"
"08.01.2021","2.091,66","2.098,45","2.113,88","2.064,61","","-0,25%"
"07.01.2021","2.096,89","2.059,33","2.099,26","2.059,33","","1,89%"
"06.01.2021","2.057,92","1.980,29","2.079,72","1.980,29","","3,98%"
"05.01.2021","1.979,11","1.945,79","1.988,76","1.943,69","","1,71%"
"04.01.2021","1.945,91","1.975,78","1.990,70","1.927,15","","-1,47%"
"31.12.2020","1.974,86","1.979,93","1.981,41","1.963,26","","-0,26%"
