"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"05.07.2019","1.575,62","1.571,11","1.575,79","1.559,58","","0,22%"
"03.07.2019","1.572,12","1.562,19","1.572,12","1.562,19","","0,74%"
"02.07.2019","1.560,54","1.569,53","1.569,53","1.552,94","","-0,58%"
"01.07.2019","1.569,66","1.574,65","1.586,77","1.562,78","","0,20%"
"28.06.2019","1.566,57","1.548,12","1.568,60","1.548,12","","1,29%"
"27.06.2019","1.546,55","1.518,88","1.546,55","1.518,88","","1,90%"
"26.06.2019","1.517,78","1.523,26","1.530,13","1.517,78","","-0,21%"
"25.06.2019","1.521,04","1.530,99","1.533,24","1.520,50","","-0,59%"
"24.06.2019","1.530,08","1.550,10","1.551,65","1.530,08","","-1,26%"
"21.06.2019","1.549,63","1.561,88","1.561,88","1.546,13","","-0,89%"
"20.06.2019","1.563,49","1.560,31","1.570,74","1.556,08","","0,51%"
"19.06.2019","1.555,58","1.550,46","1.556,45","1.547,59","","0,35%"
"18.06.2019","1.550,23","1.532,87","1.560,18","1.532,87","","1,14%"
"17.06.2019","1.532,75","1.523,25","1.538,58","1.523,25","","0,67%"
"14.06.2019","1.522,50","1.535,32","1.535,32","1.522,42","","-0,87%"
"13.06.2019","1.535,80","1.520,52","1.536,02","1.520,52","","1,05%"
"12.06.2019","1.519,79","1.518,64","1.522,00","1.512,40","","0,05%"
"11.06.2019","1.519,11","1.525,03","1.536,16","1.513,21","","-0,29%"
"10.06.2019","1.523,56","1.516,62","1.535,64","1.516,62","","0,61%"
"07.06.2019","1.514,39","1.504,68","1.518,92","1.504,68","","0,72%"
"06.06.2019","1.503,54","1.506,35","1.508,54","1.490,77","","-0,22%"
"05.06.2019","1.506,79","1.510,10","1.514,25","1.494,08","","-0,12%"
"04.06.2019","1.508,56","1.475,32","1.508,65","1.475,32","","2,62%"
"03.06.2019","1.469,98","1.465,88","1.476,85","1.460,49","","0,31%"
"31.05.2019","1.465,49","1.478,53","1.478,53","1.461,47","","-1,35%"
"30.05.2019","1.485,53","1.491,85","1.500,63","1.477,99","","-0,30%"
"29.05.2019","1.489,95","1.503,53","1.503,53","1.481,42","","-0,94%"
"28.05.2019","1.504,02","1.514,99","1.520,22","1.503,57","","-0,67%"
"24.05.2019","1.514,11","1.505,88","1.516,66","1.505,76","","0,85%"
"23.05.2019","1.501,38","1.525,07","1.525,07","1.493,48","","-1,97%"
"22.05.2019","1.531,63","1.542,58","1.542,58","1.528,36","","-0,88%"
"21.05.2019","1.545,25","1.529,82","1.545,98","1.529,82","","1,33%"
"20.05.2019","1.524,96","1.530,25","1.533,36","1.521,63","","-0,70%"
"17.05.2019","1.535,76","1.555,02","1.557,55","1.534,69","","-1,38%"
"16.05.2019","1.557,24","1.548,27","1.567,17","1.548,27","","0,58%"
"15.05.2019","1.548,27","1.541,55","1.550,02","1.529,44","","0,34%"
"14.05.2019","1.543,06","1.523,81","1.547,84","1.523,81","","1,32%"
"13.05.2019","1.523,00","1.571,51","1.571,51","1.520,28","","-3,18%"
"10.05.2019","1.572,99","1.570,00","1.575,08","1.546,14","","0,19%"
"09.05.2019","1.570,06","1.573,34","1.573,34","1.546,85","","-0,31%"
"08.05.2019","1.574,97","1.581,59","1.587,35","1.574,85","","-0,46%"
"07.05.2019","1.582,31","1.611,46","1.611,46","1.571,49","","-2,02%"
"06.05.2019","1.614,98","1.611,68","1.618,37","1.588,84","","0,06%"
"03.05.2019","1.614,02","1.584,01","1.614,02","1.584,01","","1,98%"
"02.05.2019","1.582,65","1.576,00","1.587,92","1.566,46","","0,40%"
"01.05.2019","1.576,38","1.593,48","1.595,85","1.576,13","","-0,93%"
"30.04.2019","1.591,21","1.598,55","1.600,29","1.580,90","","-0,45%"
"29.04.2019","1.598,36","1.591,93","1.603,08","1.591,93","","0,41%"
"26.04.2019","1.591,82","1.575,66","1.592,21","1.574,06","","1,03%"
"25.04.2019","1.575,61","1.587,05","1.587,05","1.565,46","","-0,79%"
"24.04.2019","1.588,13","1.585,11","1.594,03","1.583,36","","0,19%"
"23.04.2019","1.585,09","1.560,53","1.587,58","1.560,53","","1,61%"
"22.04.2019","1.560,04","1.565,22","1.565,22","1.554,46","","-0,36%"
"18.04.2019","1.565,75","1.567,09","1.569,20","1.556,11","","-0,12%"
"17.04.2019","1.567,60","1.584,13","1.588,60","1.561,57","","-0,96%"
"16.04.2019","1.582,79","1.580,26","1.585,43","1.579,49","","0,23%"
"15.04.2019","1.579,17","1.585,17","1.587,98","1.574,73","","-0,36%"
"12.04.2019","1.584,80","1.581,38","1.589,73","1.580,23","","0,36%"
"11.04.2019","1.579,14","1.581,93","1.583,73","1.577,37","","-0,15%"
"10.04.2019","1.581,55","1.560,02","1.581,65","1.560,02","","1,40%"
"09.04.2019","1.559,68","1.577,51","1.577,51","1.558,39","","-1,22%"
"08.04.2019","1.579,00","1.581,35","1.581,35","1.571,21","","-0,22%"
"05.04.2019","1.582,56","1.568,23","1.582,61","1.568,23","","0,96%"
"04.04.2019","1.567,49","1.561,07","1.567,50","1.558,36","","0,42%"
"03.04.2019","1.560,91","1.554,88","1.568,40","1.554,88","","0,49%"
"02.04.2019","1.553,32","1.556,08","1.556,13","1.545,55","","-0,18%"
"01.04.2019","1.556,06","1.542,89","1.556,40","1.542,89","","1,06%"
"29.03.2019","1.539,74","1.536,61","1.546,97","1.532,22","","0,30%"
"28.03.2019","1.535,10","1.522,89","1.536,44","1.520,12","","0,85%"
"27.03.2019","1.522,23","1.527,97","1.530,05","1.505,76","","-0,39%"
"26.03.2019","1.528,17","1.513,76","1.535,87","1.513,76","","1,01%"
"25.03.2019","1.512,86","1.505,87","1.520,49","1.494,99","","0,46%"
"22.03.2019","1.505,92","1.561,97","1.561,97","1.505,88","","-3,62%"
"21.03.2019","1.562,41","1.541,83","1.569,35","1.538,36","","1,25%"
"20.03.2019","1.543,16","1.554,72","1.561,74","1.535,41","","-0,76%"
"19.03.2019","1.554,99","1.565,53","1.570,89","1.552,66","","-0,57%"
"18.03.2019","1.563,93","1.553,66","1.569,06","1.552,68","","0,67%"
"15.03.2019","1.553,54","1.550,50","1.563,59","1.550,13","","0,25%"
"14.03.2019","1.549,63","1.555,87","1.555,87","1.549,21","","-0,40%"
"13.03.2019","1.555,88","1.550,27","1.562,67","1.550,27","","0,39%"
"12.03.2019","1.549,83","1.549,03","1.555,30","1.545,51","","0,06%"
"11.03.2019","1.548,88","1.522,80","1.548,93","1.522,80","","1,77%"
"08.03.2019","1.521,88","1.522,53","1.523,24","1.510,64","","-0,11%"
"07.03.2019","1.523,63","1.536,76","1.536,97","1.521,61","","-0,86%"
"06.03.2019","1.536,82","1.568,31","1.568,44","1.536,82","","-2,01%"
"05.03.2019","1.568,28","1.575,69","1.575,85","1.567,67","","-0,45%"
"04.03.2019","1.575,44","1.590,15","1.594,24","1.564,48","","-0,89%"
"01.03.2019","1.589,64","1.577,50","1.590,29","1.576,13","","0,89%"
"28.02.2019","1.575,55","1.580,76","1.581,99","1.571,31","","-0,35%"
"27.02.2019","1.581,05","1.577,20","1.582,06","1.570,60","","0,23%"
"26.02.2019","1.577,48","1.588,56","1.589,26","1.577,43","","-0,71%"
"25.02.2019","1.588,81","1.591,62","1.602,10","1.588,81","","-0,08%"
"22.02.2019","1.590,06","1.576,31","1.590,10","1.576,31","","0,92%"
"21.02.2019","1.575,55","1.581,31","1.581,31","1.569,42","","-0,39%"
"20.02.2019","1.581,66","1.574,55","1.583,34","1.573,96","","0,46%"
"19.02.2019","1.574,47","1.568,54","1.578,23","1.564,85","","0,33%"
"15.02.2019","1.569,25","1.547,12","1.570,16","1.547,12","","1,56%"
"14.02.2019","1.545,11","1.540,99","1.551,39","1.534,59","","0,14%"
"13.02.2019","1.542,94","1.538,29","1.545,74","1.536,25","","0,31%"
"12.02.2019","1.538,23","1.520,14","1.538,89","1.520,14","","1,27%"
"11.02.2019","1.518,98","1.506,82","1.519,21","1.505,67","","0,84%"
"08.02.2019","1.506,39","1.504,17","1.506,60","1.495,12","","0,05%"
"07.02.2019","1.505,63","1.516,70","1.516,70","1.494,37","","-0,82%"
"06.02.2019","1.518,02","1.520,17","1.520,89","1.511,18","","-0,15%"
"05.02.2019","1.520,23","1.517,92","1.524,21","1.512,72","","0,18%"
"04.02.2019","1.517,54","1.501,97","1.517,55","1.500,13","","1,03%"
"01.02.2019","1.502,05","1.499,53","1.504,51","1.495,47","","0,18%"
"31.01.2019","1.499,42","1.486,64","1.500,74","1.484,82","","0,84%"
"30.01.2019","1.486,94","1.473,38","1.490,51","1.467,57","","1,05%"
"29.01.2019","1.471,45","1.473,54","1.477,01","1.469,31","","-0,14%"
"28.01.2019","1.473,54","1.480,28","1.480,28","1.464,77","","-0,63%"
"25.01.2019","1.482,85","1.466,79","1.484,60","1.466,79","","1,26%"
"24.01.2019","1.464,41","1.454,23","1.465,34","1.453,73","","0,70%"
"23.01.2019","1.454,26","1.457,73","1.468,48","1.444,97","","-0,22%"
"22.01.2019","1.457,45","1.479,82","1.479,82","1.451,01","","-1,69%"
"18.01.2019","1.482,50","1.466,69","1.487,21","1.466,69","","1,04%"
"17.01.2019","1.467,25","1.453,83","1.470,84","1.448,55","","0,86%"
"16.01.2019","1.454,70","1.445,91","1.460,31","1.445,91","","0,66%"
"15.01.2019","1.445,22","1.432,85","1.445,22","1.432,13","","0,87%"
"14.01.2019","1.432,81","1.446,50","1.446,50","1.431,31","","-1,01%"
"11.01.2019","1.447,38","1.444,44","1.448,28","1.437,45","","0,13%"
"10.01.2019","1.445,43","1.436,98","1.445,78","1.424,54","","0,46%"
"09.01.2019","1.438,81","1.427,00","1.442,42","1.427,00","","0,86%"
"08.01.2019","1.426,55","1.405,87","1.426,55","1.404,01","","1,51%"
"07.01.2019","1.405,37","1.380,84","1.411,90","1.380,84","","1,78%"
"04.01.2019","1.380,75","1.333,10","1.383,16","1.333,10","","3,75%"
"03.01.2019","1.330,83","1.355,02","1.355,02","1.328,00","","-1,85%"
"02.01.2019","1.355,91","1.346,11","1.357,77","1.325,18","","0,55%"
"31.12.2018","1.348,56","1.338,52","1.348,56","1.329,17","","0,80%"
"28.12.2018","1.337,92","1.332,06","1.356,23","1.326,44","","0,46%"
"27.12.2018","1.331,82","1.329,79","1.331,98","1.289,32","","0,15%"
"26.12.2018","1.329,81","1.268,19","1.330,42","1.268,19","","4,96%"
"24.12.2018","1.266,92","1.290,54","1.290,92","1.266,92","","-1,95%"
"21.12.2018","1.292,09","1.325,87","1.334,76","1.289,49","","-2,56%"
"20.12.2018","1.326,00","1.348,65","1.350,89","1.313,02","","-1,72%"
"19.12.2018","1.349,23","1.377,21","1.392,92","1.344,14","","-2,03%"
"18.12.2018","1.377,18","1.379,49","1.399,43","1.373,72","","-0,07%"
"17.12.2018","1.378,14","1.410,77","1.417,10","1.372,73","","-2,32%"
"14.12.2018","1.410,81","1.431,82","1.435,39","1.407,11","","-1,53%"
"13.12.2018","1.432,70","1.455,68","1.460,55","1.431,68","","-1,55%"
"12.12.2018","1.455,32","1.440,70","1.471,96","1.440,70","","1,05%"
"11.12.2018","1.440,13","1.444,29","1.465,76","1.431,88","","-0,21%"
"10.12.2018","1.443,10","1.448,01","1.449,93","1.422,98","","-0,34%"
"07.12.2018","1.448,09","1.477,51","1.485,63","1.440,85","","-1,98%"
"06.12.2018","1.477,41","1.479,16","1.479,16","1.442,83","","-0,23%"
"04.12.2018","1.480,75","1.548,11","1.548,11","1.479,91","","-4,40%"
"03.12.2018","1.548,96","1.536,33","1.553,34","1.529,53","","1,02%"
"30.11.2018","1.533,27","1.524,87","1.535,13","1.519,99","","0,52%"
"29.11.2018","1.525,39","1.529,70","1.534,62","1.514,57","","-0,33%"
"28.11.2018","1.530,38","1.493,67","1.530,71","1.486,34","","2,51%"
"27.11.2018","1.492,86","1.505,45","1.505,45","1.491,27","","-0,87%"
"26.11.2018","1.505,96","1.489,10","1.510,29","1.489,10","","1,16%"
"23.11.2018","1.488,68","1.485,73","1.498,65","1.476,81","","0,03%"
"21.11.2018","1.488,28","1.469,45","1.499,37","1.469,45","","1,31%"
"20.11.2018","1.469,01","1.496,14","1.496,14","1.465,25","","-1,84%"
"19.11.2018","1.496,54","1.527,33","1.527,33","1.492,95","","-2,03%"
"16.11.2018","1.527,53","1.523,75","1.530,00","1.510,41","","0,22%"
"15.11.2018","1.524,12","1.502,33","1.524,29","1.491,66","","1,44%"
"14.11.2018","1.502,51","1.516,08","1.530,62","1.494,92","","-0,81%"
"13.11.2018","1.514,80","1.519,99","1.536,71","1.513,30","","-0,26%"
"12.11.2018","1.518,79","1.549,01","1.549,01","1.518,04","","-1,98%"
"09.11.2018","1.549,49","1.577,04","1.577,04","1.539,92","","-1,82%"
"08.11.2018","1.578,21","1.581,62","1.586,17","1.573,15","","-0,25%"
"07.11.2018","1.582,16","1.556,27","1.582,16","1.556,27","","1,67%"
"06.11.2018","1.556,10","1.547,10","1.558,86","1.544,65","","0,56%"
"05.11.2018","1.547,51","1.548,34","1.554,77","1.534,76","","-0,03%"
"02.11.2018","1.547,98","1.546,13","1.557,18","1.535,96","","0,19%"
"01.11.2018","1.544,98","1.512,68","1.547,14","1.512,68","","2,22%"
"31.10.2018","1.511,41","1.508,82","1.526,33","1.508,82","","0,32%"
"30.10.2018","1.506,64","1.476,97","1.507,16","1.474,80","","1,99%"
"29.10.2018","1.477,31","1.485,20","1.513,28","1.461,65","","-0,44%"
"26.10.2018","1.483,82","1.500,15","1.501,30","1.459,16","","-1,11%"
"25.10.2018","1.500,40","1.470,53","1.506,78","1.470,53","","2,16%"
"24.10.2018","1.468,70","1.526,56","1.527,71","1.468,46","","-3,79%"
"23.10.2018","1.526,59","1.536,93","1.537,16","1.501,04","","-0,84%"
"22.10.2018","1.539,50","1.542,42","1.551,36","1.535,78","","-0,16%"
"19.10.2018","1.542,04","1.560,64","1.569,81","1.538,74","","-1,20%"
"18.10.2018","1.560,75","1.588,74","1.588,74","1.555,57","","-1,81%"
"17.10.2018","1.589,60","1.596,38","1.596,38","1.571,51","","-0,45%"
"16.10.2018","1.596,84","1.554,49","1.598,01","1.554,11","","2,82%"
"15.10.2018","1.553,09","1.546,68","1.562,30","1.537,55","","0,41%"
"12.10.2018","1.546,68","1.546,85","1.567,64","1.530,98","","0,08%"
"11.10.2018","1.545,38","1.575,10","1.580,89","1.545,38","","-1,91%"
"10.10.2018","1.575,41","1.621,41","1.621,41","1.575,25","","-2,86%"
"09.10.2018","1.621,87","1.628,06","1.635,99","1.621,25","","-0,47%"
"08.10.2018","1.629,52","1.631,20","1.633,86","1.616,66","","-0,16%"
"05.10.2018","1.632,11","1.647,25","1.651,53","1.618,14","","-0,90%"
"04.10.2018","1.646,91","1.671,00","1.671,00","1.643,66","","-1,46%"
"03.10.2018","1.671,29","1.656,31","1.677,17","1.656,31","","0,92%"
"02.10.2018","1.656,04","1.672,98","1.674,87","1.653,34","","-1,01%"
"01.10.2018","1.672,99","1.697,83","1.703,81","1.669,82","","-1,39%"
"28.09.2018","1.696,57","1.689,84","1.699,78","1.686,99","","0,36%"
"27.09.2018","1.690,53","1.691,73","1.697,17","1.689,74","","-0,06%"
"26.09.2018","1.691,61","1.709,07","1.710,84","1.690,92","","-1,01%"
"25.09.2018","1.708,81","1.705,49","1.712,08","1.705,49","","0,20%"
"24.09.2018","1.705,32","1.711,67","1.711,74","1.697,76","","-0,41%"
"21.09.2018","1.712,32","1.720,15","1.724,38","1.710,97","","-0,46%"
"20.09.2018","1.720,18","1.704,71","1.720,21","1.704,71","","1,01%"
"19.09.2018","1.702,93","1.710,88","1.717,09","1.700,51","","-0,47%"
"18.09.2018","1.710,97","1.704,22","1.714,92","1.704,22","","0,44%"
"17.09.2018","1.703,55","1.721,66","1.722,28","1.702,71","","-1,06%"
"14.09.2018","1.721,72","1.714,49","1.726,00","1.712,81","","0,43%"
"13.09.2018","1.714,32","1.716,95","1.722,62","1.711,94","","-0,08%"
"12.09.2018","1.715,70","1.718,25","1.718,95","1.704,07","","-0,16%"
"11.09.2018","1.718,40","1.717,14","1.723,46","1.710,31","","0,05%"
"10.09.2018","1.717,47","1.714,89","1.723,81","1.714,49","","0,25%"
"07.09.2018","1.713,18","1.713,83","1.722,62","1.706,64","","-0,08%"
"06.09.2018","1.714,47","1.728,25","1.731,42","1.713,81","","-0,76%"
"05.09.2018","1.727,65","1.732,73","1.732,73","1.713,69","","-0,33%"
"04.09.2018","1.733,38","1.740,80","1.740,80","1.722,20","","-0,42%"
"31.08.2018","1.740,75","1.731,49","1.742,09","1.728,41","","0,48%"
"30.08.2018","1.732,35","1.734,35","1.740,66","1.728,85","","-0,14%"
"29.08.2018","1.734,75","1.729,05","1.737,02","1.724,73","","0,37%"
"28.08.2018","1.728,42","1.729,07","1.733,45","1.722,36","","0,00%"
"27.08.2018","1.728,41","1.727,33","1.737,63","1.727,33","","0,16%"
"24.08.2018","1.725,67","1.718,36","1.726,97","1.718,36","","0,50%"
"23.08.2018","1.717,05","1.722,30","1.723,41","1.712,92","","-0,32%"
"22.08.2018","1.722,54","1.717,75","1.723,01","1.715,80","","0,26%"
"21.08.2018","1.718,05","1.698,91","1.722,29","1.698,91","","1,14%"
"20.08.2018","1.698,69","1.693,79","1.701,13","1.690,18","","0,34%"
"17.08.2018","1.692,95","1.685,45","1.693,71","1.679,97","","0,43%"
"16.08.2018","1.685,75","1.691,60","1.691,60","1.663,53","","0,90%"
"15.08.2018","1.670,67","1.691,60","1.691,60","1.663,53","","-1,29%"
"14.08.2018","1.692,58","1.676,19","1.694,96","1.676,19","","1,03%"
"13.08.2018","1.675,32","1.686,81","1.689,10","1.670,62","","-0,68%"
"10.08.2018","1.686,80","1.689,32","1.695,79","1.680,77","","-0,24%"
"09.08.2018","1.690,89","1.687,05","1.696,75","1.686,43","","0,24%"
"08.08.2018","1.686,88","1.688,68","1.689,34","1.677,67","","-0,08%"
"07.08.2018","1.688,30","1.684,86","1.694,36","1.684,86","","0,24%"
"06.08.2018","1.684,31","1.673,25","1.684,80","1.671,99","","0,65%"
"03.08.2018","1.673,37","1.682,08","1.687,30","1.668,35","","-0,52%"
"02.08.2018","1.682,10","1.668,99","1.682,30","1.662,33","","0,77%"
"01.08.2018","1.669,26","1.670,87","1.673,23","1.657,54","","-0,09%"
"31.07.2018","1.670,80","1.653,57","1.675,65","1.653,57","","1,07%"
"30.07.2018","1.653,13","1.663,39","1.669,50","1.652,73","","-0,61%"
"27.07.2018","1.663,34","1.695,25","1.697,30","1.660,43","","-1,89%"
"26.07.2018","1.695,36","1.685,24","1.702,93","1.684,75","","0,60%"
"25.07.2018","1.685,20","1.680,34","1.685,42","1.675,05","","0,30%"
"24.07.2018","1.680,20","1.700,10","1.706,83","1.675,01","","-1,07%"
"23.07.2018","1.698,41","1.696,42","1.701,97","1.690,53","","0,09%"
"20.07.2018","1.696,81","1.701,15","1.703,43","1.696,04","","-0,26%"
"19.07.2018","1.701,31","1.691,20","1.702,89","1.686,26","","0,56%"
"18.07.2018","1.691,87","1.687,14","1.692,02","1.679,23","","0,27%"
"17.07.2018","1.687,26","1.678,00","1.690,04","1.676,10","","0,52%"
"16.07.2018","1.678,54","1.687,06","1.688,40","1.672,42","","-0,51%"
"13.07.2018","1.687,08","1.690,29","1.697,40","1.686,88","","-0,19%"
"12.07.2018","1.690,28","1.685,17","1.692,43","1.679,26","","0,39%"
"11.07.2018","1.683,66","1.694,06","1.696,02","1.683,10","","-0,71%"
"10.07.2018","1.695,62","1.704,83","1.708,56","1.689,35","","-0,53%"
"09.07.2018","1.704,60","1.694,66","1.704,84","1.694,66","","0,62%"
"06.07.2018","1.694,05","1.679,45","1.695,18","1.678,57","","0,87%"
"05.07.2018","1.679,48","1.660,64","1.679,66","1.660,64","","1,15%"
"03.07.2018","1.660,42","1.655,40","1.667,52","1.655,40","","0,32%"
"02.07.2018","1.655,09","1.641,73","1.655,09","1.631,06","","0,73%"
"29.06.2018","1.643,07","1.645,90","1.656,05","1.642,97","","-0,12%"
"28.06.2018","1.645,02","1.640,37","1.647,94","1.630,06","","0,28%"
"27.06.2018","1.640,45","1.668,94","1.671,47","1.640,42","","-1,68%"
"26.06.2018","1.668,53","1.657,71","1.672,16","1.656,12","","0,66%"
"25.06.2018","1.657,51","1.684,76","1.684,76","1.649,81","","-1,67%"
"22.06.2018","1.685,58","1.690,28","1.696,37","1.680,91","","-0,20%"
"21.06.2018","1.688,95","1.706,99","1.708,02","1.685,59","","-1,06%"
"20.06.2018","1.706,99","1.694,04","1.708,10","1.694,04","","0,80%"
"19.06.2018","1.693,45","1.692,01","1.694,00","1.672,66","","0,06%"
"18.06.2018","1.692,46","1.683,51","1.692,46","1.674,41","","0,51%"
"15.06.2018","1.683,91","1.684,24","1.684,63","1.672,99","","-0,05%"
"14.06.2018","1.684,72","1.677,03","1.684,73","1.674,53","","0,49%"
"13.06.2018","1.676,54","1.682,72","1.684,84","1.673,92","","-0,34%"
"12.06.2018","1.682,30","1.674,94","1.686,37","1.674,94","","0,46%"
"11.06.2018","1.674,68","1.672,50","1.677,68","1.671,26","","0,13%"
"08.06.2018","1.672,49","1.667,61","1.674,07","1.665,73","","0,28%"
"07.06.2018","1.667,77","1.676,52","1.679,99","1.660,89","","-0,49%"
"06.06.2018","1.675,95","1.665,20","1.676,18","1.664,45","","0,68%"
"05.06.2018","1.664,63","1.653,69","1.664,69","1.652,76","","0,68%"
"04.06.2018","1.653,37","1.649,20","1.655,71","1.641,22","","0,33%"
"01.06.2018","1.647,98","1.635,40","1.650,50","1.635,40","","0,88%"
"31.05.2018","1.633,61","1.647,97","1.649,73","1.632,25","","-0,87%"
"30.05.2018","1.647,99","1.624,03","1.651,11","1.624,03","","1,50%"
"29.05.2018","1.623,65","1.625,57","1.628,48","1.611,32","","-0,20%"
"25.05.2018","1.626,93","1.627,93","1.628,73","1.623,33","","-0,08%"
"24.05.2018","1.628,22","1.627,22","1.630,31","1.616,59","","0,04%"
"23.05.2018","1.627,61","1.624,92","1.629,40","1.618,56","","0,15%"
"22.05.2018","1.625,24","1.637,65","1.639,89","1.625,24","","-0,75%"
"21.05.2018","1.637,44","1.627,77","1.639,04","1.627,77","","0,66%"
"18.05.2018","1.626,63","1.626,06","1.630,33","1.624,23","","0,08%"
"17.05.2018","1.625,29","1.616,22","1.627,32","1.615,46","","0,55%"
"16.05.2018","1.616,37","1.601,03","1.620,64","1.601,03","","1,00%"
"15.05.2018","1.600,34","1.599,60","1.603,16","1.592,10","","0,00%"
"14.05.2018","1.600,34","1.607,39","1.614,24","1.599,73","","-0,40%"
"11.05.2018","1.606,79","1.603,87","1.609,36","1.599,91","","0,19%"
"10.05.2018","1.603,71","1.596,54","1.609,45","1.596,54","","0,48%"
"09.05.2018","1.596,05","1.586,74","1.598,76","1.584,17","","0,61%"
"08.05.2018","1.586,39","1.578,67","1.586,59","1.576,89","","0,47%"
"07.05.2018","1.578,95","1.565,72","1.586,41","1.565,72","","0,85%"
"04.05.2018","1.565,60","1.545,83","1.572,77","1.540,37","","1,23%"
"03.05.2018","1.546,56","1.554,34","1.554,34","1.532,31","","-0,54%"
"02.05.2018","1.554,91","1.550,45","1.565,37","1.548,92","","0,29%"
"01.05.2018","1.550,34","1.541,77","1.550,86","1.527,71","","0,55%"
"30.04.2018","1.541,88","1.556,67","1.563,65","1.541,88","","-0,92%"
"27.04.2018","1.556,24","1.557,95","1.562,98","1.549,48","","-0,11%"
"26.04.2018","1.557,89","1.550,92","1.562,50","1.550,31","","0,48%"
"25.04.2018","1.550,47","1.553,00","1.556,09","1.539,95","","-0,18%"
"24.04.2018","1.553,28","1.562,39","1.574,48","1.542,30","","-0,57%"
"23.04.2018","1.562,12","1.564,42","1.571,47","1.556,27","","-0,13%"
"20.04.2018","1.564,12","1.573,53","1.574,24","1.561,72","","-0,62%"
"19.04.2018","1.573,82","1.582,82","1.582,95","1.569,15","","-0,62%"
"18.04.2018","1.583,56","1.580,18","1.592,04","1.580,18","","0,24%"
"17.04.2018","1.579,80","1.564,87","1.582,99","1.564,87","","1,07%"
"16.04.2018","1.563,03","1.550,56","1.566,40","1.550,51","","0,87%"
"13.04.2018","1.549,51","1.558,11","1.563,75","1.545,06","","-0,50%"
"12.04.2018","1.557,33","1.548,03","1.562,46","1.548,03","","0,68%"
"11.04.2018","1.546,80","1.542,46","1.551,37","1.535,76","","0,22%"
"10.04.2018","1.543,43","1.517,05","1.548,08","1.517,05","","1,91%"
"09.04.2018","1.514,46","1.513,90","1.533,94","1.513,90","","0,08%"
"06.04.2018","1.513,30","1.540,01","1.541,07","1.502,63","","-1,92%"
"05.04.2018","1.542,93","1.532,95","1.545,28","1.532,95","","0,74%"
"04.04.2018","1.531,66","1.508,60","1.534,57","1.491,69","","1,29%"
"03.04.2018","1.512,15","1.493,87","1.514,56","1.493,87","","1,31%"
"02.04.2018","1.492,53","1.529,14","1.529,14","1.482,90","","-2,41%"
"29.03.2018","1.529,43","1.513,31","1.540,02","1.513,31","","1,08%"
"28.03.2018","1.513,03","1.513,80","1.521,35","1.505,64","","-0,04%"
"27.03.2018","1.513,57","1.544,45","1.547,71","1.508,94","","-1,95%"
"26.03.2018","1.543,72","1.513,54","1.543,81","1.513,54","","2,23%"
"23.03.2018","1.510,08","1.544,31","1.548,73","1.510,08","","-2,19%"
"22.03.2018","1.543,87","1.576,59","1.576,59","1.543,87","","-2,24%"
"21.03.2018","1.579,30","1.570,40","1.587,74","1.570,40","","0,57%"
"20.03.2018","1.570,41","1.570,85","1.575,78","1.566,75","","-0,01%"
"19.03.2018","1.570,56","1.585,83","1.585,83","1.553,90","","-0,98%"
"16.03.2018","1.586,05","1.576,58","1.588,92","1.575,41","","0,60%"
"15.03.2018","1.576,62","1.584,40","1.588,02","1.572,16","","-0,49%"
"14.03.2018","1.584,31","1.592,46","1.598,33","1.582,64","","-0,49%"
"13.03.2018","1.592,05","1.601,65","1.609,05","1.590,11","","-0,56%"
"12.03.2018","1.601,06","1.597,29","1.603,79","1.594,11","","0,25%"
"09.03.2018","1.597,14","1.573,19","1.597,30","1.573,19","","1,60%"
"08.03.2018","1.571,97","1.575,65","1.580,49","1.564,59","","-0,16%"
"07.03.2018","1.574,53","1.560,97","1.576,73","1.550,47","","0,79%"
"06.03.2018","1.562,20","1.546,72","1.562,20","1.538,63","","1,04%"
"05.03.2018","1.546,05","1.531,99","1.550,76","1.525,08","","0,84%"
"02.03.2018","1.533,17","1.506,81","1.535,20","1.494,00","","1,71%"
"01.03.2018","1.507,39","1.512,07","1.522,47","1.494,29","","-0,33%"
"28.02.2018","1.512,45","1.536,80","1.543,75","1.512,45","","-1,56%"
"27.02.2018","1.536,47","1.559,27","1.564,63","1.536,47","","-1,47%"
"26.02.2018","1.559,33","1.550,09","1.560,74","1.544,99","","0,65%"
"23.02.2018","1.549,19","1.531,35","1.549,19","1.531,35","","1,25%"
"22.02.2018","1.529,99","1.532,79","1.548,29","1.529,20","","-0,12%"
"21.02.2018","1.531,84","1.530,48","1.555,28","1.530,48","","0,12%"
"20.02.2018","1.529,99","1.542,38","1.546,43","1.527,56","","-0,88%"
"16.02.2018","1.543,55","1.536,32","1.551,51","1.532,22","","0,41%"
"15.02.2018","1.537,20","1.524,18","1.537,77","1.516,88","","0,99%"
"14.02.2018","1.522,10","1.492,76","1.523,89","1.483,29","","1,82%"
"13.02.2018","1.494,95","1.489,66","1.497,02","1.481,94","","0,27%"
"12.02.2018","1.490,98","1.479,11","1.498,11","1.466,88","","0,89%"
"09.02.2018","1.477,84","1.467,72","1.487,58","1.436,43","","0,96%"
"08.02.2018","1.463,79","1.508,45","1.511,21","1.463,74","","-2,93%"
