date,forecast,lower_95,upper_95
2025-03-28,0.0021928118456048156,-0.011600988566714317,0.01598661225792395
2025-03-31,0.001866012352368123,-0.012065385574022222,0.01579741027875847
2025-04-01,0.0024338972327000805,-0.011576256807550886,0.016444051272951045
2025-04-02,0.002143419093899223,-0.01190401845919217,0.016190856646990614
2025-04-03,0.0018623360206899938,-0.012202900045799396,0.015927572087179383
2025-04-04,0.0016330122073408074,-0.012432356793948378,0.015698381208629993
2025-04-07,0.0021626928113058696,-0.01190388333302568,0.01622926895563742
2025-04-08,0.0023138990771853244,-0.011753449156892373,0.016381247311263024
2025-04-09,0.002045730775048247,-0.012021617343223247,0.01611307889331974
2025-04-10,0.001837511772058556,-0.01222989855964896,0.015904922103766074
2025-04-11,0.0016540268853842684,-0.012413393087834974,0.01572144685860351
2025-04-14,0.0021828214841735994,-0.011884600140850125,0.016250243109197322
2025-04-15,0.002318112868561537,-0.011749313461965493,0.016385539199088566
2025-04-16,0.002041216235219151,-0.012026204869184837,0.016108637339623137
2025-04-17,0.0018335199893285293,-0.012233899631090745,0.015900939609747804
2025-04-18,0.0016533170025011374,-0.012414167279934009,0.015720801284936282
2025-04-21,0.002183786780835434,-0.011883698624793926,0.016251272186464796
2025-04-22,0.0023189011460961286,-0.011748583312762672,0.01638638560495493
2025-04-23,0.0020413311403153916,-0.012026148223175971,0.016108810503806754
2025-04-24,0.00183331509044895,-0.012234162790351017,0.01590079297124892
2025-04-25,0.0016531619241743796,-0.01241438599400102,0.01572070984234978
