date,forecast,lower_95,upper_95
2025-03-28,0.001972955336645256,-0.018968813859559657,0.022914724532850168
2025-03-31,0.00016150101553826646,-0.020953186320276592,0.021276188351353125
2025-04-01,0.0003947665817539832,-0.020722776211638535,0.0215123093751465
2025-04-02,0.0003647283833032009,-0.020752861757077454,0.021482318523683853
2025-04-03,0.00036859647828527023,-0.02074899444721957,0.021486187403790113
2025-04-04,0.00036809837388613903,-0.02074949256463792,0.021485689312410197
2025-04-07,0.0003681625160526536,-0.020749428422687295,0.021485753454792603
2025-04-08,0.00036815425630322684,-0.020749436682440302,0.021485745195046757
2025-04-09,0.0003681553199321047,-0.020749435618811485,0.021485746258675692
2025-04-10,0.00036815518296591705,-0.02074943575577767,0.021485746121709507
2025-04-11,0.0003681552006034003,-0.020749435738140188,0.02148574613934699
2025-04-14,0.0003681551983321769,-0.020749435740411413,0.021485746137075764
2025-04-15,0.0003681551986246481,-0.020749435740118942,0.021485746137368235
2025-04-16,0.00036815519858698583,-0.020749435740156603,0.021485746137330574
2025-04-17,0.0003681551985918357,-0.020749435740151752,0.021485746137335424
2025-04-18,0.0003681551985912112,-0.020749435740152377,0.0214857461373348
2025-04-21,0.0003681551985912916,-0.020749435740152297,0.02148574613733488
2025-04-22,0.0003681551985912812,-0.020749435740152308,0.02148574613733487
2025-04-23,0.0003681551985912826,-0.020749435740152304,0.021485746137334873
2025-04-24,0.0003681551985912824,-0.020749435740152308,0.02148574613733487
2025-04-25,0.0003681551985912824,-0.020749435740152308,0.02148574613733487
