date,usdjpy_close_log_d1,japan_leading_lag1m_log_d1,norm_range,pct_gap,japan_leading_lag1m_log_d1_pre_scale,norm_range_pre_scale,pct_gap_pre_scale,japan_leading_lag1m_log_d1_unscaled,norm_range_unscaled,pct_gap_unscaled,japan_leading_lag1m_log_d1_pre_scale_unscaled,norm_range_pre_scale_unscaled,pct_gap_pre_scale_unscaled,usdjpy_close_log_d1_inv,japan_leading_lag1m_log_d1_inv
2014-01-02,-0.004476411113209622,-1.195134926413618e-05,0.389143649795361,0.19257970982890385,-1.195134926413618e-05,0.389143649795361,0.19257970982890385,-1.195134926413618e-05,0.8781977854142684,0.019005986885865266,-1.195134926413618e-05,0.8781977854142684,0.019005986885865266,104.75999999999998,1.0
2014-01-03,0.0005725737345088078,-1.195134926413618e-05,0.19273290024768336,2.0849194104586717,-1.195134926413618e-05,0.19273290024768336,2.0849194104586717,-1.195134926413618e-05,0.7822934554474408,0.04772814051164295,-1.195134926413618e-05,0.7822934554474408,0.04772814051164295,104.81999999999995,1.0
2014-01-06,-0.005836499369683779,-1.195134926413618e-05,0.6737708728412288,2.7116667172464193,-1.195134926413618e-05,0.6737708728412288,2.7116667172464193,-1.195134926413618e-05,1.0171768544285464,0.05724098454493635,-1.195134926413618e-05,1.0171768544285464,0.05724098454493635,104.20999999999998,1.0
2014-01-07,0.003735457626486749,-1.195134926413618e-05,-0.27379867089457355,-0.42739039217123775,-1.195134926413618e-05,-0.27379867089457355,-0.42739039217123775,-1.195134926413618e-05,0.5544933078393866,0.009596008060651681,-1.195134926413618e-05,0.5544933078393866,0.009596008060651681,104.60000000000002,1.0
2014-01-08,0.0021964388336588314,-1.195134926413618e-05,-0.31536272015858896,-1.0596169047554858,-1.195134926413618e-05,-0.31536272015858896,-1.0596169047554858,-1.195134926413618e-05,0.5341982256987525,0.0,-1.195134926413618e-05,0.5341982256987525,0.0,104.83000000000003,1.0
2014-01-09,-9.539709046180178e-05,-1.195134926413618e-05,-0.4324870974010327,0.1973577184698822,-1.195134926413618e-05,-0.4324870974010327,0.1973577184698822,-1.195134926413618e-05,0.4770082045411181,0.01907850806066586,-1.195134926413618e-05,0.4770082045411181,0.01907850806066586,104.81999999999995,1.0
2014-01-10,-0.006700513247655415,-1.195134926413618e-05,1.1869780127206355,0.8260249062454667,-1.195134926413618e-05,1.1869780127206355,0.8260249062454667,-1.195134926413618e-05,1.2677679600461078,0.028620492272468174,-1.195134926413618e-05,1.2677679600461078,0.028620492272468174,104.11999999999996,1.0
2014-01-13,-0.01100928550836855,-1.195134926413618e-05,1.1759456844700547,-2.3251629069914537,-1.195134926413618e-05,1.1759456844700547,-2.3251629069914537,-1.195134926413618e-05,1.2623810448630912,-0.019208605455253776,-1.195134926413618e-05,1.2623810448630912,-0.019208605455253776,102.98000000000005,1.0
2014-01-14,0.011777334701270625,-1.195134926413618e-05,1.1653302587540817,0.21993883182166826,-1.195134926413618e-05,1.1653302587540817,0.21993883182166826,-1.195134926413618e-05,1.2571976967370464,0.019421246844043522,-1.195134926413618e-05,1.2571976967370464,0.019421246844043522,104.19999999999999,1.0
2014-01-15,0.003353296555376417,-1.195134926413618e-05,-0.1753126736910231,0.20495746907095702,-1.195134926413618e-05,-0.1753126736910231,0.20495746907095702,-1.195134926413618e-05,0.6025824964131952,0.019193857965447238,-1.195134926413618e-05,0.6025824964131952,0.019193857965447238,104.55000000000003,1.0
2014-01-16,-0.0020106282803959985,-1.195134926413618e-05,0.16084721966027446,0.20072407805384315,-1.195134926413618e-05,0.16084721966027446,0.20072407805384315,-1.195134926413618e-05,0.7667241709794874,0.019129603060732685,-1.195134926413618e-05,0.7667241709794874,0.019129603060732685,104.34000000000002,1.0
2014-01-17,-0.00047931746112528373,-1.195134926413618e-05,-0.8399082407532665,-0.42817810011382534,-1.195134926413618e-05,-0.8399082407532665,-0.42817810011382534,-1.195134926413618e-05,0.27807076421517524,0.00958405213723491,-1.195134926413618e-05,0.27807076421517524,0.00958405213723491,104.29,1.0
2014-01-20,-0.0012473016728620223,-1.195134926413618e-05,-0.48528280248762146,-2.323099978423229,-1.195134926413618e-05,-0.48528280248762146,-2.323099978423229,-1.195134926413618e-05,0.4512288786482324,-0.019177294083814585,-1.195134926413618e-05,0.4512288786482324,-0.019177294083814585,104.16000000000004,1.0
2014-01-21,0.0013431835464672304,-1.195134926413618e-05,0.04363621384771233,1.4705030981777354,-1.195134926413618e-05,0.04363621384771233,1.4705030981777354,-1.195134926413618e-05,0.7094918504314565,0.03840245775730247,-1.195134926413618e-05,0.7094918504314565,0.03840245775730247,104.3,1.0
2014-01-22,0.0020113985996852435,-1.195134926413618e-05,-0.19443642288243765,-1.0596169047554858,-1.195134926413618e-05,-0.19443642288243765,-1.0596169047554858,-1.195134926413618e-05,0.5932446655822453,0.0,-1.195134926413618e-05,0.5932446655822453,0.0,104.50999999999996,1.0
2014-01-23,-0.012129528765269626,-1.195134926413618e-05,2.3196276335322255,-0.4292052228464737,-1.195134926413618e-05,2.3196276335322255,-0.4292052228464737,-1.195134926413618e-05,1.8208232445520538,0.009568462348091958,-1.195134926413618e-05,1.8208232445520538,0.009568462348091958,103.25000000000003,1.0
2014-01-24,-0.009439081418156192,-1.195134926413618e-05,1.7943395538841669,0.21659277807952956,-1.195134926413618e-05,1.7943395538841669,0.21659277807952956,-1.195134926413618e-05,1.5643332029722277,0.019370460048422296,-1.195134926413618e-05,1.5643332029722277,0.019370460048422296,102.28000000000003,1.0
2014-01-27,0.002538815932568106,-1.195134926413618e-05,0.907423562422379,5.381947905213914,-1.195134926413618e-05,0.907423562422379,5.381947905213914,-1.195134926413618e-05,1.131265847474153,0.097770825185759,-1.195134926413618e-05,1.131265847474153,0.097770825185759,102.53999999999998,1.0
2014-01-28,0.003990467118244467,-1.195134926413618e-05,0.14226209944185045,-0.4170937442687407,-1.195134926413618e-05,0.14226209944185045,-0.4170937442687407,-1.195134926413618e-05,0.7576493443419147,0.009752291788561443,-1.195134926413618e-05,0.7576493443419147,0.009752291788561443,102.95000000000003,1.0
2014-01-29,-0.006529283050812573,-1.195134926413618e-05,1.8143628844942474,0.22031169896200165,-1.195134926413618e-05,1.8143628844942474,0.22031169896200165,-1.195134926413618e-05,1.574110285490809,0.019426906265173405,-1.195134926413618e-05,1.574110285490809,0.019426906265173405,102.28000000000003,1.0
2014-01-30,0.004097966511526607,-1.195134926413618e-05,0.26568791628294935,0.8728525382355175,-1.195134926413618e-05,0.26568791628294935,0.8728525382355175,-1.195134926413618e-05,0.8179162609542389,0.02933124755573048,-1.195134926413618e-05,0.8179162609542389,0.02933124755573048,102.70000000000002,1.0
2014-01-31,-0.006545229247299389,-1.195134926413618e-05,0.5978459533404278,0.8649495473294198,-1.195134926413618e-05,0.5978459533404278,0.8649495473294198,-1.195134926413618e-05,0.9801038910124473,0.029211295034080948,-1.195134926413618e-05,0.9801038910124473,0.029211295034080948,102.02999999999996,1.0
2014-02-03,-0.010443444670984015,-1.195134926413618e-05,1.9576039653396715,-1.0596169047554858,-1.195134926413618e-05,1.9576039653396715,-1.0596169047554858,-1.195134926413618e-05,1.6440526889175109,0.0,-1.195134926413618e-05,1.6440526889175109,0.0,100.96999999999997,1.0
2014-02-04,0.006613715435733525,-1.195134926413618e-05,0.46450198976573887,0.8979246880851584,-1.195134926413618e-05,0.46450198976573887,0.8979246880851584,-1.195134926413618e-05,0.9149940968122713,0.02971179558284752,-1.195134926413618e-05,0.9149940968122713,0.02971179558284752,101.63999999999996,1.0
2014-02-05,-0.002068253064058112,-1.195134926413618e-05,0.5895284666347336,0.2368082207139685,-1.195134926413618e-05,0.5895284666347336,0.2368082207139685,-1.195134926413618e-05,0.9760425909494181,0.019677292404561217,-1.195134926413618e-05,0.9760425909494181,0.019677292404561217,101.43000000000005,1.0
2014-02-06,0.006387914208574763,-1.195134926413618e-05,0.5166125385280572,0.8890469484341639,-1.195134926413618e-05,0.5166125385280572,0.8890469484341639,-1.195134926413618e-05,0.940438871473348,0.02957704821057569,-1.195134926413618e-05,0.940438871473348,0.02957704821057569,102.07999999999998,1.0
2014-02-07,0.0024460655021840694,-1.195134926413618e-05,0.9121780972634951,0.23122018138004843,-1.195134926413618e-05,0.9121780972634951,0.23122018138004843,-1.195134926413618e-05,1.1335874132707873,0.019592476489024315,-1.195134926413618e-05,1.1335874132707873,0.019592476489024315,102.32999999999996,1.0
2014-02-10,-0.0008798944694392574,-1.195134926413618e-05,-0.06730532463999815,-1.7034586410635526,-1.195134926413618e-05,-0.06730532463999815,-1.7034586410635526,-1.195134926413618e-05,0.6553208137715197,-0.009772305286822158,-1.195134926413618e-05,0.6553208137715197,-0.009772305286822158,102.23999999999997,1.0
2014-02-11,0.0038072970283984375,-1.195134926413618e-05,-0.11231542731016501,0.22920009204428884,-1.195134926413618e-05,-0.11231542731016501,0.22920009204428884,-1.195134926413618e-05,0.6333430770729862,0.01956181533647323,-1.195134926413618e-05,0.6333430770729862,0.01956181533647323,102.62999999999998,1.0
2014-02-12,-0.0010723861617520924,-1.195134926413618e-05,-0.4505234624326871,-0.41765719632320986,-1.195134926413618e-05,-0.4505234624326871,-0.41765719632320986,-1.195134926413618e-05,0.4682013265704292,0.00974373964728161,-1.195134926413618e-05,0.4682013265704292,0.00974373964728161,102.52000000000004,1.0
2014-02-13,-0.0036155802322399566,-1.195134926413618e-05,0.3949998323063873,-0.416968398352789,-1.195134926413618e-05,0.3949998323063873,-0.416968398352789,-1.195134926413618e-05,0.8810572687224725,0.009754194303555517,-1.195134926413618e-05,0.8810572687224725,0.009754194303555517,102.14999999999996,1.0
2014-02-14,-0.003726956059790787,-1.195134926413618e-05,0.3011189060305023,2.810240650390339,-1.195134926413618e-05,0.3011189060305023,2.810240650390339,-1.195134926413618e-05,0.8352166650289953,0.05873715124815278,-1.195134926413618e-05,0.8352166650289953,0.05873715124815278,101.76999999999998,1.0
2014-02-17,0.0014728266200130236,-1.195134926413618e-05,-0.1836558874606494,1.5299212647003884,-1.195134926413618e-05,-0.1836558874606494,1.5299212647003884,-1.195134926413618e-05,0.5985086342229193,0.03930431364842906,-1.195134926413618e-05,0.5985086342229193,0.03930431364842906,101.91999999999997,1.0
2014-02-18,0.004210120283445917,-1.195134926413618e-05,0.5115317218381804,0.8796783722178249,-1.195134926413618e-05,0.5115317218381804,0.8796783722178249,-1.195134926413618e-05,0.9379579872984795,0.029434850863423408,-1.195134926413618e-05,0.9379579872984795,0.029434850863423408,102.35000000000004,1.0
2014-02-19,-0.0003908922164503892,-1.195134926413618e-05,-0.14829341163566423,-0.4159009802180702,-1.195134926413618e-05,-0.14829341163566423,-0.4159009802180702,-1.195134926413618e-05,0.6157755840093927,0.00977039570103089,-1.195134926413618e-05,0.6157755840093927,0.00977039570103089,102.30999999999999,1.0
2014-02-20,-0.0004888302389955967,-1.195134926413618e-05,0.13270465763652595,-0.4156493074892279,-1.195134926413618e-05,0.13270465763652595,-0.4156493074892279,-1.195134926413618e-05,0.7529825933893957,0.00977421561918767,-1.195134926413618e-05,0.7529825933893957,0.00977421561918767,102.25999999999998,1.0
2014-02-21,0.0025393118440177886,-1.195134926413618e-05,-0.25075890382969146,0.8732304904050833,-1.195134926413618e-05,-0.25075890382969146,0.8732304904050833,-1.195134926413618e-05,0.5657432696059289,0.029336984158029662,-1.195134926413618e-05,0.5657432696059289,0.029336984158029662,102.52000000000004,110.8
2014-02-24,-0.00048782868424446235,0.0,-0.33013836413217623,0.22568010804990787,0.0,-0.33013836413217623,0.22568010804990787,0.0,0.5269835073680162,0.019508388607111033,0.0,0.5269835073680162,0.019508388607111033,102.46999999999997,110.8
2014-02-25,-0.0024427194714924383,0.0,-0.12714798756322818,2.798155606791695,0.0,-0.12714798756322818,2.798155606791695,0.0,0.6261005674036398,0.05855372304089223,0.0,0.6261005674036398,0.05855372304089223,102.22000000000003,110.8
2014-02-26,0.001270958767165098,0.0,-0.3488826304462716,0.2294522573724278,0.0,-0.3488826304462716,0.2294522573724278,0.0,0.5178309721543735,0.01956564273135983,0.0,0.5178309721543735,0.01956564273135983,102.35000000000004,110.8
2014-02-27,-0.002347648539852365,0.0,0.07480000516184414,0.8715308688558465,0.0,0.07480000516184414,0.8715308688558465,0.0,0.724708647536965,0.02931118710307879,0.0,0.724708647536965,0.02931118710307879,102.11,110.8
2014-02-28,-0.0030405594510245493,0.0,0.09943739409067175,0.23084093240752804,0.0,0.09943739409067175,0.23084093240752804,0.0,0.7367387033398821,0.019586720203697994,0.0,0.7367387033398821,0.019586720203697994,101.79999999999995,110.8
2014-03-03,-0.003641198728517203,0.0,-0.4402191326425764,-17.239460931369134,0.0,-0.4402191326425764,-17.239460931369134,0.0,0.4732327713694212,-0.2455795677799607,0.0,0.4732327713694212,-0.2455795677799607,101.43000000000005,110.8
2014-03-04,0.007562772381699112,0.0,0.41415606123001253,0.23949233070458842,0.0,0.41415606123001253,0.23949233070458842,0.0,0.8904109589041063,0.019718032140388465,0.0,0.8904109589041063,0.019718032140388465,102.19999999999999,110.8
2014-03-05,0.0009779951879771431,0.0,-0.46848079264690307,0.22970452139632763,0.0,-0.46848079264690307,0.22970452139632763,0.0,0.4594330400782003,0.01956947162426225,0.0,0.4594330400782003,0.01956947162426225,102.30000000000003,110.8
2014-03-06,0.0074016699424968024,0.0,0.41881095902290905,-1.0596169047554858,0.0,0.41881095902290905,-1.0596169047554858,0.0,0.8926838734717656,0.0,0.0,0.8926838734717656,0.0,103.05999999999996,110.8
2014-03-07,0.0018418889410645178,0.0,0.4551171449025484,-0.42033566202008077,0.0,0.4551171449025484,-0.42033566202008077,0.0,0.9104116222760269,0.009703085581206,0.0,0.9104116222760269,0.009703085581206,103.25000000000003,110.8
2014-03-10,0.0,0.0,-0.1994450479142513,-18.28844762303137,0.0,-0.1994450479142513,-18.28844762303137,0.0,0.5907990314769971,-0.2615012106537492,0.0,0.5907990314769971,-0.2615012106537492,103.25000000000003,110.8
2014-03-11,-0.0024242436115065047,0.0,-0.23627500360009632,0.21659277807952956,0.0,-0.23627500360009632,0.21659277807952956,0.0,0.5728155339805858,0.019370460048422296,0.0,0.5728155339805858,0.019370460048422296,103.00000000000001,110.8
2014-03-12,-0.0024301348532915767,0.0,-0.27328418048149267,0.8593440139738329,0.0,-0.27328418048149267,0.8593440139738329,0.0,0.5547445255474525,0.029126213592234114,0.0,0.5547445255474525,0.029126213592234114,102.75000000000003,110.8
2014-03-13,-0.008994097192770667,0.0,1.2855900417480115,-0.4184069302892622,0.0,1.2855900417480115,-0.4184069302892622,0.0,1.315918688009417,0.00973236009732858,0.0,1.315918688009417,0.00973236009732858,101.82999999999996,110.8
2014-03-14,-0.004823556135810314,0.0,-0.014968125836232337,0.23438927959799882,0.0,-0.014968125836232337,0.23438927959799882,0.0,0.6808762581409095,0.019640577432972622,0.0,0.6808762581409095,0.019640577432972622,101.33999999999996,110.8
2014-03-17,0.0041358995440488044,0.0,-0.10122602295400589,-1.7097483915958696,0.0,-0.10122602295400589,-1.7097483915958696,0.0,0.6387578616352257,-0.009867771857119713,0.0,0.6387578616352257,-0.009867771857119713,101.76,110.8
2014-03-18,-0.0033467892249392506,0.0,0.004125073112375555,-0.4121687436282173,0.0,0.004125073112375555,-0.4121687436282173,0.0,0.6901991717609967,0.009827044025148293,0.0,0.6901991717609967,0.009827044025148293,101.41999999999999,110.8
2014-03-19,0.008932574731790766,0.0,1.4125167698907861,0.23962042272149436,0.0,1.4125167698907861,0.23962042272149436,0.0,1.3778950454412162,0.019719976336024472,0.0,1.3778950454412162,0.019719976336024472,102.32999999999996,110.8
