,mean,std,cv,sign_changes,significant,stability_score
japan_leading_lag1m_log_d1,0.014136805379334679,0.12403138219755813,8.773649977445995,6,False,0.06339686765142204
norm_range,-0.0005555742958457962,0.0008237446657906027,1.4826903835364609,7,False,0.10545530430226505
pct_gap,3.956263310579588e-05,2.757039917463418e-05,0.6968797830242281,0,False,0.5893169392458499
