,mean,std,cv,sign_changes,significant,stability_score
vix_log_d1,-0.006165580365801959,0.0020033765324784527,0.32492910863515645,0,True,0.7547573628525119
term_spread,-4.776321747467936e-05,0.0016244725182295156,34.01095244663311,3,False,0.026308206862324407
cpi_yoy_lag1m_log_d1,0.26451406873921096,0.459911274483125,1.738702507111482,7,False,0.1026830832207649
wti_crude_raw_log_d1,0.0004464099211472261,0.00038259246087958115,0.8570429167352713,2,False,0.25926597696414355
unemployment_lag1m_log_d1,0.0184375561881939,0.03131475706866442,1.6984223260952644,10,False,0.0787499402933701
norm_range,-0.0005443846091623623,0.0004326615268968411,0.7947717837992736,4,False,0.17256934997781084
pct_gap,0.001605942079253958,0.0008684583845261764,0.5407781486923985,0,False,0.6490227037868256
