Instrumento,Modelo,Observaciones,Fecha_Inicio,Fecha_Fin,MSE,RMSE,MAE,MAPE,R2,R2_adjusted,Hit_Direction,Amplitude_Score,Phase_Score,Weighted_Hit_Direction
SP500,ARIMA,252,2024-04-16,2025-03-27,7.211629072619046e-05,0.00849213110627659,0.006137472222222222,,-0.0006113416081692247,-0.004613786974601908,1.9920318725099602,0.0014247097031990785,0.013468464837534071,1.3368733512604927
SP500,SARIMAX_EXTENDED,252,2024-04-16,2025-03-27,2.913517890873016e-05,0.005397701261530705,0.003820638888888889,,0.5957502783033316,0.5941332794165449,88.04780876494024,0.9295492323294807,0.0537312816803036,96.12843180498338
