Instrumento,Modelo,Observaciones,Fecha_Inicio,Fecha_Fin,MSE,RMSE,MAE,MAPE,R2,R2_adjusted,Hit_Direction,Amplitude_Score,Phase_Score,Weighted_Hit_Direction
USDJPY,ARIMA,252,2024-04-17,2025-03-27,4.360473731349206e-05,0.006603388320664783,0.004917432539682539,,-0.0013273490500949059,-0.00533265844629538,0.398406374501992,2.2014875604825512e-05,0.013845670484910396,0.20443893415029016
USDJPY,SARIMAX_BASIC,252,2024-04-17,2025-03-27,4.371650253968254e-05,0.006611845622795692,0.004938365079365079,,-0.0038938953602516424,-0.007909470941692698,50.99601593625498,0.04120004828154544,0.04542122444108056,50.140269186100994
USDJPY,SARIMAX_EXTENDED,252,2024-04-17,2025-03-27,4.1196201218253976e-05,0.006418426693376967,0.0047506785714285715,,0.05398161992722739,0.0501975464069363,51.39442231075697,0.1469510088137066,0.09585933647524732,57.058018603779594
