iter	RMSE
653	27.67111649
654	27.62930627
655	27.61582723
656	27.58734121
657	27.53426594
658	27.50882727
659	27.48656119
660	27.44695963
661	27.41080499
662	27.39072668
663	27.3625002
664	27.32266754
665	27.30276336
666	27.27185752
667	27.25765329
668	27.22013109
669	27.17339539
670	27.14589136
671	27.09691003
672	27.05835684
673	27.04058439
674	27.00801506
675	26.98459613
676	26.95447826
677	26.90722838
678	26.88065318
679	26.8486061
680	26.81743598
681	26.79681408
682	26.76128894
683	26.74819744
684	26.72149554
685	26.69076523
686	26.65148131
687	26.61498649
688	26.58369906
689	26.56400267
690	26.53544752
691	26.5138443
692	26.4945563
693	26.45903983
694	26.42415565
695	26.3858081
696	26.37144524
697	26.33722011
698	26.30809806
699	26.27214095
700	26.23746456
701	26.20476143
702	26.1947522
703	26.17077694
704	26.14273095
705	26.12745696
706	26.08503193
707	26.04443041
708	26.01439506
709	25.98883613
710	25.96482934
711	25.94695082
712	25.90445566
713	25.87082709
714	25.83765339
715	25.81214676
716	25.7708444
717	25.73818807
718	25.70930099
719	25.68071798
720	25.64689127
721	25.6249397
722	25.59088186
723	25.55792344
724	25.53149937
725	25.50924559
726	25.47286697
727	25.43292034
728	25.41841929
729	25.39623318
730	25.38240874
731	25.34598523
732	25.31275296
733	25.2850855
734	25.25883932
735	25.23816926
736	25.21467597
737	25.18198743
738	25.15330225
739	25.12373225
740	25.09553305
741	25.07374275
742	25.04914888
743	25.02162864
744	24.99412739
745	24.96730539
746	24.93668592
747	24.90647179
748	24.87923609
749	24.85455507
750	24.82934214
751	24.79364094
752	24.7652427
753	24.74056887
754	24.70867563
755	24.66449968
756	24.63586727
757	24.60909324
758	24.58711473
759	24.55595322
760	24.51816212
761	24.48404555
762	24.45544715
763	24.4358947
764	24.41100442
765	24.3771897
766	24.35493866
767	24.33329152
768	24.31694227
769	24.30173013
770	24.27459164
771	24.24340061
772	24.23249965
773	24.21140933
774	24.17257257
775	24.14177316
776	24.12821156
777	24.10027187
778	24.06725766
779	24.05151263
780	24.02794731
781	24.00273398
782	23.97659285
783	23.96891222
784	23.94766946
785	23.92462289
786	23.89817614
787	23.86565633
788	23.8473357
789	23.82979085
790	23.80210745
791	23.76820255
792	23.74051647
793	23.70574853
794	23.69050317
795	23.6738211
796	23.64270118
797	23.61882655
798	23.59464346
799	23.57798288
800	23.54966766
801	23.52913178
802	23.49719974
803	23.46778583
804	23.4294057
805	23.40747236
806	23.38468753
807	23.35831947
808	23.33575497
809	23.30465286
810	23.29468066
811	23.26309486
812	23.24811493
813	23.22005296
814	23.20247295
815	23.17585303
816	23.14769022
817	23.13632673
818	23.10918048
819	23.0870498
820	23.0660257
821	23.0504408
822	23.02423396
823	23.01090375
824	22.97207106
825	22.94667278
826	22.91601089
827	22.89698328
828	22.87123125
829	22.8593185
830	22.8394034
831	22.81898226
832	22.79715508
833	22.76601965
834	22.75694373
835	22.74411972
836	22.72263225
837	22.69908286
838	22.67332021
839	22.64079901
840	22.62290828
841	22.60960072
842	22.59387956
843	22.5786179
844	22.56021025
845	22.54169247
846	22.52466141
847	22.49717859
848	22.47134967
849	22.45318092
850	22.43143192
851	22.4077802
852	22.38231785
853	22.36291625
854	22.34623633
855	22.33102324
856	22.2872928
857	22.25136109
858	22.22835603
859	22.20516498
860	22.17950441
861	22.1556393
862	22.13981059
863	22.11976012
864	22.09303433
865	22.07333774
866	22.0509689
867	22.03203168
868	22.01708553
869	21.99882554
870	21.97190602
871	21.95403108
872	21.93845901
873	21.92070546
874	21.90462098
875	21.86615863
876	21.83728654
877	21.81877528
878	21.79753381
879	21.77870956
880	21.7452087
881	21.71930144
882	21.6954667
883	21.679457
884	21.66620753
885	21.6426548
886	21.60681426
887	21.58973436
888	21.58117809
889	21.56669552
890	21.53648524
891	21.51574923
892	21.49362901
893	21.46623444
894	21.44169168
895	21.41961625
896	21.39242571
897	21.36965732
898	21.34896518
899	21.32240351
900	21.29144721
901	21.26872359
902	21.24495979
903	21.22796143
904	21.20536707
905	21.18771626
906	21.16645552
907	21.14797887
908	21.12402277
909	21.09710025
910	21.08250766
911	21.06388059
912	21.04750714
913	21.02280359
914	21.00467247
915	20.98651938
916	20.9719007
917	20.96232105
918	20.93406695
919	20.92184634
920	20.90525959
921	20.88948673
922	20.87238242
923	20.85521066
924	20.82985701
925	20.81392135
926	20.78969152
927	20.77193698
928	20.74735165
929	20.73174932
930	20.71411564
931	20.69291241
932	20.67966718
933	20.64827464
934	20.63334153
935	20.60854213
936	20.58894087
937	20.57129402
938	20.55068796
939	20.52225871
940	20.49554982
941	20.4695858
942	20.44511254
943	20.43798418
944	20.41385746
945	20.39886137
946	20.39384914
947	20.36731118
948	20.35000337
949	20.32264037
950	20.29305433
951	20.26503452
952	20.24733085
953	20.23043876
954	20.21216922
955	20.19086995
956	20.17455483
957	20.14755504
958	20.12819139
959	20.10611205
960	20.09295567
961	20.07408735
962	20.06193735
963	20.04561074
964	20.03818988
965	20.02489147
966	20.00980925
967	19.98929873
968	19.97467539
969	19.9595177
970	19.93969885
971	19.92034691
972	19.88756722
973	19.88219616
974	19.86242116
975	19.83852251
976	19.83134588
977	19.81299629
978	19.7842175
979	19.75696057
980	19.74165762
981	19.72870211
982	19.71331689
983	19.69692636
984	19.68186694
985	19.66258184
986	19.63821402
987	19.62662558
988	19.61401268
989	19.60228824
990	19.58717156
991	19.56950315
992	19.54867163
993	19.52859424
994	19.50283886
995	19.48709981
996	19.48005644
997	19.46405205
998	19.44447811
999	19.42790278
1000	19.41878276
1001	19.40191007
1002	19.38567123
1003	19.36929326
1004	19.35662615
1005	19.33861349
1006	19.31907426
1007	19.29587507
1008	19.28788332
1009	19.27213958
1010	19.24933653
1011	19.23280636
1012	19.219071
1013	19.20070346
1014	19.18597646
1015	19.16986544
1016	19.16449168
1017	19.15008896
1018	19.13781584
1019	19.12680851
1020	19.10432019
1021	19.09186188
1022	19.0725407
1023	19.04797772
1024	19.03319206
1025	19.02034608
1026	19.00645195
1027	18.98946526
1028	18.97951797
1029	18.96820782
1030	18.95210174
1031	18.9297539
1032	18.92253184
1033	18.91101025
1034	18.89285908
1035	18.88121027
1036	18.85742575
1037	18.84230658
1038	18.82559534
1039	18.80542559
1040	18.78823098
1041	18.77225847
1042	18.75842979
1043	18.73805141
1044	18.72682398
1045	18.7207439
1046	18.70969498
1047	18.68987211
1048	18.67151353
1049	18.64784002
1050	18.62866843
1051	18.61102337
1052	18.60009307
1053	18.57326678
1054	18.56154753
1055	18.53829042
1056	18.51782041
1057	18.5020045
1058	18.4825679
1059	18.46634778
1060	18.45727335
1061	18.44240549
1062	18.42740455
1063	18.41662888
1064	18.40068575
1065	18.37991205
1066	18.36355136
1067	18.35128801
1068	18.33553831
1069	18.32335825
1070	18.31165882
1071	18.30064616
1072	18.28833659
1073	18.27556706
1074	18.25775966
1075	18.24467291
1076	18.23432285
1077	18.21818995
1078	18.20449301
1079	18.18709753
1080	18.1725523
1081	18.15873953
1082	18.14584879
1083	18.13486263
1084	18.12130704
1085	18.10606668
1086	18.08762388
1087	18.07640533
1088	18.05555678
1089	18.03994874
1090	18.02748636
1091	18.01572552
1092	18.00452007
1093	17.98973944
1094	17.97034384
1095	17.95864474
1096	17.94186383
1097	17.92122149
1098	17.90968098
1099	17.89212417
1100	17.88201627
1101	17.86820461
1102	17.86055264
1103	17.84779146
1104	17.8419692
1105	17.83336986
1106	17.813676
1107	17.80126177
1108	17.78726906
1109	17.76664956
1110	17.75394896
1111	17.73663411
1112	17.72824142
1113	17.71636974
1114	17.70205211
1115	17.68637173
1116	17.66967593
1117	17.64159234
1118	17.63040386
1119	17.61930604
1120	17.60479337
1121	17.5890279
1122	17.57235826
1123	17.55799339
1124	17.5438526
1125	17.52847451
1126	17.5081451
1127	17.48734341
1128	17.4746065
1129	17.45986588
