"PrediccionKey;FechaKey;ModeloKey;MercadoKey;ValorReal;ValorPredicho;ErrorAbsoluto;ErrorPorcentual;TipoPeriodo;";"onaEntrenamiento;EsPrediccionFutura;FechaReal;ModeloInfo;ValorReal_SP500;ValorPredicho_SP500"
"119;119;1;1;0.01459;0.01459;0.0;0.0;Training;";"ona A;False;30/06/2015;CATBOOST_Training;2093.2;2093.2"
"120;120;1;1;0.015019;0.015022;3,00E-06;0.019975;Training;";"ona A;False;1/07/2015;CATBOOST_Training;2108.6;2108.6"
"121;121;1;1;0.015312;0.015304;8,00E-06;0.052247;Training;";"ona A;False;2/07/2015;CATBOOST_Training;2108.6;2108.58"
"122;122;1;1;0.013001;0.013005;4,00E-06;0.030767;Training;";"ona A;False;3/07/2015;CATBOOST_Training;2103.8;2103.8"
"123;123;1;1;0.014114;0.014115;1,00E-06;0.007085;Training;";"ona A;False;6/07/2015;CATBOOST_Training;2098;2098.0"
"124;124;1;1;0.005766;0.005765;1,00E-06;0.017343;Training;";"ona A;False;7/07/2015;CATBOOST_Training;2093.3;2093.3"
"125;125;1;1;0.025944;0.025945;1,00E-06;0.003854;Training;";"ona A;False;8/07/2015;CATBOOST_Training;2099.8;2099.8"
"126;126;1;1;0.015746;0.015743;3,00E-06;0.019052;Training;";"ona A;False;9/07/2015;CATBOOST_Training;2083.6;2083.6"
"127;127;1;1;0.000482;0.000489;7,00E-06;1.452.282;Training;";"ona A;False;10/07/2015;CATBOOST_Training;2077.6;2077.61"
"128;128;1;1;0.002191;0.002175;1.6e-05;0.73026;Training;";"ona A;False;13/07/2015;CATBOOST_Training;2104.2;2104.17"
"129;129;1;1;-0.01176;-0.011751;9,00E-06;0.076531;Training;";"ona A;False;14/07/2015;CATBOOST_Training;2084.1;2084.12"
"130;130;1;1;-0.010107;-0.010115;8,00E-06;0.079153;Training;";"ona A;False;15/07/2015;CATBOOST_Training;2086.1;2086.08"
"131;131;1;1;-0.019253;-0.019247;6,00E-06;0.031164;Training;";"ona A;False;16/07/2015;CATBOOST_Training;2083.4;2083.41"
"132;132;1;1;-0.016505;-0.016507;2,00E-06;0.012118;Training;";"ona A;False;17/07/2015;CATBOOST_Training;2091.5;2091.5"
"133;133;1;1;-0.012169;-0.012171;2,00E-06;0.016435;Training;";"ona A;False;20/07/2015;CATBOOST_Training;2102.4;2102.4"
"134;134;1;1;-0.010523;-0.010515;8,00E-06;0.076024;Training;";"ona A;False;21/07/2015;CATBOOST_Training;2096.9;2096.92"
