Friday_of_Week,NFCI,ANFCI,Risk,Credit,Leverage,Nonfinancial_Leverage
08/08/1997,-0.664166128444147,-0.597657837781033,-0.611452071063957,-0.213011278691685,-0.951097318021087,0.0797058442696966
08/15/1997,-0.661987786344117,-0.593177480444253,-0.603929397343066,-0.219395484637288,-0.957644748301035,0.080687071372633
08/22/1997,-0.658469908981297,-0.584803191374773,-0.593380198472405,-0.225203181077504,-0.969159301157031,0.0820394944476857
08/29/1997,-0.653532556168142,-0.57397693965308,-0.57974225805114,-0.230045902934912,-0.984978464863914,0.0838070458956309
09/05/1997,-0.647486001601082,-0.561941402234366,-0.563446839756035,-0.23361615758659,-1.00390959542611,0.0860215687173828
09/12/1997,-0.639884426507988,-0.546770147179615,-0.544627895637804,-0.235776881570173,-1.02375099006362,0.0887033644939163
09/19/1997,-0.630433564927951,-0.527414614520026,-0.523199907885589,-0.236361621080584,-1.04296218196329,0.0918609563795376
09/26/1997,-0.618272465964716,-0.503383736670137,-0.499063875979127,-0.235115755059813,-1.05964997390621,0.0954937210012936
10/03/1997,-0.603292777268275,-0.477371733974826,-0.472901945248709,-0.231550273895864,-1.07273776885848,0.0995927571681618
10/10/1997,-0.584545186153994,-0.451324484659554,-0.444697350452414,-0.22530137171064,-1.08143908305869,0.104140423503581
10/17/1997,-0.562792598482133,-0.429812096358855,-0.415903043390708,-0.215812409636208,-1.08605162465295,0.109113221714556
10/24/1997,-0.539427249731035,-0.415216656730314,-0.389010739943509,-0.202855519544015,-1.08647531483318,0.114483426262738
10/31/1997,-0.516549384353746,-0.40895288666296,-0.366555756928668,-0.186667936155213,-1.08326722147826,0.120218690993896
11/07/1997,-0.498463479595711,-0.412630134206476,-0.352441142073676,-0.167998740688566,-1.07759870060124,0.126282947197953
11/14/1997,-0.484466840510332,-0.421297536260585,-0.34600677435233,-0.148016868949679,-1.06960454718504,0.132634560720425
11/21/1997,-0.477406323791287,-0.436859704363747,-0.349090024567211,-0.128255221640894,-1.06027610585796,0.13922549088476
11/28/1997,-0.476317331578505,-0.457968301415924,-0.360182118518691,-0.110625896575091,-1.04924445075273,0.146000241369293
