DFs_originales,filas_originales,filas_originales_total,columnas_originales,columnas_originales_total,filas_resultado,columnas_resultado,tiempo_merge
4,"[4073, 4073, 4073, 4073]",16292,"[58, 5, 21, 35]",119,4073,116,0.03393800000776537
