date,eurusd_close_log_d1,dxy_index_raw_log_d1,interest_rate_diff_log,eu_consumer_confidence_raw_d1
2014-01-02,-0.005980617344689909,0.04076273277041906,-2.5426584902328933,0.0
2014-01-03,-0.0060901974936716785,0.20147259008297022,-2.5426584902328933,0.0
2014-01-04,0.0,0.0,-2.5426584902328933,0.0
2014-01-05,0.0,0.0,-2.5426584902328933,0.0
2014-01-06,0.002939665525497237,0.3449575780024885,-2.5426584902328933,0.0
2014-01-07,-0.0008809926419608982,0.7671993879031687,-2.5426584902328933,0.0
2014-01-08,-0.0030159278441562742,1.0594914904487764,-2.5426584902328933,0.0
2014-01-09,0.002354673641302485,0.6633139549258473,-2.5426584902328933,0.0
2014-01-10,0.004473296059794352,-1.9328027626429234,-2.5426584902328933,0.0
2014-01-11,0.0,0.0,-2.5426584902328933,0.0
2014-01-12,0.0,0.0,-2.5426584902328933,0.0
2014-01-13,0.0002926329671917305,-0.6280827204320222,-2.5426584902328933,0.0
2014-01-14,0.0005850091574520211,0.7815729324330889,-2.5426584902328933,0.0
2014-01-15,-0.005571453456014175,1.84512639622727,-2.5426584902328933,0.0
2014-01-16,0.0011755199355273915,1.2418951854490015,-2.5426584902328933,0.0
2014-01-17,-0.005891467073846468,0.2005055137844085,-2.5426584902328933,0.0
2014-01-18,0.0,0.0,-2.5426584902328933,0.0
2014-01-19,0.0,0.0,-2.5426584902328933,0.0
2014-01-20,0.0008121378127359802,0.0,-2.5426584902328933,0.0
2014-01-21,0.0006639861544622816,0.5579613848082635,-2.5426584902328933,0.0
2014-01-22,-0.0009592326874602319,0.9969149645423874,-2.5426584902328933,0.0
2014-01-23,0.010866479906159188,-0.03774297427608143,-2.5426584902328933,0.0
2014-01-24,-0.0013884323908263108,0.0825594485618778,-2.5426584902328933,0.0
2014-01-25,0.0,0.0,-2.5426584902328933,0.0
2014-01-26,0.0,0.0,-2.5426584902328933,0.0
2014-01-27,-0.00036569757218662957,0.29711315469311683,-2.5426584902328933,0.0
2014-01-28,-0.00014631648281276943,-0.1526634359969284,-2.5426584902328933,0.0
2014-01-29,-0.00043907794338782224,-0.10553306198234776,-2.5426584902328933,0.0
2014-01-30,-0.007862773359028796,1.5738534250090557,-2.5426584902328933,0.0
2014-01-31,-0.00517752635893548,0.2821539598307517,-2.5426584902328933,0.0
2014-02-01,0.0,0.0,-2.5426584902328933,0.40000000000000036
2014-02-02,0.0,0.0,-2.5426584902328933,0.0
2014-02-03,0.002887928253946237,0.40828334651373105,-2.5426584902328933,0.0
2014-02-04,-0.0004437541674772727,-1.1939653803029895,-2.5426584902328933,0.0
2014-02-05,0.001035120240299725,-0.09004753142569172,-2.5426584902328933,0.0
2014-02-06,0.004129799379875454,-1.832346154779749,-2.5426584902328933,0.0
2014-02-07,0.0033062739056551327,0.1653224823305592,-2.5426584902328933,0.0
2014-02-08,0.0,0.0,-2.5426584902328933,0.0
2014-02-09,0.0,0.0,-2.5426584902328933,0.0
2014-02-10,0.0008065403524067372,-0.15823623077364482,-2.5426584902328933,0.0
2014-02-11,-0.0005865102807427469,-0.47970563340735456,-2.5426584902328933,0.0
2014-02-12,-0.0032319699060257556,-0.09930082792456979,-2.5426584902328933,0.0
2014-02-13,0.006380425737676332,0.0,-2.5426584902328933,0.0
2014-02-14,0.0008038291930503316,-2.071600210064285,-2.5426584902328933,0.0
2014-02-15,0.0,0.0,-2.5426584902328933,0.0
2014-02-16,0.0,0.0,-2.5426584902328933,0.0
2014-02-17,0.0011680538632744542,0.0,-2.5426584902328933,0.0
2014-02-18,0.0037140923152265137,-0.46120148451521287,-2.5426584902328933,0.0
2014-02-19,-0.001818909883412878,1.1069565117944593,-2.5426584902328933,0.0
2014-02-20,-0.0010200365183160032,1.6397928951907859,-2.5426584902328933,0.0
2014-02-21,0.0013840832659384184,0.0,-2.5426584902328933,0.0
2014-02-22,0.0,0.0,-2.5426584902328933,0.0
2014-02-23,0.0,0.0,-2.5426584902328933,0.0
2014-02-24,-0.00021841214458340197,-1.496392966874563,-2.5426584902328933,0.0
2014-02-25,0.0008006114187244506,0.41044198399935394,-2.5426584902328933,0.0
2014-02-26,-0.004228644388079794,1.7845524928852148,-2.5426584902328933,0.0
2014-02-27,0.0015331267832331408,-0.6093823091821707,-2.5426584902328933,0.0
2014-02-28,0.006833905186047762,-1.6821956807323935,-2.5426584902328933,0.0
2014-03-01,0.0,0.0,-2.426447542436958,1.0999999999999996
2014-03-02,0.0,0.0,-2.426447542436958,0.0
2014-03-03,-0.004938998999925559,0.0,-2.426447542436958,0.0
2014-03-04,0.0005823264103996806,1.591203768812508,-2.426447542436958,0.0
2014-03-05,-0.0007279610134386938,-1.1173341173311422,-2.426447542436958,0.0
2014-03-06,0.00913380760974386,-2.86175611869531,-2.426447542436958,0.0
2014-03-07,0.0012980459023138047,1.5891002565753574,-2.426447542436958,0.0
2014-03-08,0.0,0.0,-2.426447542436958,0.0
2014-03-09,0.0,0.0,-2.426447542436958,0.0
2014-03-10,0.0,0.7110763024101823,-2.426447542436958,0.0
2014-03-11,-0.0012258880208378953,0.08237659033901999,-2.426447542436958,0.0
2014-03-12,0.003169803100740942,0.44426879152650917,-2.426447542436958,0.0
