date,eurusd_close_log_d1,eurusd_close_log_d1_inv
2014-03-31,0.0013080446600153839,1.377
2014-04-01,0.0015964011807737544,1.3792
2014-04-02,-0.0018869299451647614,1.3766
2014-04-03,-0.0034929448990428935,1.3718
2014-04-04,-0.0011670314964222217,1.3702
2014-04-07,0.0027694792134959623,1.374
2014-04-08,0.003922428214896134,1.3794
2014-04-09,0.004412463305842218,1.3855
2014-04-10,0.002306972402301488,1.3887
2014-04-11,-0.00028808066457780557,1.3883
2014-04-14,-0.004692979986062273,1.3818
2014-04-15,-0.0004343105388572299,1.3812
2014-04-16,0.00014479113903526075,1.3814
2014-04-17,0.0,1.3814
2014-04-18,-7.239294895838855e-05,1.3813
2014-04-21,-0.0015939722256221311,1.3791
2014-04-22,0.0008697543492406923,1.3803
2014-04-23,0.0009413810029361147,1.3816
2014-04-24,0.0010128048322894379,1.383
2014-04-25,7.230396590401922e-05,1.3831
2014-04-28,0.0013005782180097736,1.3849
2014-04-29,-0.0027476517647890275,1.3811
2014-04-30,0.0039744244245070726,1.3866
2014-05-01,0.00021633315389940622,1.3869
2014-05-02,7.210065254215081e-05,1.387
2014-05-05,0.0002883506363692834,1.3874
2014-05-06,0.003812817107845423,1.3927
2014-05-07,-0.001221396135603403,1.391
2014-05-08,-0.005045055745828142,1.384
2014-05-09,-0.006015164710664933,1.3757
2014-05-12,-7.269290883876733e-05,1.3756
2014-05-13,-0.003933284989312336,1.3702
2014-05-14,0.0008754012814652934,1.3714
2014-05-15,-0.0002917152879496343,1.371
2014-05-16,-0.0013137729062841497,1.3692
2014-05-19,0.0010949305813052757,1.3707
2014-05-20,-0.00036484366853678507,1.3702
2014-05-21,-0.001168395050401394,1.3686
2014-05-22,-0.0023408935342174586,1.3654
2014-05-23,-0.0015391947920959104,1.3633
2014-05-26,0.0008798299563091971,1.3645
2014-05-27,-0.0009531840733419394,1.3632
2014-05-28,-0.003159328148599483,1.3589
2014-05-29,0.0008826775122560138,1.3601
2014-05-30,0.0021299262578248213,1.363
2014-06-02,-0.0026447267839947997,1.3594
2014-06-03,0.0024245998432373406,1.3627
2014-06-04,-0.0021303956634159404,1.3598
2014-06-05,0.004402707434629616,1.3658
2014-06-06,-0.001245467027914171,1.3641
2014-06-09,-0.0035985791413524204,1.3592
2014-06-10,-0.0033162637710315024,1.3547
2014-06-11,-0.001107869680137319,1.3532
2014-06-12,0.0014030944221147812,1.3551
2014-06-13,-0.0006643782771231233,1.3542
2014-06-16,0.0022865582523743377,1.3573
2014-06-17,-0.0020650497787695343,1.3545
2014-06-18,0.003684602547375515,1.3595
2014-06-19,0.0009557770091266349,1.3608
2014-06-20,-0.0006615944667386353,1.3599
2014-06-23,0.00029409602447100225,1.3603
2014-06-24,0.00014701558391666536,1.3605
2014-06-25,0.0017625032101662441,1.3629
2014-06-26,-0.0013215860954393643,1.3611
2014-06-27,0.002641427906040217,1.3647
2014-06-30,0.0032189653956421482,1.3691
2014-07-01,-0.0008768725443117353,1.3679
2014-07-02,-0.0014631650865525314,1.3659
2014-07-03,-0.0035938283573799246,1.361
2014-07-04,-0.0012498623102639161,1.3593
2014-07-07,0.0008089127918382566,1.3604
2014-07-08,0.0005144222049874858,1.3611
2014-07-09,0.0024215752064628004,1.3644
2014-07-10,-0.0025685259782188274,1.3609
2014-07-11,-7.348348461988508e-05,1.3608
2014-07-14,0.0008080214932597585,1.3619
2014-07-15,-0.0035307134875867674,1.3571
2014-07-16,-0.003395338366688372,1.3525
2014-07-17,7.393442020298124e-05,1.3526
2014-07-18,-0.00014787430710866412,1.3524
2014-07-21,-7.39453544167934e-05,1.3523
2014-07-22,-0.0043724826027178865,1.3464
2014-07-23,0.0,1.3464
2014-07-24,-7.427489140710009e-05,1.3463
2014-07-25,-0.0025286343980595594,1.3429
2014-07-28,0.0007443799658889416,1.3439
2014-07-29,-0.0022348042674221746,1.3409
2014-07-30,-0.0009699683655469138,1.3396
2014-07-31,-0.0005973715828779258,1.3388
2014-08-01,0.0030577642499580726,1.3429
2014-08-04,-0.0005959031833693285,1.3421
2014-08-05,-0.0034333516335987024,1.3375
2014-08-06,0.00044849754078157833,1.3381
2014-08-07,-0.0014209328195661786,1.3362
2014-08-08,0.003585839790301526,1.341
2014-08-11,-0.0018660203212712556,1.3385
2014-08-12,-0.0011960829713303922,1.3369
2014-08-13,-0.00037406950647533854,1.3364
2014-08-14,-0.00014966699122453964,1.3362
2014-08-15,0.002690584582790312,1.3398
2014-08-18,-0.002690584582790312,1.3362
2014-08-19,-0.0032232702843920658,1.3319
2014-08-20,-0.004590443399693667,1.3258
2014-08-21,0.0017332985989138572,1.3281
2014-08-22,-0.0029408459154593447,1.3242
2014-08-25,-0.0038588176358716475,1.3191
2014-08-26,-0.0018210794925760942,1.3167
2014-08-27,0.0018968858830910595,1.3192
2014-08-28,-0.0007583226267695031,1.3182
2014-08-29,-0.003800262991182024,1.3132
2014-09-01,-0.00038082181807580495,1.3127
2014-09-02,0.00030466905559756174,1.3131
2014-09-03,0.0014459117469056149,1.315
2014-09-04,-0.015789398307637648,1.2944
2014-09-05,0.00046342782941077854,1.295
2014-09-08,-0.004178602381274155,1.2896
2014-09-09,0.003019629873720009,1.2935
2014-09-10,-0.001469962741963704,1.2916
2014-09-11,0.0006965674984639736,1.2925
2014-09-12,0.0030128648848081196,1.2964
2014-09-15,-0.0018529962065463867,1.294
2014-09-16,0.0014672383805229283,1.2959
2014-09-17,-0.0072800817195700085,1.2865
2014-09-18,0.004420839402266286,1.2922
2014-09-19,-0.007301003305065307,1.2828
2014-09-22,0.0016357054704351504,1.2849
2014-09-23,-0.0003113567394967265,1.2845
2014-09-24,-0.005151431935280587,1.2779
2014-09-25,-0.002350361470581125,1.2749
2014-09-26,-0.005190323070692643,1.2683
2014-09-29,7.884259080837008e-05,1.2684
2014-09-30,-0.004187246884262752,1.2631
2014-10-01,-0.0006335630211135312,1.2623
2014-10-02,0.003558581905668712,1.2668
2014-10-03,-0.01207130286975755,1.2516
2014-10-06,0.010807479636766731,1.2652
2014-10-07,0.0012638232329908183,1.2668
2014-10-08,0.005117919914905289,1.2733
2014-10-09,-0.003382766865002357,1.269
2014-10-10,-0.0049769032697530025,1.2627
2014-10-13,0.009850743591315908,1.2752
2014-10-14,-0.007398695694745494,1.2658
2014-10-15,0.013964296894496853,1.2836
2014-10-16,-0.0022618268036758427,1.2807
2014-10-17,-0.00359825169209535,1.2761
2014-10-20,0.0028952639654292456,1.2798
2014-10-21,-0.006585160203051471,1.2714
2014-10-22,-0.005204648607046253,1.2648
2014-10-23,-0.0003163055537995507,1.2644
2014-10-24,0.0020541999796763466,1.267
2014-10-27,0.0021287507546067785,1.2697
2014-10-28,0.0029098365071792698,1.2734
2014-10-29,-0.00812147180299555,1.2631
2014-10-30,-0.0015053681090236581,1.2612
2014-10-31,-0.007001938218655218,1.2524
2014-11-03,-0.003359196952308019,1.2482
2014-11-04,0.0049548570962007765,1.2544
2014-11-05,-0.00471453987631551,1.2485
2014-11-06,-0.009011244499897736,1.2373
2014-11-07,0.00636457334752305,1.2452
2014-11-10,-0.0025731760740290988,1.242
2014-11-11,0.004338401598598218,1.2474
2014-11-12,-0.002890175422233382,1.2438
2014-11-13,0.0029703389558848603,1.2475
2014-11-14,0.0036805930492282146,1.2521
2014-11-17,-0.005766936287161795,1.2449
2014-11-18,0.006964206654070909,1.2536
2014-11-19,0.0013551757823516974,1.2553
2014-11-20,-0.00119564798429464,1.2538
2014-11-21,-0.012035770740820517,1.2388
2014-11-24,0.004349583981871741,1.2442
2014-11-25,0.0025686320111029115,1.2474
2014-11-26,0.0024820862256514087,1.2505
2014-11-27,-0.003123625942923536,1.2466
2014-11-28,-0.0012843154759420994,1.245
2014-12-01,0.0015249411037323302,1.2469
2014-12-02,-0.007082524575894589,1.2381
2014-12-03,-0.00575109924219222,1.231
2014-12-04,0.005427971361523065,1.2377
2014-12-05,-0.007460905584742911,1.2285
2014-12-08,0.0025202240891115946,1.2316
2014-12-09,0.004698267046543136,1.2374
2014-12-10,0.005882132910043358,1.2447
2014-12-11,-0.003057614226358002,1.2409
2014-12-12,0.0041014975668246245,1.246
2014-12-15,-0.0019280211627996646,1.2436
2014-12-16,0.005932832282312256,1.251
2014-12-17,-0.013601272007773224,1.2341
2014-12-18,-0.004548046497904079,1.2285
2014-12-19,-0.0048141743666087755,1.2226
2014-12-22,0.0002453486006993022,1.2229
2014-12-23,-0.004754107314812961,1.2171
2014-12-24,0.0018059436857078004,1.2193
2014-12-25,0.00229376687773572,1.2221
2014-12-26,-0.003771114487209959,1.2175
2014-12-29,-0.001973198042178742,1.2151
2014-12-30,0.00041140412807189053,1.2156
2014-12-31,-0.004865387076835481,1.2097
2015-01-01,0.00041324022241850944,1.2102
2015-01-02,-0.0084640784121294,1.2
2015-01-05,-0.005766594894336979,1.1931
2015-01-06,-0.0036105669182598943,1.1888
2015-01-07,-0.004299269003646883,1.1837
2015-01-08,-0.003808883524775708,1.1792
2015-01-09,0.003977830982518332,1.1839
2015-01-12,-0.0005069280270773302,1.1833
2015-01-13,-0.005168408031195448,1.1772
2015-01-14,0.0014430629387640892,1.1789
2015-01-15,-0.013750910613360923,1.1628
2015-01-16,-0.0052597663833650055,1.1567
2015-01-19,0.0031936499458931344,1.1604
2015-01-20,-0.00475101312620721,1.1549
2015-01-21,0.005095662448936306,1.1608
2015-01-22,-0.02115605827738018,1.1365
2015-01-23,-0.013999874234615614,1.1207
2015-01-26,0.0026733218558742805,1.1237
2015-01-27,0.012733393373987406,1.1381
2015-01-28,-0.00838227875280427,1.1286
2015-01-29,0.0029197101033346384,1.1319
2015-01-30,-0.0029197101033346384,1.1286
2015-02-02,0.004773278752657553,1.134
2015-02-03,0.012182980783753683,1.1479
2015-02-04,-0.01183030929358786,1.1344
2015-02-05,0.011481786156837065,1.1475
2015-02-06,-0.014218249002279096,1.1313
2015-02-09,0.0008835483875728328,1.1323
2015-02-10,-0.00035332568161954014,1.1319
2015-02-11,0.001059602748146482,1.1331
2015-02-12,0.006246446210960724,1.1402
2015-02-13,-0.0016677642663105452,1.1383
2015-02-16,-0.0027270744853381546,1.1352
2015-02-17,0.0050962240162427674,1.141
2015-02-18,-0.0013155011763367475,1.1395
2015-02-19,-0.0025482198227177455,1.1366
2015-02-20,0.0010552234535257943,1.1378
2015-02-23,-0.004227591288540639,1.133
2015-02-24,0.0007940359497877192,1.1339
2015-02-25,0.0019383265980648934,1.1361
2015-02-26,-0.014629865934560546,1.1196
2015-02-27,-0.0002679887460765723,1.1193
2015-03-02,-0.0008938148610791036,1.1183
2015-03-03,-0.0008051170090943582,1.1174
2015-03-04,-0.008718764502161289,1.1077
2015-03-05,-0.004433393373245387,1.1028
2015-03-06,-0.016917782671505385,1.0843
2015-03-09,0.0006453694964236034,1.085
2015-03-10,-0.014201751662474657,1.0697
2015-03-11,-0.01431151439325596,1.0545
2015-03-12,0.008498634721462499,1.0635
2015-03-13,-0.013442080476426553,1.0493
2015-03-16,0.006932930566350214,1.0566
2015-03-17,0.002929643450574962,1.0597
2015-03-18,0.02497567151569395,1.0865
2015-03-19,-0.019142008001393193,1.0659
2015-03-20,0.01499166771133574,1.082
2015-03-23,0.011486457556490762,1.0945
2015-03-24,-0.0019205273633676884,1.0924
2015-03-25,0.004110908817738457,1.0969
2015-03-26,-0.00787117371527242,1.0883
2015-03-27,0.00036747818511832786,1.0887
2015-03-30,-0.00506470072912385,1.0832
2015-03-31,-0.009461159527312066,1.073
2015-04-01,0.002977854424620896,1.0762
2015-04-02,0.01099673790164711,1.0881
2015-04-03,0.00869292201465427,1.0976
2015-04-06,-0.00502352976793792,1.0921
2015-04-07,-0.009938427252191434,1.0813
2015-04-08,-0.0031493171639085382,1.0779
2015-04-09,-0.011289012924900851,1.0658
2015-04-10,-0.005268121308976213,1.0602
2015-04-13,-0.0034013638234903013,1.0566
2015-04-14,0.008106369209561662,1.0652
2015-04-15,0.00299962729602872,1.0684
2015-04-16,0.007088259485923967,1.076
2015-04-17,0.004173435225210895,1.0805
2015-04-20,-0.006406409729523235,1.0736
2015-04-21,-0.0002794727299388067,1.0733
2015-04-22,-0.0007456426853065939,1.0725
2015-04-23,0.009188426054406257,1.0824
2015-04-24,0.004424785980355603,1.0872
2015-04-27,0.0012868831631657612,1.0886
2015-04-28,0.008597876069376356,1.098
2015-04-29,0.013478877909903417,1.1129
2015-04-30,0.008321823337492248,1.1222
2015-05-01,-0.0019623590277313696,1.12
2015-05-04,-0.005012541823544325,1.1144
2015-05-05,0.003582949013949871,1.1184
2015-05-06,0.014821660281747834,1.1351
2015-05-07,-0.0076052718889945276,1.1265
2015-05-08,-0.005518974307621494,1.1203
2015-05-11,-0.004383421609224392,1.1154
2015-05-12,0.005275641511381712,1.1213
2015-05-13,0.012584356078778128,1.1355
2015-05-14,0.004656688114418384,1.1408
2015-05-15,0.003762198759262231,1.1451
2015-05-18,-0.01203616551023845,1.1314
2015-05-19,-0.014870493513477481,1.1147
2015-05-20,-0.005036434784881916,1.1091
2015-05-21,0.0018916368294380898,1.1112
2015-05-22,-0.008767625197736245,1.1015
2015-05-25,-0.0036380212930713918,1.0975
2015-05-26,-0.009337306945622625,1.0873
2015-05-27,0.00275532870863239,1.0903
2015-05-28,0.003936111997481687,1.0946
2015-05-29,0.003738662997017486,1.0987
2015-06-01,-0.005659014737090046,1.0925
2015-06-02,0.020565113036514177,1.1152
2015-06-03,0.010880335641215183,1.1274
2015-06-04,-0.0032872847336179872,1.1237
2015-06-05,-0.011276296323893611,1.1111
2015-06-08,0.01607033959651348,1.1291
2015-06-09,-0.0007087800420760154,1.1283
2015-06-10,0.0036271990933441356,1.1324
2015-06-11,-0.005934209876986354,1.1257
2015-06-12,0.0009766926414593036,1.1268
2015-06-15,0.0013303181421829152,1.1283
2015-06-16,-0.0032846582862990914,1.1246
2015-06-17,0.007882774089482278,1.1335
2015-06-18,0.002027057495748441,1.1358
2015-06-19,-0.0005284015974992007,1.1352
2015-06-22,-0.0010576415581355914,1.134
2015-06-23,-0.015194214740916395,1.1169
2015-06-24,0.0032180236942008222,1.1205
2015-06-25,-8.924985502821448e-05,1.1204
2015-06-26,-0.003576541723786353,1.1164
2015-06-29,0.006339589963216652,1.1235
2015-06-30,-0.00894060492796156,1.1135
2015-07-01,-0.00748189364816082,1.1052
2015-07-02,0.00280099573234599,1.1083
2015-07-03,0.0026132026585265616,1.1112
2015-07-06,-0.005142791142633066,1.1055
2015-07-07,-0.004078863574820971,1.101
2015-07-08,0.005886365196610691,1.1075
2015-07-09,-0.003527659576159692,1.1036
2015-07-10,0.01135249601120232,1.1162
2015-07-13,-0.014438077912975494,1.1002
2015-07-14,0.0006360456349996796,1.1009
2015-07-15,-0.005647673965845798,1.0947
2015-07-16,-0.006690827398691437,1.0874
2015-07-17,-0.004239246971674118,1.0828
2015-07-20,-0.0002770978635011634,1.0825
2015-07-21,0.010201825533094788,1.0936
2015-07-22,-0.0002743609693006688,1.0933
2015-07-23,0.004380768163228577,1.0981
2015-07-24,9.106224110466687e-05,1.0982
2015-07-27,0.009876399765923596,1.1091
2015-07-28,-0.0029798207068633953,1.1058
2015-07-29,-0.00671447945007117,1.0984
2015-07-30,-0.004836879153971588,1.0931
2015-07-31,0.005109966407045544,1.0987
2015-08-03,-0.0034646278274560877,1.0949
2015-08-04,-0.006321886463491189,1.088
2015-08-05,0.002203452966434885,1.0904
2015-08-06,0.0017409634671746027,1.0923
2015-08-07,0.0038377240084454117,1.0965
2015-08-10,0.004640379556502108,1.1016
2015-08-11,0.002176279422595684,1.104
2015-08-12,0.010452428916293124,1.1156
2015-08-13,-0.0007173601455406631,1.1148
2015-08-14,-0.0037746068002863092,1.1106
2015-08-17,-0.0023438215002776486,1.108
2015-08-18,-0.005611382268613144,1.1018
2015-08-19,0.00894516920095316,1.1117
2015-08-20,0.011092340228182243,1.1241
2015-08-21,0.012904545348807903,1.1387
2015-08-24,0.02008326574187272,1.1618
2015-08-25,-0.008991933316722878,1.1514
2015-08-26,-0.017434407168117186,1.1315
2015-08-27,-0.006383566317878023,1.1243
2015-08-28,-0.005708694479434034,1.1179
2015-08-31,0.0028584208832679314,1.1211
2015-09-01,0.00941058081234794,1.1317
2015-09-02,-0.008073503463796872,1.1226
2015-09-03,-0.009397303683302605,1.1121
2015-09-04,0.002245476310639649,1.1146
2015-09-07,0.0018823113163104338,1.1167
2015-09-08,0.002861488136901319,1.1199
2015-09-09,0.00044636879730575174,1.1204
2015-09-10,0.0064057158540039155,1.1276
2015-09-11,0.005571537737836613,1.1339
2015-09-14,-0.0018537322693706615,1.1318
2015-09-15,-0.004605038247809751,1.1266
2015-09-16,0.0020394598068876474,1.1289
2015-09-17,0.012850027195334526,1.1435
2015-09-18,-0.01143372174481122,1.1305
2015-09-21,-0.010582109330536951,1.1186
2015-09-22,-0.006097579868118624,1.1118
2015-09-23,0.006008178410815343,1.1185
2015-09-24,0.003926122648308633,1.1229
2015-09-25,-0.003121797121233824,1.1194
2015-09-28,0.0043677922984548395,1.1243
2015-09-29,0.0001778726436564293,1.1245
2015-09-30,-0.006154963456618437,1.1176
2015-10-01,0.001609298514507168,1.1194
2015-10-02,0.0013391065697905269,1.1209
2015-10-05,-0.002143432096865336,1.1185
2015-10-06,0.0073932550720332,1.1268
2015-10-07,-0.0029329443768337377,1.1235
2015-10-08,0.003820019747697856,1.1278
2015-10-09,0.006716179363544142,1.1354
2015-10-12,8.807080898731723e-05,1.1355
2015-10-13,0.0018476975033632492,1.1376
2015-10-14,0.008490575756120916,1.1473
2015-10-15,-0.007963288636073679,1.1382
2015-10-16,-0.0031679012765567505,1.1346
2015-10-19,-0.0019408916547222627,1.1324
2015-10-20,0.0017646025401185234,1.1344
2015-10-21,-0.00070546740139249,1.1336
2015-10-22,-0.02049799956896378,1.1106
2015-10-23,-0.00831831197912579,1.1014
2015-10-26,0.003806076185024307,1.1056
2015-10-27,-0.0007238509183229991,1.1048
2015-10-28,-0.011653445790231948,1.092
2015-10-29,0.005115100666770275,1.0976
2015-10-30,0.0026386439948956897,1.1005
2015-11-02,0.000726678204381867,1.1013
2015-11-03,-0.004276816200950148,1.0966
2015-11-04,-0.009529117369203158,1.0862
2015-11-05,0.0017476893562214796,1.0881
2015-11-06,-0.013229296968497228,1.0738
2015-11-09,0.0010238749905485817,1.0749
2015-11-10,-0.002421759752917793,1.0723
2015-11-11,0.0018634124463967477,1.0743
2015-11-12,0.006864590963747252,1.0817
2015-11-13,-0.003704737033457861,1.0777
2015-11-16,-0.008666938366980306,1.0684
2015-11-17,-0.0040328307881199385,1.0641
2015-11-18,0.001596319414996071,1.0658
2015-11-19,0.006919148688787055,1.0732
2015-11-20,-0.008327533504470373,1.0643
2015-11-23,-0.0008459839767606253,1.0634
2015-11-24,0.0005640688313517384,1.064
2015-11-25,-0.0013166558847469007,1.0626
2015-11-26,-0.001601130551617036,1.0609
2015-11-27,-0.0017925378638194087,1.059
2015-11-30,-0.00255283077228987,1.0563
2015-12-01,0.006416932465442914,1.0631
2015-12-02,-0.0018830624150148884,1.0611
2015-12-03,0.03035176603312789,1.0938
2015-12-04,-0.0049491440035811934,1.0884
2015-12-07,-0.004512185932677604,1.0835
2015-12-08,0.0053387461119860785,1.0893
2015-12-09,0.012045040232601362,1.1025
2015-12-10,-0.007739624339074505,1.094
2015-12-11,0.004286958724908696,1.0987
2015-12-14,0.00027301269678606244,1.099
2015-12-15,-0.0057489778269216585,1.0927
2015-12-16,-0.0014653359156466816,1.0911
2015-12-17,-0.007913180784408072,1.0825
2015-12-18,0.0036883398198394174,1.0865
2015-12-21,0.0043164873927132585,1.0912
2015-12-22,0.0038415852604232748,1.0954
2015-12-23,-0.004116549745909831,1.0909
2015-12-24,0.005484975813577375,1.0969
2015-12-25,0.0003645975794649564,1.0973
2015-12-28,-0.0007293281388104783,1.0965
2015-12-29,-0.00438717457171918,1.0917
2015-12-30,0.0010985993964040541,1.0929
2015-12-31,-0.006333492188746959,1.086
2016-01-01,-0.00018417902253002605,1.0858
2016-01-04,-0.0026744148370170806,1.0829
2016-01-05,-0.007694128339612624,1.0746
2016-01-06,0.002973427204675305,1.0778
2016-01-07,0.01437018096150243,1.0934
2016-01-08,-0.0004573937782710452,1.0929
2016-01-11,-0.00642557745977293,1.0859
2016-01-12,-0.0004605535935504751,1.0854
2016-01-13,0.0017489763743993442,1.0873
2016-01-14,-0.00082808119927201,1.0864
2016-01-15,0.004591797947699788,1.0914
2016-01-18,-0.002201431819171054,1.089
2016-01-19,0.001376462708723325,1.0905
2016-01-20,-0.0014682942896685203,1.0889
2016-01-21,-0.0015624285150813433,1.0872
2016-01-22,-0.007200252652391562,1.0794
2016-01-25,0.004898119861629496,1.0847
2016-01-26,0.0020261565229693773,1.0869
2016-01-27,0.002022059512499494,1.0891
2016-01-28,0.004214776259539282,1.0937
2016-01-29,-0.009462199117381581,1.0834
2016-02-01,0.004788222776301254,1.0886
2016-02-02,0.0027520428340836456,1.0916
2016-02-03,0.01698573922603673,1.1103
2016-02-04,0.00923400707096414,1.1206
2016-02-05,-0.00447187937785036,1.1156
2016-02-08,0.003489780285475641,1.1195
2016-02-09,0.008538698147667015,1.1291
2016-02-10,-0.000177147918975204,1.1289
2016-02-11,0.0028306078165625526,1.1321
2016-02-12,-0.005580421054137696,1.1258
2016-02-15,-0.009370467029434948,1.1153
2016-02-16,-0.0010765229352202588,1.1141
2016-02-17,-0.0012574099016161022,1.1127
2016-02-18,-0.0021592451034347787,1.1103
2016-02-19,0.002608501591515641,1.1132
2016-02-22,-0.009567723496152453,1.1026
2016-02-23,-0.0008165858095640771,1.1017
2016-02-24,-0.0005447612264737473,1.1011
2016-02-25,0.0009077705779509254,1.1021
2016-02-26,-0.008199754397706593,1.0931
2016-02-29,-0.005504096089835098,1.0871
2016-03-01,-0.0006441224055229317,1.0864
2016-03-02,0.00018407731299099894,1.0866
2016-03-03,0.008157324918098424,1.0955
2016-03-04,0.004190204709868958,1.1001
2016-03-07,0.0009994095230621142,1.1012
2016-03-08,-0.00027246719209475523,1.1009
2016-03-09,-0.0010906117594687709,1.0997
2016-03-10,0.01614611362586331,1.1176
2016-03-11,-0.00232912404853286,1.115
2016-03-14,-0.0041340941416790206,1.1104
2016-03-15,0.0003601656801043851,1.1108
2016-03-16,0.010210567884227195,1.1222
2016-03-17,0.008429882655024146,1.1317
2016-03-18,-0.004427920801775578,1.1267
2016-03-21,-0.0024882266458989416,1.1239
2016-03-22,-0.0022268748346492007,1.1214
2016-03-23,-0.0027682296554294022,1.1183
2016-03-24,-0.0008946144808505141,1.1173
2016-03-25,-0.0008954155326056368,1.1163
2016-03-28,0.0026838448745352544,1.1193
2016-03-29,0.00854021737227946,1.1289
2016-03-30,0.0041547021089693575,1.1336
2016-03-31,0.0036981639400763267,1.1378
2016-04-01,0.0007028642004345831,1.1386
2016-04-04,0.0003512469302006105,1.139
2016-04-05,-0.0007026172781585405,1.1382
2016-04-06,0.0013170026926659084,1.1397
2016-04-07,-0.001932198036584093,1.1375
2016-04-08,0.0021076674176273846,1.1399
2016-04-11,0.0006139004797057201,1.1406
2016-04-12,-0.0019306719467958589,1.1384
2016-04-13,-0.009887086191172234,1.1272
2016-04-14,-0.000532434123856812,1.1266
2016-04-15,0.0012419055973904858,1.128
2016-04-18,0.0028328630843041797,1.1312
2016-04-19,0.003882129456507774,1.1356
2016-04-20,-0.005386088690758156,1.1295
2016-04-21,-0.000797130373018165,1.1286
2016-04-22,-0.004974250796596566,1.123
2016-04-25,0.0029342483152077214,1.1263
2016-04-26,0.0031027018375107546,1.1298
2016-04-27,0.0018570107472127284,1.1319
2016-04-28,0.002823116122919314,1.1351
2016-04-29,0.009033168198463198,1.1454
2016-05-02,0.006526586279151064,1.1529
2016-05-03,-0.002953442035671744,1.1495
2016-05-04,-0.0008703220740832185,1.1485
2016-05-05,-0.0070776650906360095,1.1404
2016-05-06,-0.00017539244103539908,1.1402
2016-05-09,-0.001843480309637574,1.1381
2016-05-10,-0.0011429075049531057,1.1368
2016-05-11,0.005001545985468925,1.1425
2016-05-12,-0.0043859719432544075,1.1375
2016-05-13,-0.006172859107080847,1.1305
2016-05-16,0.0009725477093874835,1.1316
2016-05-17,-0.00044194989007668994,1.1311
2016-05-18,-0.008523535577072416,1.1215
2016-05-19,-0.0011598341845309584,1.1202
2016-05-20,0.001783803541139689,1.1222
2016-05-23,-0.0005348070365461116,1.1216
2016-05-24,-0.006799095793096163,1.114
2016-05-25,0.0011662855132617694,1.1153
2016-05-26,0.0034907173507802147,1.1192
2016-05-27,-0.006993662505450568,1.1114
2016-05-30,0.0026956616197751637,1.1144
2016-05-31,-0.0013469224862165535,1.1129
2016-06-01,0.005019280950804908,1.1185
2016-06-02,-0.003223787156658553,1.1149
2016-06-03,0.01918864951907215,1.1365
2016-06-06,-0.0012326115313042452,1.1351
2016-06-07,0.0004403928375223687,1.1356
2016-06-08,0.0031651160588952454,1.1392
