date,eurusd_close_log_d1,dxy_index_raw_log_d1,interest_rate_diff_log,eu_consumer_confidence_raw_d1,norm_range,pct_gap,dxy_index_raw_log_d1_pre_scale,interest_rate_diff_log_pre_scale,eu_consumer_confidence_raw_d1_pre_scale,norm_range_pre_scale,pct_gap_pre_scale,dxy_index_raw_log_d1_unscaled,interest_rate_diff_log_unscaled,eu_consumer_confidence_raw_d1_unscaled,norm_range_unscaled,pct_gap_unscaled,dxy_index_raw_log_d1_pre_scale_unscaled,interest_rate_diff_log_pre_scale_unscaled,eu_consumer_confidence_raw_d1_pre_scale_unscaled,norm_range_pre_scale_unscaled,pct_gap_pre_scale_unscaled,eurusd_close_log_d1_inv,dxy_index_raw_log_d1_inv,interest_rate_diff_log_inv,eu_unemployment_lag1m_inv,eu_consumer_confidence_raw_d1_inv
2014-01-02,-0.005980617344689909,0.030230456444883952,-2.5625138611292404,0.0,0.9807761877674165,0.6893143167974345,0.030230456444883952,-2.5625138611292404,0.0,0.9807761877674165,0.6893143167974345,0.00010113123341827957,-2.659260036932778,0.0,1.0680321872713934,0.02908667830133478,0.00010113123341827957,-2.659260036932778,0.0,1.0680321872713934,0.02908667830133478,1.367,93.81920000000001,0.07,,-12.8
2014-01-03,-0.0060901974936716785,0.10767283699323052,-2.5625138611292404,0.0,0.04065891712458189,-0.5285937911798373,0.10767283699323052,-2.5625138611292404,0.0,0.04065891712458189,-0.5285937911798373,0.0003602025272302356,-2.659260036932778,0.0,0.6771178332229245,0.007315288953912874,0.0003602025272302356,-2.659260036932778,0.0,0.6771178332229245,0.007315288953912874,1.3587,93.85299999999998,0.07,,-12.8
2014-01-06,0.002939665525497237,0.1843554056189258,-2.5625138611292404,0.0,-0.12295474955816571,0.29735144161062704,0.1843554056189258,-2.5625138611292404,0.0,-0.12295474955816571,0.29735144161062704,0.0006167319898580104,-2.659260036932778,0.0,0.6090849049680762,0.022079929344223665,0.0006167319898580104,-2.659260036932778,0.0,0.6090849049680762,0.022079929344223665,1.3627,93.91090000000001,0.07,,-12.8
2014-01-07,-0.0008809926419608982,0.41001376217472146,-2.5625138611292404,0.0,-0.510266076396692,-0.5273024884704668,0.41001376217472146,-2.5625138611292404,0.0,-0.510266076396692,-0.5273024884704668,0.0013716365005205233,-2.659260036932778,0.0,0.4480352552331983,0.0073383723490121795,0.0013716365005205233,-2.659260036932778,0.0,0.4480352552331983,0.0073383723490121795,1.3615,94.03979999999997,0.07,,-12.8
2014-01-08,-0.0030159278441562742,0.5662231993931596,-2.5625138611292404,0.0,-0.13495250205238565,-0.5269406691766898,0.5662231993931596,-2.5625138611292404,0.0,-0.13495250205238565,-0.5269406691766898,0.0018942105835906276,-2.659260036932778,0.0,0.6040960660085447,0.007344840249723761,0.0018942105835906276,-2.659260036932778,0.0,0.6040960660085447,0.007344840249723761,1.3574,94.21810000000005,0.07,,-12.8
2014-01-09,0.002354673641302485,0.3544943523814001,-2.5625138611292404,0.0,-0.06766763889861117,-0.5256996264223547,0.3544943523814001,-2.5625138611292404,0.0,-0.06766763889861117,-0.5256996264223547,0.0011859050544442695,-2.659260036932778,0.0,0.6320740849625122,0.007367025195225356,0.0011859050544442695,-2.659260036932778,0.0,0.6320740849625122,0.007367025195225356,1.3606,94.32990000000004,0.07,,-12.8
2014-01-10,0.004473296059794352,-1.0329462519760793,-2.5625138611292404,0.0,0.4006542608318842,0.2956266001187049,-1.0329462519760793,-2.5625138611292404,0.0,0.4006542608318842,0.2956266001187049,-0.003455559088483717,-2.659260036932778,0.0,0.8268091022170255,0.022049095987062103,-0.003455559088483717,-2.659260036932778,0.0,0.8268091022170255,0.022049095987062103,1.3667,94.00450000000001,0.07,,-12.8
2014-01-13,0.0002926329671917305,-0.33566575159177553,-2.5625138611292404,0.0,-0.7257764182826296,0.29012136583406356,-0.33566575159177553,-2.5625138611292404,0.0,-0.7257764182826296,0.29012136583406356,-0.0011229169343387468,-2.659260036932778,0.0,0.35842293906810957,0.021950684129652957,-0.0011229169343387468,-2.659260036932778,0.0,0.35842293906810957,0.021950684129652957,1.3671,93.89900000000003,0.07,,-12.8
2014-01-14,0.0005850091574520211,0.4176954042112273,-2.5625138611292404,0.0,-0.691118334274451,-0.9378166288680567,0.4176954042112273,-2.5625138611292404,0.0,-0.691118334274451,-0.9378166288680567,0.0013973342247757259,-2.659260036932778,0.0,0.372834271511083,0.0,0.0013973342247757259,-2.659260036932778,0.0,0.372834271511083,0.0,1.3679,94.03030000000003,0.07,,-12.8
2014-01-15,-0.005571453456014175,0.9860894408071571,-2.5625138611292404,0.0,0.23321615020059747,-0.11990944395626918,0.9860894408071571,-2.5625138611292404,0.0,0.23321615020059747,-0.11990944395626918,0.003298807002513726,-2.659260036932778,0.0,0.7571859148717177,0.014620951823978365,0.003298807002513726,-2.659260036932778,0.0,0.7571859148717177,0.014620951823978365,1.3603,94.34099999999997,0.07,,-12.8
2014-01-16,0.0011755199355273915,0.6637050618670279,-2.5625138611292404,0.0,-0.38697264875815784,-0.11533979417012843,0.6637050618670279,-2.5625138611292404,0.0,-0.38697264875815784,-0.11533979417012843,0.0022203208097417715,-2.659260036932778,0.0,0.49930244511343835,0.014702639123721089,0.0022203208097417715,-2.659260036932778,0.0,0.49930244511343835,0.014702639123721089,1.3619,94.55070000000003,0.07,,-12.8
2014-01-17,-0.005891467073846468,0.10715600317175548,-2.5625138611292404,0.0,0.3128756251403874,-0.5270613464539324,0.10715600317175548,-2.5625138611292404,0.0,0.3128756251403874,-0.5270613464539324,0.0003584735410360196,-2.659260036932778,0.0,0.7903094763276574,0.007342683016373374,0.0003584735410360196,-2.659260036932778,0.0,0.7903094763276574,0.007342683016373374,1.3539,94.58459999999997,0.07,,-12.8
2014-01-20,0.0008121378127359802,0.0,-2.5625138611292404,0.0,-0.5050973128613632,0.7149128758805832,0.0,-2.5625138611292404,0.0,-0.5050973128613632,0.7149128758805832,0.0,-2.659260036932778,0.0,0.45018450184501807,0.02954427948888071,0.0,-2.659260036932778,0.0,0.45018450184501807,0.02954427948888071,1.355,94.58459999999997,0.07,,-12.8
2014-01-21,0.0006639861544622816,0.2981908616464223,-2.5625138611292404,0.0,-0.6299728242605638,-0.11212272610821035,0.2981908616464223,-2.5625138611292404,0.0,-0.6299728242605638,-0.11212272610821035,0.0009975505890009728,-2.659260036932778,0.0,0.39825945866214846,0.014760147601474389,0.0009975505890009728,-2.659260036932778,0.0,0.39825945866214846,0.014760147601474389,1.3559,94.67900000000002,0.07,,-12.8
2014-01-22,-0.0009592326874602319,0.5327804761386139,-2.5625138611292404,0.0,-0.7178222430959267,-0.11267079345276668,0.5327804761386139,-2.5625138611292404,0.0,-0.7178222430959267,-0.11267079345276668,0.0017823332172079986,-2.659260036932778,0.0,0.3617304001181254,0.014750350320818494,0.0017823332172079986,-2.659260036932778,0.0,0.3617304001181254,0.014750350320818494,1.3546,94.84790000000004,0.07,,-12.8
