,mean,std,cv,sign_changes,significant,stability_score
japan_leading_lag1m_log_d1,0.014095661355702676,0.12402063735758997,8.798497227475956,6,False,0.06329715957166167
norm_range,-0.0005567679129984608,0.0008247730263302029,1.4813587620170257,7,False,0.1054701151069263
pct_gap,3.9466300009684614e-05,2.7710935166541472e-05,0.7021417046883417,2,False,0.2701139177718707
