,mean,std,cv,sign_changes,significant,stability_score
vix_log_d1,-0.007237209112818382,0.002509139046355539,0.34669981304138475,0,True,0.7425559804167504
term_spread,-0.00015022111640845086,0.0014843551072610353,9.881134841423208,3,False,0.07204021943622815
cpi_yoy_lag1m_log_d1,0.32105999207783786,0.5079213940817618,1.582013974380904,7,False,0.10436219386380204
wti_crude_raw_log_d1,0.000701245966987302,0.0005018618076525262,0.7156715778468267,2,False,0.2691303520908821
unemployment_lag1m_log_d1,0.021064705643030836,0.036522465132560876,1.7338227151844474,8,False,0.09316345411456856
