date;Valor_Real;Valor_Predicho;Modelo;Tipo_Mercado;Periodo;Version
2/01/2014;1,367;1,367;CatBoost;EUR;Training;Trial_11
3/01/2014;1,3587;1,3587;CatBoost;EUR;Training;Trial_11
6/01/2014;1,3627;1,3627;CatBoost;EUR;Training;Trial_11
7/01/2014;1,3615;1,3615;CatBoost;EUR;Training;Trial_11
8/01/2014;1,3574;1,3574;CatBoost;EUR;Training;Trial_11
9/01/2014;1,3606;1,3606;CatBoost;EUR;Training;Trial_11
10/01/2014;1,3667;1,3667;CatBoost;EUR;Training;Trial_11
13/01/2014;1,3671;1,3671;CatBoost;EUR;Training;Trial_11
14/01/2014;1,3679;1,3679;CatBoost;EUR;Training;Trial_11
15/01/2014;1,3603;1,3603;CatBoost;EUR;Training;Trial_11
16/01/2014;1,3619;1,3619;CatBoost;EUR;Training;Trial_11
17/01/2014;1,3539;1,3539;CatBoost;EUR;Training;Trial_11
21/01/2014;1,3559;1,3559;CatBoost;EUR;Training;Trial_11
22/01/2014;1,3546;1,3546;CatBoost;EUR;Training;Trial_11
23/01/2014;1,3694;1,3694;CatBoost;EUR;Training;Trial_11
24/01/2014;1,3675;1,3675;CatBoost;EUR;Training;Trial_11
27/01/2014;1,367;1,367;CatBoost;EUR;Training;Trial_11
28/01/2014;1,3668;1,3668;CatBoost;EUR;Training;Trial_11
29/01/2014;1,3662;1,3662;CatBoost;EUR;Training;Trial_11
30/01/2014;1,3555;1,3555;CatBoost;EUR;Training;Trial_11
31/01/2014;1,3485;1,3485;CatBoost;EUR;Training;Trial_11
3/02/2014;1,3524;1,3524;CatBoost;EUR;Training;Trial_11
4/02/2014;1,3518;1,3518;CatBoost;EUR;Training;Trial_11
5/02/2014;1,3532;1,3532;CatBoost;EUR;Training;Trial_11
6/02/2014;1,3588;1,3588;CatBoost;EUR;Training;Trial_11
7/02/2014;1,3633;1,3633;CatBoost;EUR;Training;Trial_11
10/02/2014;1,3644;1,3644;CatBoost;EUR;Training;Trial_11
11/02/2014;1,3636;1,3636;CatBoost;EUR;Training;Trial_11
12/02/2014;1,3592;1,3592;CatBoost;EUR;Training;Trial_11
13/02/2014;1,3679;1,3679;CatBoost;EUR;Training;Trial_11
14/02/2014;1,369;1,369;CatBoost;EUR;Training;Trial_11
18/02/2014;1,3757;1,3757;CatBoost;EUR;Training;Trial_11
19/02/2014;1,3732;1,3732;CatBoost;EUR;Training;Trial_11
20/02/2014;1,3718;1,3718;CatBoost;EUR;Training;Trial_11
21/02/2014;1,3737;1,3737;CatBoost;EUR;Training;Trial_11
24/02/2014;1,3734;1,3734;CatBoost;EUR;Training;Trial_11
25/02/2014;1,3745;1,3745;CatBoost;EUR;Training;Trial_11
26/02/2014;1,3687;1,3687;CatBoost;EUR;Training;Trial_11
27/02/2014;1,3708;1,3708;CatBoost;EUR;Training;Trial_11
28/02/2014;1,3802;1,3802;CatBoost;EUR;Training;Trial_11
3/03/2014;1,3734;1,3734;CatBoost;EUR;Training;Trial_11
4/03/2014;1,3742;1,3742;CatBoost;EUR;Training;Trial_11
5/03/2014;1,3732;1,3732;CatBoost;EUR;Training;Trial_11
6/03/2014;1,3858;1,3858;CatBoost;EUR;Training;Trial_11
7/03/2014;1,3876;1,3876;CatBoost;EUR;Training;Trial_11
10/03/2014;1,3876;1,3876;CatBoost;EUR;Training;Trial_11
11/03/2014;1,3859;1,3859;CatBoost;EUR;Training;Trial_11
12/03/2014;1,3903;1,3903;CatBoost;EUR;Training;Trial_11
13/03/2014;1,3868;1,3868;CatBoost;EUR;Training;Trial_11
14/03/2014;1,3914;1,3914;CatBoost;EUR;Training;Trial_11
17/03/2014;1,392;1,392;CatBoost;EUR;Training;Trial_11
18/03/2014;1,3933;1,3933;CatBoost;EUR;Training;Trial_11
19/03/2014;1,3832;1,3832;CatBoost;EUR;Training;Trial_11
20/03/2014;1,3778;1,3778;CatBoost;EUR;Training;Trial_11
21/03/2014;1,3791;1,3791;CatBoost;EUR;Training;Trial_11
24/03/2014;1,3838;1,3838;CatBoost;EUR;Training;Trial_11
25/03/2014;1,3825;1,3825;CatBoost;EUR;Training;Trial_11
26/03/2014;1,3781;1,3781;CatBoost;EUR;Training;Trial_11
27/03/2014;1,3739;1,3739;CatBoost;EUR;Training;Trial_11
28/03/2014;1,3752;1,3752;CatBoost;EUR;Training;Trial_11
31/03/2014;1,377;1,377;CatBoost;EUR;Training;Trial_11
1/04/2014;1,3792;1,3792;CatBoost;EUR;Training;Trial_11
2/04/2014;1,3766;1,3766;CatBoost;EUR;Training;Trial_11
3/04/2014;1,3718;1,3718;CatBoost;EUR;Training;Trial_11
4/04/2014;1,3702;1,3702;CatBoost;EUR;Training;Trial_11
7/04/2014;1,374;1,374;CatBoost;EUR;Training;Trial_11
8/04/2014;1,3794;1,3794;CatBoost;EUR;Training;Trial_11
9/04/2014;1,3855;1,3855;CatBoost;EUR;Training;Trial_11
10/04/2014;1,3887;1,3887;CatBoost;EUR;Training;Trial_11
11/04/2014;1,3883;1,3883;CatBoost;EUR;Training;Trial_11
14/04/2014;1,3818;1,3818;CatBoost;EUR;Training;Trial_11
15/04/2014;1,3812;1,3812;CatBoost;EUR;Training;Trial_11
16/04/2014;1,3814;1,3814;CatBoost;EUR;Training;Trial_11
17/04/2014;1,3814;1,3814;CatBoost;EUR;Training;Trial_11
21/04/2014;1,3791;1,3791;CatBoost;EUR;Training;Trial_11
22/04/2014;1,3803;1,3803;CatBoost;EUR;Training;Trial_11
23/04/2014;1,3816;1,3816;CatBoost;EUR;Training;Trial_11
24/04/2014;1,383;1,383;CatBoost;EUR;Training;Trial_11
25/04/2014;1,3831;1,3831;CatBoost;EUR;Training;Trial_11
28/04/2014;1,3849;1,3849;CatBoost;EUR;Training;Trial_11
29/04/2014;1,3811;1,3811;CatBoost;EUR;Training;Trial_11
30/04/2014;1,3866;1,3866;CatBoost;EUR;Training;Trial_11
1/05/2014;1,3869;1,3869;CatBoost;EUR;Training;Trial_11
2/05/2014;1,387;1,387;CatBoost;EUR;Training;Trial_11
5/05/2014;1,3874;1,3874;CatBoost;EUR;Training;Trial_11
6/05/2014;1,3927;1,3927;CatBoost;EUR;Training;Trial_11
7/05/2014;1,391;1,391;CatBoost;EUR;Training;Trial_11
8/05/2014;1,384;1,384;CatBoost;EUR;Training;Trial_11
9/05/2014;1,3757;1,3757;CatBoost;EUR;Training;Trial_11
12/05/2014;1,3756;1,3756;CatBoost;EUR;Training;Trial_11
13/05/2014;1,3702;1,3702;CatBoost;EUR;Training;Trial_11
14/05/2014;1,3714;1,3714;CatBoost;EUR;Training;Trial_11
15/05/2014;1,371;1,371;CatBoost;EUR;Training;Trial_11
16/05/2014;1,3692;1,3692;CatBoost;EUR;Training;Trial_11
19/05/2014;1,3707;1,3707;CatBoost;EUR;Training;Trial_11
20/05/2014;1,3702;1,3702;CatBoost;EUR;Training;Trial_11
21/05/2014;1,3686;1,3686;CatBoost;EUR;Training;Trial_11
22/05/2014;1,3654;1,3654;CatBoost;EUR;Training;Trial_11
23/05/2014;1,3633;1,3633;CatBoost;EUR;Training;Trial_11
27/05/2014;1,3632;1,3632;CatBoost;EUR;Training;Trial_11
28/05/2014;1,3589;1,3589;CatBoost;EUR;Training;Trial_11
29/05/2014;1,3601;1,3601;CatBoost;EUR;Training;Trial_11
30/05/2014;1,363;1,363;CatBoost;EUR;Training;Trial_11
2/06/2014;1,3594;1,3594;CatBoost;EUR;Training;Trial_11
3/06/2014;1,3627;1,3627;CatBoost;EUR;Training;Trial_11
4/06/2014;1,3598;1,3598;CatBoost;EUR;Training;Trial_11
5/06/2014;1,3658;1,3658;CatBoost;EUR;Training;Trial_11
6/06/2014;1,3641;1,3641;CatBoost;EUR;Training;Trial_11
9/06/2014;1,3592;1,3592;CatBoost;EUR;Training;Trial_11
10/06/2014;1,3547;1,3547;CatBoost;EUR;Training;Trial_11
11/06/2014;1,3532;1,3532;CatBoost;EUR;Training;Trial_11
12/06/2014;1,3551;1,3551;CatBoost;EUR;Training;Trial_11
13/06/2014;1,3542;1,3542;CatBoost;EUR;Training;Trial_11
16/06/2014;1,3573;1,3573;CatBoost;EUR;Training;Trial_11
17/06/2014;1,3545;1,3545;CatBoost;EUR;Training;Trial_11
18/06/2014;1,3595;1,3595;CatBoost;EUR;Training;Trial_11
19/06/2014;1,3608;1,3608;CatBoost;EUR;Training;Trial_11
20/06/2014;1,3599;1,3599;CatBoost;EUR;Training;Trial_11
23/06/2014;1,3603;1,3603;CatBoost;EUR;Training;Trial_11
24/06/2014;1,3605;1,3605;CatBoost;EUR;Training;Trial_11
25/06/2014;1,3629;1,3629;CatBoost;EUR;Training;Trial_11
26/06/2014;1,3611;1,3611;CatBoost;EUR;Training;Trial_11
27/06/2014;1,3647;1,3647;CatBoost;EUR;Training;Trial_11
30/06/2014;1,3691;1,3691;CatBoost;EUR;Training;Trial_11
1/07/2014;1,3679;1,3679;CatBoost;EUR;Training;Trial_11
2/07/2014;1,3659;1,3659;CatBoost;EUR;Training;Trial_11
3/07/2014;1,361;1,361;CatBoost;EUR;Training;Trial_11
7/07/2014;1,3604;1,3604;CatBoost;EUR;Training;Trial_11
8/07/2014;1,3611;1,3611;CatBoost;EUR;Training;Trial_11
9/07/2014;1,3644;1,3644;CatBoost;EUR;Training;Trial_11
10/07/2014;1,3609;1,3609;CatBoost;EUR;Training;Trial_11
11/07/2014;1,3608;1,3608;CatBoost;EUR;Training;Trial_11
14/07/2014;1,3619;1,3619;CatBoost;EUR;Training;Trial_11
15/07/2014;1,3571;1,3571;CatBoost;EUR;Training;Trial_11
16/07/2014;1,3525;1,3525;CatBoost;EUR;Training;Trial_11
17/07/2014;1,3526;1,3526;CatBoost;EUR;Training;Trial_11
18/07/2014;1,3524;1,3524;CatBoost;EUR;Training;Trial_11
21/07/2014;1,3523;1,3523;CatBoost;EUR;Training;Trial_11
22/07/2014;1,3464;1,3464;CatBoost;EUR;Training;Trial_11
23/07/2014;1,3464;1,3464;CatBoost;EUR;Training;Trial_11
24/07/2014;1,3463;1,3463;CatBoost;EUR;Training;Trial_11
25/07/2014;1,3429;1,3429;CatBoost;EUR;Training;Trial_11
28/07/2014;1,3439;1,3439;CatBoost;EUR;Training;Trial_11
29/07/2014;1,3409;1,3409;CatBoost;EUR;Training;Trial_11
30/07/2014;1,3396;1,3396;CatBoost;EUR;Training;Trial_11
31/07/2014;1,3388;1,3388;CatBoost;EUR;Training;Trial_11
1/08/2014;1,3429;1,3429;CatBoost;EUR;Training;Trial_11
4/08/2014;1,3421;1,3421;CatBoost;EUR;Training;Trial_11
5/08/2014;1,3375;1,3375;CatBoost;EUR;Training;Trial_11
6/08/2014;1,3381;1,3381;CatBoost;EUR;Training;Trial_11
7/08/2014;1,3362;1,3362;CatBoost;EUR;Training;Trial_11
8/08/2014;1,341;1,341;CatBoost;EUR;Training;Trial_11
11/08/2014;1,3385;1,3385;CatBoost;EUR;Training;Trial_11
12/08/2014;1,3369;1,3369;CatBoost;EUR;Training;Trial_11
13/08/2014;1,3364;1,3364;CatBoost;EUR;Training;Trial_11
14/08/2014;1,3362;1,3362;CatBoost;EUR;Training;Trial_11
15/08/2014;1,3398;1,3398;CatBoost;EUR;Training;Trial_11
18/08/2014;1,3362;1,3362;CatBoost;EUR;Training;Trial_11
19/08/2014;1,3319;1,3319;CatBoost;EUR;Training;Trial_11
20/08/2014;1,3258;1,3258;CatBoost;EUR;Training;Trial_11
21/08/2014;1,3281;1,3281;CatBoost;EUR;Training;Trial_11
22/08/2014;1,3242;1,3242;CatBoost;EUR;Training;Trial_11
25/08/2014;1,3191;1,3191;CatBoost;EUR;Training;Trial_11
26/08/2014;1,3167;1,3167;CatBoost;EUR;Training;Trial_11
27/08/2014;1,3192;1,3192;CatBoost;EUR;Training;Trial_11
28/08/2014;1,3182;1,3182;CatBoost;EUR;Training;Trial_11
29/08/2014;1,3132;1,3132;CatBoost;EUR;Training;Trial_11
2/09/2014;1,3131;1,3131;CatBoost;EUR;Training;Trial_11
3/09/2014;1,315;1,315;CatBoost;EUR;Training;Trial_11
4/09/2014;1,2944;1,2944;CatBoost;EUR;Training;Trial_11
5/09/2014;1,295;1,295;CatBoost;EUR;Training;Trial_11
8/09/2014;1,2896;1,2896;CatBoost;EUR;Training;Trial_11
9/09/2014;1,2935;1,2935;CatBoost;EUR;Training;Trial_11
10/09/2014;1,2916;1,2916;CatBoost;EUR;Training;Trial_11
11/09/2014;1,2925;1,2925;CatBoost;EUR;Training;Trial_11
12/09/2014;1,2964;1,2964;CatBoost;EUR;Training;Trial_11
15/09/2014;1,294;1,294;CatBoost;EUR;Training;Trial_11
16/09/2014;1,2959;1,2959;CatBoost;EUR;Training;Trial_11
17/09/2014;1,2865;1,2865;CatBoost;EUR;Training;Trial_11
18/09/2014;1,2922;1,2922;CatBoost;EUR;Training;Trial_11
19/09/2014;1,2828;1,2828;CatBoost;EUR;Training;Trial_11
22/09/2014;1,2849;1,2849;CatBoost;EUR;Training;Trial_11
23/09/2014;1,2845;1,2845;CatBoost;EUR;Training;Trial_11
24/09/2014;1,2779;1,2779;CatBoost;EUR;Training;Trial_11
25/09/2014;1,2749;1,2749;CatBoost;EUR;Training;Trial_11
26/09/2014;1,2683;1,2683;CatBoost;EUR;Training;Trial_11
29/09/2014;1,2684;1,2684;CatBoost;EUR;Training;Trial_11
30/09/2014;1,2631;1,2631;CatBoost;EUR;Training;Trial_11
1/10/2014;1,2623;1,2623;CatBoost;EUR;Training;Trial_11
2/10/2014;1,2668;1,2668;CatBoost;EUR;Training;Trial_11
3/10/2014;1,2516;1,2516;CatBoost;EUR;Training;Trial_11
6/10/2014;1,2652;1,2652;CatBoost;EUR;Training;Trial_11
7/10/2014;1,2668;1,2668;CatBoost;EUR;Training;Trial_11
8/10/2014;1,2733;1,2733;CatBoost;EUR;Training;Trial_11
9/10/2014;1,269;1,269;CatBoost;EUR;Training;Trial_11
10/10/2014;1,2627;1,2627;CatBoost;EUR;Training;Trial_11
13/10/2014;1,2752;1,2752;CatBoost;EUR;Training;Trial_11
14/10/2014;1,2658;1,2658;CatBoost;EUR;Training;Trial_11
15/10/2014;1,2836;1,2836;CatBoost;EUR;Training;Trial_11
16/10/2014;1,2807;1,2807;CatBoost;EUR;Training;Trial_11
17/10/2014;1,2761;1,2761;CatBoost;EUR;Training;Trial_11
20/10/2014;1,2798;1,2798;CatBoost;EUR;Training;Trial_11
21/10/2014;1,2714;1,2714;CatBoost;EUR;Training;Trial_11
22/10/2014;1,2648;1,2648;CatBoost;EUR;Training;Trial_11
23/10/2014;1,2644;1,2644;CatBoost;EUR;Training;Trial_11
24/10/2014;1,267;1,267;CatBoost;EUR;Training;Trial_11
27/10/2014;1,2697;1,2697;CatBoost;EUR;Training;Trial_11
28/10/2014;1,2734;1,2734;CatBoost;EUR;Training;Trial_11
29/10/2014;1,2631;1,2631;CatBoost;EUR;Training;Trial_11
30/10/2014;1,2612;1,2612;CatBoost;EUR;Training;Trial_11
31/10/2014;1,2524;1,2524;CatBoost;EUR;Training;Trial_11
3/11/2014;1,2482;1,2482;CatBoost;EUR;Training;Trial_11
4/11/2014;1,2544;1,2544;CatBoost;EUR;Training;Trial_11
5/11/2014;1,2485;1,2485;CatBoost;EUR;Training;Trial_11
6/11/2014;1,2373;1,2373;CatBoost;EUR;Training;Trial_11
7/11/2014;1,2452;1,2452;CatBoost;EUR;Training;Trial_11
10/11/2014;1,242;1,242;CatBoost;EUR;Training;Trial_11
11/11/2014;1,2474;1,2474;CatBoost;EUR;Training;Trial_11
12/11/2014;1,2438;1,2438;CatBoost;EUR;Training;Trial_11
13/11/2014;1,2475;1,2475;CatBoost;EUR;Training;Trial_11
14/11/2014;1,2521;1,2521;CatBoost;EUR;Training;Trial_11
17/11/2014;1,2449;1,2449;CatBoost;EUR;Training;Trial_11
18/11/2014;1,2536;1,2536;CatBoost;EUR;Training;Trial_11
19/11/2014;1,2553;1,2553;CatBoost;EUR;Training;Trial_11
20/11/2014;1,2538;1,2538;CatBoost;EUR;Training;Trial_11
21/11/2014;1,2388;1,2388;CatBoost;EUR;Training;Trial_11
24/11/2014;1,2442;1,2442;CatBoost;EUR;Training;Trial_11
25/11/2014;1,2474;1,2474;CatBoost;EUR;Training;Trial_11
26/11/2014;1,2505;1,2505;CatBoost;EUR;Training;Trial_11
28/11/2014;1,245;1,245;CatBoost;EUR;Training;Trial_11
1/12/2014;1,2469;1,2469;CatBoost;EUR;Training;Trial_11
2/12/2014;1,2381;1,2381;CatBoost;EUR;Training;Trial_11
3/12/2014;1,231;1,231;CatBoost;EUR;Training;Trial_11
4/12/2014;1,2377;1,2377;CatBoost;EUR;Training;Trial_11
5/12/2014;1,2285;1,2285;CatBoost;EUR;Training;Trial_11
8/12/2014;1,2316;1,2316;CatBoost;EUR;Training;Trial_11
9/12/2014;1,2374;1,2374;CatBoost;EUR;Training;Trial_11
10/12/2014;1,2447;1,2447;CatBoost;EUR;Training;Trial_11
11/12/2014;1,2409;1,2409;CatBoost;EUR;Training;Trial_11
12/12/2014;1,246;1,246;CatBoost;EUR;Training;Trial_11
15/12/2014;1,2436;1,2436;CatBoost;EUR;Training;Trial_11
16/12/2014;1,251;1,251;CatBoost;EUR;Training;Trial_11
17/12/2014;1,2341;1,2341;CatBoost;EUR;Training;Trial_11
18/12/2014;1,2285;1,2285;CatBoost;EUR;Training;Trial_11
19/12/2014;1,2226;1,2226;CatBoost;EUR;Training;Trial_11
22/12/2014;1,2229;1,2229;CatBoost;EUR;Training;Trial_11
23/12/2014;1,2171;1,2171;CatBoost;EUR;Training;Trial_11
24/12/2014;1,2193;1,2193;CatBoost;EUR;Training;Trial_11
26/12/2014;1,2175;1,2175;CatBoost;EUR;Training;Trial_11
29/12/2014;1,2151;1,2151;CatBoost;EUR;Training;Trial_11
30/12/2014;1,2156;1,2156;CatBoost;EUR;Training;Trial_11
31/12/2014;1,2097;1,2097;CatBoost;EUR;Training;Trial_11
2/01/2015;1,2;1,2;CatBoost;EUR;Training;Trial_11
5/01/2015;1,1931;1,1931;CatBoost;EUR;Training;Trial_11
6/01/2015;1,1888;1,1888;CatBoost;EUR;Training;Trial_11
7/01/2015;1,1837;1,1837;CatBoost;EUR;Training;Trial_11
8/01/2015;1,1792;1,1792;CatBoost;EUR;Training;Trial_11
9/01/2015;1,1839;1,1839;CatBoost;EUR;Training;Trial_11
12/01/2015;1,1833;1,1833;CatBoost;EUR;Training;Trial_11
13/01/2015;1,1772;1,1772;CatBoost;EUR;Training;Trial_11
14/01/2015;1,1789;1,1789;CatBoost;EUR;Training;Trial_11
15/01/2015;1,1628;1,1628;CatBoost;EUR;Training;Trial_11
16/01/2015;1,1567;1,1567;CatBoost;EUR;Training;Trial_11
20/01/2015;1,1549;1,1549;CatBoost;EUR;Training;Trial_11
21/01/2015;1,1608;1,1608;CatBoost;EUR;Training;Trial_11
22/01/2015;1,1365;1,1365;CatBoost;EUR;Training;Trial_11
23/01/2015;1,1207;1,1207;CatBoost;EUR;Training;Trial_11
26/01/2015;1,1237;1,1237;CatBoost;EUR;Training;Trial_11
27/01/2015;1,1381;1,1381;CatBoost;EUR;Training;Trial_11
28/01/2015;1,1286;1,1286;CatBoost;EUR;Training;Trial_11
29/01/2015;1,1319;1,1319;CatBoost;EUR;Training;Trial_11
30/01/2015;1,1286;1,1286;CatBoost;EUR;Training;Trial_11
2/02/2015;1,134;1,134;CatBoost;EUR;Training;Trial_11
3/02/2015;1,1479;1,1479;CatBoost;EUR;Training;Trial_11
4/02/2015;1,1344;1,1344;CatBoost;EUR;Training;Trial_11
5/02/2015;1,1475;1,1475;CatBoost;EUR;Training;Trial_11
6/02/2015;1,1313;1,1313;CatBoost;EUR;Training;Trial_11
9/02/2015;1,1323;1,1323;CatBoost;EUR;Training;Trial_11
10/02/2015;1,1319;1,1319;CatBoost;EUR;Training;Trial_11
11/02/2015;1,1331;1,1331;CatBoost;EUR;Training;Trial_11
12/02/2015;1,1402;1,1402;CatBoost;EUR;Training;Trial_11
13/02/2015;1,1383;1,1383;CatBoost;EUR;Training;Trial_11
17/02/2015;1,141;1,141;CatBoost;EUR;Training;Trial_11
18/02/2015;1,1395;1,1395;CatBoost;EUR;Training;Trial_11
19/02/2015;1,1366;1,1366;CatBoost;EUR;Training;Trial_11
20/02/2015;1,1378;1,1378;CatBoost;EUR;Training;Trial_11
23/02/2015;1,133;1,133;CatBoost;EUR;Training;Trial_11
24/02/2015;1,1339;1,1339;CatBoost;EUR;Training;Trial_11
25/02/2015;1,1361;1,1361;CatBoost;EUR;Training;Trial_11
26/02/2015;1,1196;1,1196;CatBoost;EUR;Training;Trial_11
27/02/2015;1,1193;1,1193;CatBoost;EUR;Training;Trial_11
2/03/2015;1,1183;1,1183;CatBoost;EUR;Training;Trial_11
3/03/2015;1,1174;1,1174;CatBoost;EUR;Training;Trial_11
4/03/2015;1,1077;1,1077;CatBoost;EUR;Training;Trial_11
5/03/2015;1,1028;1,1028;CatBoost;EUR;Training;Trial_11
6/03/2015;1,0843;1,0843;CatBoost;EUR;Training;Trial_11
9/03/2015;1,085;1,085;CatBoost;EUR;Training;Trial_11
10/03/2015;1,0697;1,0697;CatBoost;EUR;Training;Trial_11
11/03/2015;1,0545;1,0545;CatBoost;EUR;Training;Trial_11
12/03/2015;1,0635;1,0635;CatBoost;EUR;Training;Trial_11
13/03/2015;1,0493;1,0493;CatBoost;EUR;Training;Trial_11
16/03/2015;1,0566;1,0566;CatBoost;EUR;Training;Trial_11
17/03/2015;1,0597;1,0597;CatBoost;EUR;Training;Trial_11
18/03/2015;1,0865;1,0865;CatBoost;EUR;Training;Trial_11
19/03/2015;1,0659;1,0659;CatBoost;EUR;Training;Trial_11
20/03/2015;1,082;1,082;CatBoost;EUR;Training;Trial_11
23/03/2015;1,0945;1,0945;CatBoost;EUR;Training;Trial_11
24/03/2015;1,0924;1,0924;CatBoost;EUR;Training;Trial_11
25/03/2015;1,0969;1,0969;CatBoost;EUR;Training;Trial_11
26/03/2015;1,0883;1,0883;CatBoost;EUR;Training;Trial_11
27/03/2015;1,0887;1,0887;CatBoost;EUR;Training;Trial_11
30/03/2015;1,0832;1,0832;CatBoost;EUR;Training;Trial_11
31/03/2015;1,073;1,073;CatBoost;EUR;Training;Trial_11
1/04/2015;1,0762;1,0762;CatBoost;EUR;Training;Trial_11
2/04/2015;1,0881;1,0881;CatBoost;EUR;Training;Trial_11
6/04/2015;1,0921;1,0921;CatBoost;EUR;Training;Trial_11
7/04/2015;1,0813;1,0813;CatBoost;EUR;Training;Trial_11
8/04/2015;1,0779;1,0779;CatBoost;EUR;Training;Trial_11
9/04/2015;1,0658;1,0658;CatBoost;EUR;Training;Trial_11
10/04/2015;1,0602;1,0602;CatBoost;EUR;Training;Trial_11
13/04/2015;1,0566;1,0566;CatBoost;EUR;Training;Trial_11
14/04/2015;1,0652;1,0652;CatBoost;EUR;Training;Trial_11
15/04/2015;1,0684;1,0684;CatBoost;EUR;Training;Trial_11
16/04/2015;1,076;1,076;CatBoost;EUR;Training;Trial_11
17/04/2015;1,0805;1,0805;CatBoost;EUR;Training;Trial_11
20/04/2015;1,0736;1,0736;CatBoost;EUR;Training;Trial_11
21/04/2015;1,0733;1,0733;CatBoost;EUR;Training;Trial_11
22/04/2015;1,0725;1,0725;CatBoost;EUR;Training;Trial_11
23/04/2015;1,0824;1,0824;CatBoost;EUR;Training;Trial_11
24/04/2015;1,0872;1,0872;CatBoost;EUR;Training;Trial_11
27/04/2015;1,0886;1,0886;CatBoost;EUR;Training;Trial_11
28/04/2015;1,098;1,098;CatBoost;EUR;Training;Trial_11
29/04/2015;1,1129;1,1129;CatBoost;EUR;Training;Trial_11
30/04/2015;1,1222;1,1222;CatBoost;EUR;Training;Trial_11
1/05/2015;1,12;1,12;CatBoost;EUR;Training;Trial_11
4/05/2015;1,1144;1,1144;CatBoost;EUR;Training;Trial_11
5/05/2015;1,1184;1,1184;CatBoost;EUR;Training;Trial_11
6/05/2015;1,1351;1,1351;CatBoost;EUR;Training;Trial_11
7/05/2015;1,1265;1,1265;CatBoost;EUR;Training;Trial_11
8/05/2015;1,1203;1,1203;CatBoost;EUR;Training;Trial_11
11/05/2015;1,1154;1,1154;CatBoost;EUR;Training;Trial_11
12/05/2015;1,1213;1,1213;CatBoost;EUR;Training;Trial_11
13/05/2015;1,1355;1,1355;CatBoost;EUR;Training;Trial_11
14/05/2015;1,1408;1,1408;CatBoost;EUR;Training;Trial_11
15/05/2015;1,1451;1,1451;CatBoost;EUR;Training;Trial_11
18/05/2015;1,1314;1,1314;CatBoost;EUR;Training;Trial_11
19/05/2015;1,1147;1,1147;CatBoost;EUR;Training;Trial_11
20/05/2015;1,1091;1,1091;CatBoost;EUR;Training;Trial_11
21/05/2015;1,1112;1,1112;CatBoost;EUR;Training;Trial_11
22/05/2015;1,1015;1,1015;CatBoost;EUR;Training;Trial_11
26/05/2015;1,0873;1,0873;CatBoost;EUR;Training;Trial_11
27/05/2015;1,0903;1,0903;CatBoost;EUR;Training;Trial_11
28/05/2015;1,0946;1,0946;CatBoost;EUR;Training;Trial_11
29/05/2015;1,0987;1,0987;CatBoost;EUR;Training;Trial_11
1/06/2015;1,0925;1,0925;CatBoost;EUR;Training;Trial_11
2/06/2015;1,1152;1,1152;CatBoost;EUR;Training;Trial_11
3/06/2015;1,1274;1,1274;CatBoost;EUR;Training;Trial_11
4/06/2015;1,1237;1,1237;CatBoost;EUR;Training;Trial_11
5/06/2015;1,1111;1,1111;CatBoost;EUR;Training;Trial_11
8/06/2015;1,1291;1,1291;CatBoost;EUR;Training;Trial_11
9/06/2015;1,1283;1,1283;CatBoost;EUR;Training;Trial_11
10/06/2015;1,1324;1,1324;CatBoost;EUR;Training;Trial_11
11/06/2015;1,1257;1,1257;CatBoost;EUR;Training;Trial_11
12/06/2015;1,1268;1,1268;CatBoost;EUR;Training;Trial_11
15/06/2015;1,1283;1,1283;CatBoost;EUR;Training;Trial_11
16/06/2015;1,1246;1,1246;CatBoost;EUR;Training;Trial_11
17/06/2015;1,1335;1,1335;CatBoost;EUR;Training;Trial_11
18/06/2015;1,1358;1,1358;CatBoost;EUR;Training;Trial_11
19/06/2015;1,1352;1,1352;CatBoost;EUR;Training;Trial_11
22/06/2015;1,134;1,134;CatBoost;EUR;Training;Trial_11
23/06/2015;1,1169;1,1169;CatBoost;EUR;Training;Trial_11
24/06/2015;1,1205;1,1205;CatBoost;EUR;Training;Trial_11
25/06/2015;1,1204;1,1204;CatBoost;EUR;Training;Trial_11
26/06/2015;1,1164;1,1164;CatBoost;EUR;Training;Trial_11
29/06/2015;1,1235;1,1235;CatBoost;EUR;Training;Trial_11
30/06/2015;1,1135;1,1135;CatBoost;EUR;Training;Trial_11
1/07/2015;1,1052;1,1052;CatBoost;EUR;Training;Trial_11
2/07/2015;1,1083;1,1083;CatBoost;EUR;Training;Trial_11
6/07/2015;1,1055;1,1055;CatBoost;EUR;Training;Trial_11
7/07/2015;1,101;1,101;CatBoost;EUR;Training;Trial_11
8/07/2015;1,1075;1,1075;CatBoost;EUR;Training;Trial_11
9/07/2015;1,1036;1,1036;CatBoost;EUR;Training;Trial_11
10/07/2015;1,1162;1,1162;CatBoost;EUR;Training;Trial_11
13/07/2015;1,1002;1,1002;CatBoost;EUR;Training;Trial_11
14/07/2015;1,1009;1,1009;CatBoost;EUR;Training;Trial_11
15/07/2015;1,0947;1,0947;CatBoost;EUR;Training;Trial_11
16/07/2015;1,0874;1,0874;CatBoost;EUR;Training;Trial_11
17/07/2015;1,0828;1,0828;CatBoost;EUR;Training;Trial_11
20/07/2015;1,0825;1,0825;CatBoost;EUR;Training;Trial_11
