index,eurusd_close_log_d1
2014-01-02,-0.005980617344689909
2014-01-03,-0.0060901974936716785
2014-01-04,0.0
2014-01-05,0.0
2014-01-06,0.002939665525497237
2014-01-07,-0.0008809926419608982
2014-01-08,-0.0030159278441562742
2014-01-09,0.002354673641302485
2014-01-10,0.004473296059794352
2014-01-11,0.0
2014-01-12,0.0
2014-01-13,0.0002926329671917305
2014-01-14,0.0005850091574520211
2014-01-15,-0.005571453456014175
2014-01-16,0.0011755199355273915
2014-01-17,-0.005891467073846468
2014-01-18,0.0
2014-01-19,0.0
2014-01-20,0.0008121378127359802
2014-01-21,0.0006639861544622816
2014-01-22,-0.0009592326874602319
2014-01-23,0.010866479906159188
2014-01-24,-0.0013884323908263108
2014-01-25,0.0
2014-01-26,0.0
2014-01-27,-0.00036569757218662957
2014-01-28,-0.00014631648281276943
2014-01-29,-0.00043907794338782224
2014-01-30,-0.007862773359028796
2014-01-31,-0.00517752635893548
2014-02-01,0.0
2014-02-02,0.0
2014-02-03,0.002887928253946237
2014-02-04,-0.0004437541674772727
2014-02-05,0.001035120240299725
2014-02-06,0.004129799379875454
2014-02-07,0.0033062739056551327
2014-02-08,0.0
2014-02-09,0.0
2014-02-10,0.0008065403524067372
2014-02-11,-0.0005865102807427469
2014-02-12,-0.0032319699060257556
2014-02-13,0.006380425737676332
2014-02-14,0.0008038291930503316
2014-02-15,0.0
2014-02-16,0.0
2014-02-17,0.0011680538632744542
2014-02-18,0.0037140923152265137
2014-02-19,-0.001818909883412878
2014-02-20,-0.0010200365183160032
2014-02-21,0.0013840832659384184
2014-02-22,0.0
2014-02-23,0.0
2014-02-24,-0.00021841214458340197
2014-02-25,0.0008006114187244506
2014-02-26,-0.004228644388079794
2014-02-27,0.0015331267832331408
2014-02-28,0.006833905186047762
2014-03-01,0.0
2014-03-02,0.0
2014-03-03,-0.004938998999925559
2014-03-04,0.0005823264103996806
2014-03-05,-0.0007279610134386938
2014-03-06,0.00913380760974386
2014-03-07,0.0012980459023138047
2014-03-08,0.0
2014-03-09,0.0
2014-03-10,0.0
2014-03-11,-0.0012258880208378953
2014-03-12,0.003169803100740942
2014-03-13,-0.0025206163646293023
2014-03-14,0.003311499678672558
2014-03-15,0.0
2014-03-16,0.0
2014-03-17,0.00043112740482392775
2014-03-18,0.0009334722251811978
2014-03-19,-0.0072753787504653
2014-03-20,-0.003911631209985333
2014-03-21,0.0009430883211965502
2014-03-22,0.0
2014-03-23,0.0
2014-03-24,0.003402225584418661
2014-03-25,-0.0009398836682207312
2014-03-26,-0.0031877155153906545
2014-03-27,-0.0030523279511968093
2014-03-28,0.0009457641387370375
2014-03-29,0.0
2014-03-30,0.0
2014-03-31,0.0013080446600153839
2014-04-01,0.0015964011807737544
2014-04-02,-0.0018869299451647614
2014-04-03,-0.0034929448990428935
2014-04-04,-0.0011670314964222217
2014-04-05,0.0
2014-04-06,0.0
2014-04-07,0.0027694792134959623
2014-04-08,0.003922428214896134
2014-04-09,0.004412463305842218
2014-04-10,0.002306972402301488
2014-04-11,-0.00028808066457780557
2014-04-12,0.0
2014-04-13,0.0
2014-04-14,-0.004692979986062273
2014-04-15,-0.0004343105388572299
2014-04-16,0.00014479113903526075
2014-04-17,0.0
2014-04-18,-7.239294895838855e-05
2014-04-19,0.0
2014-04-20,0.0
2014-04-21,-0.0015939722256221311
2014-04-22,0.0008697543492406923
2014-04-23,0.0009413810029361147
2014-04-24,0.0010128048322894379
2014-04-25,7.230396590401922e-05
2014-04-26,0.0
2014-04-27,0.0
2014-04-28,0.0013005782180097736
2014-04-29,-0.0027476517647890275
2014-04-30,0.0039744244245070726
2014-05-01,0.00021633315389940622
2014-05-02,7.210065254215081e-05
2014-05-03,0.0
2014-05-04,0.0
2014-05-05,0.0002883506363692834
2014-05-06,0.003812817107845423
2014-05-07,-0.001221396135603403
2014-05-08,-0.005045055745828142
2014-05-09,-0.006015164710664933
2014-05-10,0.0
2014-05-11,0.0
2014-05-12,-7.269290883876733e-05
2014-05-13,-0.003933284989312336
2014-05-14,0.0008754012814652934
2014-05-15,-0.0002917152879496343
2014-05-16,-0.0013137729062841497
2014-05-17,0.0
2014-05-18,0.0
2014-05-19,0.0010949305813052757
2014-05-20,-0.00036484366853678507
2014-05-21,-0.001168395050401394
2014-05-22,-0.0023408935342174586
2014-05-23,-0.0015391947920959104
2014-05-24,0.0
2014-05-25,0.0
2014-05-26,0.0008798299563091971
2014-05-27,-0.0009531840733419394
2014-05-28,-0.003159328148599483
2014-05-29,0.0008826775122560138
2014-05-30,0.0021299262578248213
2014-05-31,0.0
2014-06-01,0.0
2014-06-02,-0.0026447267839947997
2014-06-03,0.0024245998432373406
2014-06-04,-0.0021303956634159404
2014-06-05,0.004402707434629616
2014-06-06,-0.001245467027914171
2014-06-07,0.0
2014-06-08,0.0
2014-06-09,-0.0035985791413524204
2014-06-10,-0.0033162637710315024
2014-06-11,-0.001107869680137319
2014-06-12,0.0014030944221147812
2014-06-13,-0.0006643782771231233
2014-06-14,0.0
2014-06-15,0.0
2014-06-16,0.0022865582523743377
2014-06-17,-0.0020650497787695343
2014-06-18,0.003684602547375515
2014-06-19,0.0009557770091266349
2014-06-20,-0.0006615944667386353
2014-06-21,0.0
2014-06-22,0.0
2014-06-23,0.00029409602447100225
2014-06-24,0.00014701558391666536
2014-06-25,0.0017625032101662441
2014-06-26,-0.0013215860954393643
2014-06-27,0.002641427906040217
2014-06-28,0.0
2014-06-29,0.0
2014-06-30,0.0032189653956421482
2014-07-01,-0.0008768725443117353
2014-07-02,-0.0014631650865525314
2014-07-03,-0.0035938283573799246
2014-07-04,-0.0012498623102639161
2014-07-05,0.0
2014-07-06,0.0
2014-07-07,0.0008089127918382566
2014-07-08,0.0005144222049874858
2014-07-09,0.0024215752064628004
2014-07-10,-0.0025685259782188274
2014-07-11,-7.348348461988508e-05
2014-07-12,0.0
2014-07-13,0.0
2014-07-14,0.0008080214932597585
2014-07-15,-0.0035307134875867674
2014-07-16,-0.003395338366688372
2014-07-17,7.393442020298124e-05
2014-07-18,-0.00014787430710866412
2014-07-19,0.0
2014-07-20,0.0
2014-07-21,-7.39453544167934e-05
2014-07-22,-0.0043724826027178865
2014-07-23,0.0
2014-07-24,-7.427489140710009e-05
2014-07-25,-0.0025286343980595594
2014-07-26,0.0
2014-07-27,0.0
2014-07-28,0.0007443799658889416
2014-07-29,-0.0022348042674221746
2014-07-30,-0.0009699683655469138
2014-07-31,-0.0005973715828779258
2014-08-01,0.0030577642499580726
2014-08-02,0.0
2014-08-03,0.0
2014-08-04,-0.0005959031833693285
2014-08-05,-0.0034333516335987024
2014-08-06,0.00044849754078157833
2014-08-07,-0.0014209328195661786
2014-08-08,0.003585839790301526
2014-08-09,0.0
2014-08-10,0.0
2014-08-11,-0.0018660203212712556
2014-08-12,-0.0011960829713303922
2014-08-13,-0.00037406950647533854
2014-08-14,-0.00014966699122453964
2014-08-15,0.002690584582790312
2014-08-16,0.0
2014-08-17,0.0
2014-08-18,-0.002690584582790312
2014-08-19,-0.0032232702843920658
2014-08-20,-0.004590443399693667
2014-08-21,0.0017332985989138572
2014-08-22,-0.0029408459154593447
2014-08-23,0.0
2014-08-24,0.0
2014-08-25,-0.0038588176358716475
2014-08-26,-0.0018210794925760942
2014-08-27,0.0018968858830910595
2014-08-28,-0.0007583226267695031
2014-08-29,-0.003800262991182024
2014-08-30,0.0
2014-08-31,0.0
2014-09-01,-0.00038082181807580495
2014-09-02,0.00030466905559756174
2014-09-03,0.0014459117469056149
2014-09-04,-0.015789398307637648
2014-09-05,0.00046342782941077854
2014-09-06,0.0
2014-09-07,0.0
2014-09-08,-0.004178602381274155
2014-09-09,0.003019629873720009
2014-09-10,-0.001469962741963704
2014-09-11,0.0006965674984639736
2014-09-12,0.0030128648848081196
2014-09-13,0.0
2014-09-14,0.0
2014-09-15,-0.0018529962065463867
2014-09-16,0.0014672383805229283
2014-09-17,-0.0072800817195700085
2014-09-18,0.004420839402266286
2014-09-19,-0.007301003305065307
2014-09-20,0.0
2014-09-21,0.0
2014-09-22,0.0016357054704351504
2014-09-23,-0.0003113567394967265
2014-09-24,-0.005151431935280587
2014-09-25,-0.002350361470581125
2014-09-26,-0.005190323070692643
2014-09-27,0.0
2014-09-28,0.0
2014-09-29,7.884259080837008e-05
2014-09-30,-0.004187246884262752
2014-10-01,-0.0006335630211135312
2014-10-02,0.003558581905668712
2014-10-03,-0.01207130286975755
2014-10-04,0.0
2014-10-05,0.0
2014-10-06,0.010807479636766731
2014-10-07,0.0012638232329908183
2014-10-08,0.005117919914905289
2014-10-09,-0.003382766865002357
2014-10-10,-0.0049769032697530025
2014-10-11,0.0
2014-10-12,0.0
2014-10-13,0.009850743591315908
2014-10-14,-0.007398695694745494
2014-10-15,0.013964296894496853
2014-10-16,-0.0022618268036758427
2014-10-17,-0.00359825169209535
2014-10-18,0.0
2014-10-19,0.0
2014-10-20,0.0028952639654292456
2014-10-21,-0.006585160203051471
2014-10-22,-0.005204648607046253
2014-10-23,-0.0003163055537995507
2014-10-24,0.0020541999796763466
2014-10-25,0.0
2014-10-26,0.0
2014-10-27,0.0021287507546067785
2014-10-28,0.0029098365071792698
2014-10-29,-0.00812147180299555
2014-10-30,-0.0015053681090236581
2014-10-31,-0.007001938218655218
2014-11-01,0.0
2014-11-02,0.0
2014-11-03,-0.003359196952308019
2014-11-04,0.0049548570962007765
2014-11-05,-0.00471453987631551
2014-11-06,-0.009011244499897736
2014-11-07,0.00636457334752305
2014-11-08,0.0
2014-11-09,0.0
2014-11-10,-0.0025731760740290988
2014-11-11,0.004338401598598218
2014-11-12,-0.002890175422233382
2014-11-13,0.0029703389558848603
2014-11-14,0.0036805930492282146
2014-11-15,0.0
2014-11-16,0.0
2014-11-17,-0.005766936287161795
2014-11-18,0.006964206654070909
2014-11-19,0.0013551757823516974
2014-11-20,-0.00119564798429464
2014-11-21,-0.012035770740820517
2014-11-22,0.0
2014-11-23,0.0
2014-11-24,0.004349583981871741
2014-11-25,0.0025686320111029115
2014-11-26,0.0024820862256514087
2014-11-27,-0.003123625942923536
2014-11-28,-0.0012843154759420994
2014-11-29,0.0
2014-11-30,0.0
2014-12-01,0.0015249411037323302
2014-12-02,-0.007082524575894589
2014-12-03,-0.00575109924219222
2014-12-04,0.005427971361523065
2014-12-05,-0.007460905584742911
2014-12-06,0.0
2014-12-07,0.0
2014-12-08,0.0025202240891115946
2014-12-09,0.004698267046543136
2014-12-10,0.005882132910043358
2014-12-11,-0.003057614226358002
2014-12-12,0.0041014975668246245
2014-12-13,0.0
2014-12-14,0.0
2014-12-15,-0.0019280211627996646
2014-12-16,0.005932832282312256
2014-12-17,-0.013601272007773224
2014-12-18,-0.004548046497904079
2014-12-19,-0.0048141743666087755
2014-12-20,0.0
2014-12-21,0.0
2014-12-22,0.0002453486006993022
2014-12-23,-0.004754107314812961
2014-12-24,0.0018059436857078004
2014-12-25,0.00229376687773572
2014-12-26,-0.003771114487209959
2014-12-27,0.0
2014-12-28,0.0
2014-12-29,-0.001973198042178742
2014-12-30,0.00041140412807189053
2014-12-31,-0.004865387076835481
2015-01-01,0.00041324022241850944
2015-01-02,-0.0084640784121294
2015-01-03,0.0
2015-01-04,0.0
2015-01-05,-0.005766594894336979
2015-01-06,-0.0036105669182598943
2015-01-07,-0.004299269003646883
2015-01-08,-0.003808883524775708
2015-01-09,0.003977830982518332
2015-01-10,0.0
2015-01-11,0.0
2015-01-12,-0.0005069280270773302
2015-01-13,-0.005168408031195448
2015-01-14,0.0014430629387640892
2015-01-15,-0.013750910613360923
2015-01-16,-0.0052597663833650055
2015-01-17,0.0
2015-01-18,0.0
2015-01-19,0.0031936499458931344
2015-01-20,-0.00475101312620721
2015-01-21,0.005095662448936306
2015-01-22,-0.02115605827738018
2015-01-23,-0.013999874234615614
2015-01-24,0.0
2015-01-25,0.0
2015-01-26,0.0026733218558742805
2015-01-27,0.012733393373987406
2015-01-28,-0.00838227875280427
2015-01-29,0.0029197101033346384
2015-01-30,-0.0029197101033346384
2015-01-31,0.0
2015-02-01,0.0
2015-02-02,0.004773278752657553
2015-02-03,0.012182980783753683
2015-02-04,-0.01183030929358786
